"","Group.1","cells.1","Camp_out_0.5","DEM_0.5","LANDCVI_selected_0.5","MGVF_0.5","SLOPE_0.5","WC_Prec_0.5","WC_Temp_0.5","cells.2","CampPrecip_0.5","CampTemp_0.5","CampTemp"
"36",7724,7724,1,848.550354003906,1149.00732421875,81.75,0.0937426090240479,28.9786758422852,5.30797863006592,43067.5,1.43571714943391e-05,277.271255493164,4.12125549316409
"37",7725,7725,1,892.360717773438,1494.65258789062,91.75,0.132634088397026,29.6905765533447,4.56821012496948,43428,1.44366013046238e-05,277.384979248047,4.2349792480469
"38",7726,7726,0.790000021457672,1058.82800292969,1883.16125488281,90.5000076293945,0.102079182863235,31.7856216430664,3.85594820976257,43430.5,1.48530489241239e-05,276.950424194336,3.80042419433596
"39",7887,7887,1,1285.46166992188,1160.41186523438,96.25,0.257946342229843,34.5081520080566,5.18675756454468,43424,1.37947681650985e-05,277.901336669922,4.7513366699219
"40",7888,7888,1,1044.83447265625,1244.64453125,89.75,0.269433379173279,32.9050102233887,5.58389902114868,43425,1.39450257847784e-05,277.846801757812,4.69680175781252
"41",7890,7890,0.970000028610229,936.49267578125,1433.98254394531,82,0.123622439801693,29.6147289276123,5.50814294815063,43427,1.42700228025205e-05,277.558807373047,4.4088073730469
"42",7891,7891,0.939999997615814,897.519287109375,2062.57421875,69.5000076293945,0.0353291481733322,28.6991920471191,4.97761917114258,44292.6,1.43652379847481e-05,277.798608398438,4.64860839843755
"43",7892,7892,1,971.780822753906,2619.49975585938,67,0.0538790449500084,27.9858341217041,4.38920736312866,44149,1.44637851917651e-05,277.627777099609,4.4777770996094
"44",7894,7894,1,972.714233398438,2321.458984375,69.4999923706055,0.121050819754601,30.5913619995117,3.91797280311584,44871,1.42536728162668e-05,277.654357910156,4.50435791015627
"45",8051,8051,0.75,1943.474609375,745.9189453125,83.9999771118164,0.352627068758011,57.5778274536133,2.68504309654236,43417,1.29492500491324e-05,278.342407226562,5.19240722656252
"46",8053,8053,1,1288.67199707031,1412.509765625,85.7499923706055,0.375703185796738,31.7268085479736,5.4279637336731,43963,1.37032595830533e-05,278.363677978516,5.21367797851565
"47",8054,8054,1,1204.23486328125,1959.30126953125,75.5000076293945,0.237943336367607,28.4943752288818,6.13935041427612,44144,1.38639206852531e-05,278.412567138672,5.2625671386719
"48",8057,8057,1,975,4843.68310546875,74.75,0.130781799554825,25.2945175170898,5.5970401763916,44388,1.42693558397392e-05,277.960968017578,4.81096801757815
"49",8058,8058,1,853,4509.23193359375,67.9999923706055,0.0314206480979919,24.6413764953613,5.59174346923828,44509,1.43385332194157e-05,277.847213745117,4.69721374511721
"50",8059,8059,1,840.50634765625,4010.13305664062,73.25,0.121859967708588,25.8346195220947,5.55566740036011,45349.3333333333,1.40227669665668e-05,278.28412882487,5.13412882486983
"51",8063,8063,0.970000028610229,833.066711425781,1049.3818359375,73.75,0.0641957372426987,26.468936920166,5.35830116271973,46314,1.36858179757837e-05,277.8359375,4.68593750000002
"52",8219,8219,0.740000009536743,1392.59375,1693.74621582031,85.5000076293945,0.708432972431183,35.226936340332,4.59830951690674,44860.5,1.35552372739767e-05,279.407150268555,6.25715026855471
"53",8220,8220,1,1188.09387207031,2294.83642578125,89.7500076293945,0.397964388132095,27.1082496643066,6.44279003143311,44863.5,1.38861319101125e-05,279.03791809082,5.88791809082034
"54",8224,8224,1,853,5937.23779296875,73,0.111691541969776,27.8976821899414,6.42876482009888,45588,1.40333140734583e-05,278.730926513672,5.5809265136719
"55",8385,8385,0.200000002980232,2161.900390625,2136.46752929688,78.9999847412109,0.779647469520569,38.895191192627,3.9213125705719,45218.75,1.34754097871337e-05,279.971061706543,6.82106170654299
"56",8386,8386,1,1219,2791.31372070312,70.5,0.722577393054962,28.3630084991455,6.69172716140747,45582.5,1.38634968607221e-05,279.782409667969,6.63240966796877
"57",8389,8389,0.920000016689301,914.677612304688,7304.14599609375,70.75,0.238166406750679,35.4775352478027,7.11976051330566,46306,1.41960808832664e-05,279.678283691406,6.52828369140627
"58",8390,8390,1,971.572570800781,6361.22119140625,78,0.143853589892387,34.1873092651367,6.96852016448975,45587,1.4103850844549e-05,278.956298828125,5.80629882812502
"59",8391,8391,1,868.548828125,5436.943359375,69.25,0.122399993240833,31.1602725982666,6.77703666687012,46309,1.37122742671636e-05,278.944427490234,5.7944274902344
"60",8392,8392,0.959999978542328,957.444213867188,4530.005859375,81.25,0.0690483525395393,30.7760276794434,6.68960046768188,46669,1.37131205519836e-05,279.20329284668,6.05329284667971
"61",8393,8393,0.839999973773956,877.24951171875,3664.95727539062,59.4999961853027,0.255226939916611,29.1025218963623,6.79265069961548,46790.3333333333,1.34438335711214e-05,278.986602783203,5.83660278320315
"62",8557,8557,0.620000004768372,1059.99011230469,4801.11474609375,81.0000076293945,0.440794706344604,34.7160034179688,6.38328647613525,47028,1.39297799250926e-05,279.68359375,6.53359375000002
"63",8726,8726,0.819999992847443,975,5097.10986328125,75,0.200548097491264,29.5962944030762,7.58371734619141,48471,1.37166898639407e-05,280.474639892578,7.32463989257815
"64",8889,8889,0.959999978542328,1344.322265625,4822.48388671875,78.7500305175781,0.400255173444748,32.4572639465332,6.22732543945312,48226.3333333333,1.47921606791594e-05,280.76279703776,7.61279703776046
"65",8890,8890,0.850000023841858,1159.30102539062,6095.29541015625,66.75,0.310690730810165,29.6570777893066,6.99798536300659,48467,1.47267955981079e-05,280.835876464844,7.68587646484377
"66",8891,8891,0.430000007152557,1097,6848.3642578125,79.7500076293945,0.311129212379456,29.1221218109131,7.32697248458862,48468,1.44742689371924e-05,280.745574951172,7.5955749511719
"67",9051,9051,0.150000005960464,1477.33605957031,4859.94384765625,72.5,0.176638424396515,30.9919281005859,5.53825235366821,47737,1.51933818415273e-05,282.577209472656,9.42720947265627
"68",9053,9053,0.379999995231628,2230.6376953125,3877.99047851562,87.5,0.188774287700653,40.7478713989258,4.97139596939087,48823.5,1.53879373101518e-05,281.722305297852,8.57230529785159
"69",9066,9066,0.939999997615814,1081.74621582031,9777.640625,80.2499923706055,0.0556651800870895,30.847505569458,7.70064401626587,51357,1.58717393787811e-05,281.210052490234,8.0600524902344
"70",9232,9232,0.769999980926514,1006.06878662109,9864.6845703125,67.7500076293945,0.149931579828262,31.5800476074219,7.4827184677124,52078,1.63749155035475e-05,281.356628417969,8.20662841796877
"71",9555,9555,0.340000003576279,1716.14685058594,7131.693359375,31.5000019073486,1.09123492240906,23.6174182891846,5.98942613601685,51345,1.66709032782819e-05,282.743347167969,9.59334716796877
"72",9557,9557,0.319999992847443,1294.38854980469,6841.0634765625,23.75,0.781760692596436,24.049446105957,6.27354860305786,52068,1.61706357175717e-05,283.049438476562,9.89943847656252
"73",9720,9720,0.00999999977648258,3434.63403320312,5295.1591796875,29.0000057220459,1.07300472259521,33.147632598877,1.47510206699371,51340,1.80799361260142e-05,284.262939453125,11.112939453125
"74",9722,9722,0.230000004172325,1393.00939941406,7532.82568359375,26.7499980926514,0.26095113158226,22.6372947692871,6.83502006530762,52066,1.67936323123286e-05,283.0576171875,9.90761718750002
"75",9723,9723,0.419999986886978,1412.11853027344,7811.2900390625,52.7500038146973,0.489366382360458,23.77321434021,7.01519107818604,52067,1.64821340149501e-05,283.053527832031,9.90352783203127
"76",9887,9887,0,1732.0478515625,7176.66796875,33.7499961853027,0.817923188209534,19.7116622924805,6.20265626907349,52065,1.71248047990957e-05,283.202514648438,10.0525146484375
"77",9890,9890,0.100000001490116,1942.80529785156,9396.6494140625,28.9999980926514,0.214017882943153,23.7563533782959,5.8328914642334,53508,1.69832364917966e-05,283.830596923828,10.6805969238281
"78",10056,10056,0.0599999986588955,2324.83740234375,9575.4560546875,73.25,0.329381316900253,21.7174892425537,5.93791103363037,53507,1.73051994352136e-05,283.896850585938,10.7468505859375
"79",10188,10188,0.0199999995529652,746.409851074219,28.2207355499268,100,NA,169.159484863281,11.4809703826904,52031,3.62922764907125e-05,276.875366210938,3.72536621093752
"80",10384,10384,0.850000023841858,1978.54553222656,9305.15234375,20.0000038146973,0.120400458574295,17.0152893066406,4.84167766571045,54582,2.03634454010171e-05,285.448989868164,12.2989898681641
"81",10385,10385,0.949999988079071,2106.30712890625,9495.9228515625,21.9999980926514,0.0148142017424107,17.0742416381836,4.93471717834473,54943,2.00273043446941e-05,285.399719238281,12.2497192382813
"82",10718,10718,0.730000019073486,1981.25573730469,8934.6904296875,31.2499942779541,0.162514984607697,25.0032215118408,6.21968936920166,56383,2.09884346986655e-05,286.158569335938,13.0085693359375
"83",10883,10883,0.330000013113022,1831.91381835938,8404.4140625,44.5000038146973,0.114339843392372,25.4126148223877,7.2071967124939,56740,2.34011768043274e-05,287.056289672852,13.9062896728516
"84",11045,11045,0.479999989271164,2483.88891601562,6993.396484375,85.5,0.499389290809631,28.7525253295898,6.03097057342529,57096.5,2.70715408987598e-05,287.98616027832,14.8361602783203
"85",11051,11051,0,2728.37329101562,4523.1748046875,95.25,0.545637428760529,35.6192855834961,4.19741535186768,57823,2.17965716728941e-05,286.941009521484,13.7910095214844
"86",11116,11116,0.349999994039536,28.3322067260742,204.677490234375,82.4999923706055,NA,95.1439437866211,12.3102169036865,71570,7.44165590731427e-05,293.120147705078,19.9701477050781
"87",11213,11213,0.280000001192093,2683.34716796875,8687.31640625,92.7499923706055,0.231312170624733,25.678596496582,9.15687847137451,58538,2.60726192209404e-05,288.517730712891,15.3677307128906
"88",11214,11214,0.550000011920929,1553.27014160156,8204.431640625,19.7500114440918,0.225931957364082,26.222110748291,9.63143730163574,57818,2.57800875260727e-05,288.104309082031,14.9543090820313
"89",11383,11383,0.670000016689301,1755.46459960938,3499.40478515625,52,0.677087068557739,29.6787548065186,6.1703782081604,59262,2.31372505368199e-05,287.998229980469,14.8482299804688
"90",11542,11542,0.0799999982118607,1872.57775878906,8025.04833984375,30.4999942779541,0.555498719215393,21.3219718933105,8.69051742553711,58534,3.06696092593484e-05,289.234832763672,16.0848327636719
"91",11543,11543,0.400000005960464,1479.98120117188,9105.025390625,7.49999904632568,0.194955796003342,15.6223726272583,11.4871311187744,58894,3.05675030176644e-05,289.4384765625,16.2884765625
"92",11705,11705,0.310000002384186,2876.00561523438,7986.15087890625,76.25,0.465905100107193,30.2470569610596,7.44739627838135,58529,3.69135559594724e-05,289.833038330078,16.6830383300781
"93",11706,11706,0.140000000596046,2435.365234375,8036.3544921875,48.0000114440918,0.180235475301743,29.3475971221924,6.17732810974121,59250.5,3.45177450071787e-05,290.134384155273,16.9843841552735
"94",11707,11707,0.680000007152557,2102.67944335938,8540.3232421875,46.5,0.508375763893127,25.8261661529541,7.36350107192993,59251.5,3.3258666007896e-05,290.037643432617,16.8876434326172
"95",11708,11708,0.180000007152557,1648.154296875,9079.216796875,15.9999990463257,0.49517023563385,20.1557483673096,10.1335153579712,59252.5,3.21086408803239e-05,289.893615722656,16.7436157226563
"96",11710,11710,0.469999998807907,1560.64672851562,9453.2333984375,16,0.322777032852173,19.7801399230957,11.4642963409424,59255.5,2.88221508526476e-05,289.390625,16.240625
"97",11871,11871,0.150000005960464,1778.66076660156,8168.43603515625,42.0000038146973,0.688624382019043,33.5164566040039,9.1230525970459,59249,3.65972082363442e-05,290.196746826172,17.0467468261719
"98",11872,11872,0.0500000007450581,2086.71459960938,8323.0458984375,57.0000114440918,0.366511762142181,28.7078285217285,9.17881965637207,59250,3.51745475200005e-05,290.170928955078,17.0209289550781
"99",11873,11873,0.819999992847443,1561.73229980469,9181.4970703125,13.75,0.517003297805786,21.3957691192627,11.0088968276978,59611.5,3.3053657716664e-05,290.23388671875,17.08388671875
"100",11874,11874,0.730000019073486,1316.98254394531,9792.05078125,15.4999990463257,0.0771221965551376,16.8133754730225,12.6373100280762,59732.3333333333,3.20607808437975e-05,290.187723795573,17.037723795573
"101",12045,12045,0.959999978542328,1562.57238769531,8888.1416015625,11.2500028610229,0.0754270181059837,21.3930606842041,11.0389719009399,61418,2.66445968009066e-05,290.212615966797,17.0626159667969
"102",12046,12046,1,1638.93237304688,8103.45556640625,18.5000038146973,0.233360111713409,23.3037986755371,10.7036285400391,61658.3333333333,2.64543620384453e-05,290.276397705078,17.1263977050781
"103",12047,12047,0.980000019073486,1851.44616699219,7035.38330078125,37.5000190734863,0.307871520519257,28.1437435150146,9.7370080947876,61420,2.52744557656115e-05,289.758636474609,16.6086364746094
"104",12211,12211,0.810000002384186,1767.4375,9132.826171875,12.2499990463257,0.296513438224792,22.6797714233398,9.95518779754639,62137.5,2.71283042820869e-05,290.70964050293,17.5596405029297
"105",12212,12212,1,1782.29870605469,9125.5712890625,7.49999570846558,0.260367304086685,20.0178852081299,10.6014547348022,61776.75,2.80171075246471e-05,290.613372802734,17.4633728027344
"106",12213,12213,1,2078.55834960938,8840.6279296875,16.4999961853027,0.232483401894569,22.3198680877686,9.69021415710449,62619.3333333333,2.60834616104451e-05,290.633178710938,17.4831787109375
"107",12217,12217,0.319999992847443,2357.82690429688,4599.59765625,69.9999923706055,0.225789815187454,38.6582679748535,6.46292352676392,63584,2.42872119997628e-05,290.258941650391,17.1089416503906
"108",12379,12379,1,2155.51977539062,9631.373046875,17.7500019073486,0.112578451633453,22.7355461120605,9.19973754882812,62858.5,2.66117431237944e-05,290.940338134766,17.7903381347656
"109",12380,12380,0.980000019073486,1930.31396484375,8377.337890625,15.5000028610229,0.158316850662231,26.0060405731201,9.34145832061768,63220,2.59148064287729e-05,290.857879638672,17.7078796386719
"110",12381,12381,0.159999996423721,2190.17041015625,7244.41845703125,56.5000114440918,0.285287022590637,37.2528533935547,8.50361156463623,62860.5,2.56510820690892e-05,290.543045043945,17.3930450439453
"111",12543,12543,0.569999992847443,2194,9471.5087890625,52.0000038146973,0.253931850194931,28.5209045410156,8.81954860687256,63576.5,2.79888008662965e-05,291.642181396484,18.4921813964844
"112",12547,12547,0.109999999403954,1724.56127929688,8686.6044921875,24.0000038146973,0.155709385871887,25.2771663665771,11.9834184646606,64301,2.60849064943613e-05,291.330200195312,18.1802001953125
"113",12769,12769,0.810000002384186,31.2429637908936,8.62747287750244,91.75,0.0208607632666826,101.929985046387,16.5709934234619,77318,4.96875945827924e-05,297.852294921875,24.702294921875
"114",12933,12933,0.209999993443489,29.6307563781738,6.73571729660034,91.9999923706055,0.04725706204772,99.1613311767578,17.0398254394531,76595,4.71896382805426e-05,297.493072509766,24.3430725097656
"115",13082,13082,1,108.947311401367,62.6069831848145,96.25,0.0649613589048386,121.706001281738,16.402853012085,75139,5.65793961868621e-05,288.959686279297,15.8096862792969
"116",13210,13210,0,1443.17395019531,8474.833984375,13.9999980926514,0.300449401140213,25.0075092315674,13.570463180542,64291,3.16061959892977e-05,292.55322265625,19.40322265625
"117",13415,13415,1,65.129150390625,63.892261505127,95.75,0.0264643114060163,118.443954467773,17.3384780883789,75858,5.88928305660374e-05,289.142395019531,15.9923950195313
"118",13534,13534,0,672.867980957031,9363.25390625,26.5000076293945,0.361529797315598,29.7602863311768,19.6023445129395,67169,2.94443962047808e-05,294.51220703125,21.36220703125
"119",13701,13701,0.230000004172325,1614.619140625,8731.3720703125,64.5,0.255310952663422,37.7295951843262,17.4155712127686,67888.5,2.8344455131446e-05,295.117797851562,21.9677978515625
"120",13706,13706,0.660000026226044,1514.32800292969,9611.802734375,24.0000019073486,0.169305995106697,24.4935131072998,15.8963823318481,68254,3.07382360915653e-05,294.38069152832,21.2306915283203
"121",13869,13869,0.730000019073486,1438.84191894531,8705.22265625,52.7499961853027,0.102533154189587,35.1040153503418,16.8488597869873,68610.5,2.92156164505286e-05,294.922149658203,21.7721496582031
"122",14189,14189,0.330000013113022,174.218963623047,5577.154296875,43.5,NA,15.0494813919067,16.8053207397461,73643,2.48945816565538e-05,297.942779541016,24.7927795410156
"123",14378,14378,0.0799999982118607,1249.31359863281,9982.005859375,33.2499961853027,0.18269394338131,28.6102771759033,18.5517692565918,73661,4.34006979048718e-05,297.410034179688,24.2600341796875
"124",14379,14379,0.270000010728836,1097.72265625,9956.8154296875,21.7500019073486,0.233816415071487,31.4093818664551,17.9191150665283,72942,4.37096059613395e-05,297.1982421875,24.0482421875
"125",14381,14381,0,830.578857421875,9680.2763671875,31.2499961853027,0.274529874324799,26.8178482055664,18.9606895446777,70779,3.68858090951107e-05,295.619537353516,22.4695373535156
"126",14545,14545,0.509999990463257,775.483459472656,9893.6259765625,19.7499904632568,0.112254567444324,27.9148178100586,19.2988586425781,72219,3.95944616684574e-05,296.513298034668,23.363298034668
"127",14546,14546,0.680000007152557,1648.45971679688,9773.9462890625,48.5000038146973,0.0597971118986607,26.0880184173584,19.8085079193115,72760.875,4.26707701990381e-05,296.96097946167,23.8109794616699
"128",14712,14712,0.759999990463257,842.076416015625,9728.5478515625,17.5,0.0979776903986931,22.7377815246582,19.9190654754639,74622.6666666667,4.79413768819844e-05,298.089090983073,24.939090983073
"129",14880,14880,0.579999983310699,1562.12463378906,6705.89404296875,71.2499923706055,0.235854730010033,27.3696708679199,18.6904296875,75825,5.38613276148681e-05,298.907043457031,25.7570434570313
"130",15047,15047,0.680000007152557,912.749633789062,7153.08544921875,66.7500152587891,0.519890189170837,33.3240928649902,19.9785537719727,75824,5.17232219863217e-05,298.776550292969,25.6265502929688
"131",15048,15048,0.779999971389771,395.083129882812,7449.12890625,62.7500152587891,0.27878126502037,34.2769241333008,21.13307762146,76185.5,5.36376683157869e-05,298.999298095703,25.8492980957031
"132",15215,15215,0.129999995231628,316.170867919922,8254.333984375,69.75,0.347053110599518,34.075740814209,21.7641334533691,76545,5.19908608112019e-05,299.123504638672,25.9735046386719
"133",15546,15546,0.589999973773956,1200.21655273438,8786.40625,39.5000038146973,0.200280964374542,24.3323917388916,20.0364570617676,79065.5,4.66218953079078e-05,299.930236816406,26.7802368164063
"134",15711,15711,0.569999992847443,1164.39709472656,7822.3037109375,17.2499961853027,0.25444021821022,24.0776309967041,19.4243869781494,79423,4.29625506512821e-05,299.842529296875,26.692529296875
"135",15712,15712,0.860000014305115,1173.93872070312,8346.849609375,31.2499961853027,0.4660265147686,25.3579120635986,19.3159141540527,79664.6666666667,4.48666905867867e-05,300.115651448568,26.9656514485677
"136",15877,15877,0.340000003576279,2000.47766113281,7721.5546875,45.7500038146973,0.389067023992538,30.2298641204834,18.4614143371582,79423,4.29625506512821e-05,299.842529296875,26.692529296875
"137",15878,15878,0.419999986886978,1855.97607421875,8229.7197265625,59.5000038146973,0.438965022563934,33.8352546691895,17.3065872192383,79784,4.38923707406502e-05,300.096527099609,26.9465270996094
