field_1,siteID,collection,lng,lat,objectid,id,dir,length,linkid,country,juriscode,jurisname,roadnum,roadname,admin,surface,lanes,speedlim,class,nhs,border,shape_Leng,n,distance,feature_x,feature_y,nearest_x,nearest_y
"2004","9557","14487",-107.757000000000005,44.103000000000002,"246270","662649","0",37.770000000000003,02_12362722,"2",02_56,Wyoming,U16,,State,Paved,"2","104","3",7.000000000000000,"0",52463.243663860579545,"1",7865.939444379492670,-882643.643082543509081,539486.487398185767233,-885258.664087095879950,532067.951930292183533
"2005","10718","64640",-108.250000000000000,40.677000000000000,"219257","634989","0",66.879999999999995,02_11006407,"2",02_08,Colorado,S318,,State,Paved,"2","88","5",0.000000000000000,"0",88073.768622858246090,"1",10635.258530483006325,-971615.770346638630144,142751.280246343289036,-978384.859641322167590,134548.344544363644673
"2006","11383","45871",-107.926000000000002,38.945000000000000,"178465","634402","0",30.739999999999998,02_10976763,"2",02_08,Colorado,S65,,State,Paved,"2","88","4",0.000000000000000,"0",39583.178235153922287,"1",5.735161961150568,-971684.030275852885097,-63172.075516893361055,-971678.347535743378103,-63171.301858332735719
"2007","9723","14431",-108.000000000000000,44.000000000000000,"246250","662668","0",3.030000000000000,02_12361692,"2",02_56,Wyoming,U20,,State,Paved,"2","104","3",7.000000000000000,"0",4215.730192485657426,"1",671.091544284382053,-902327.070569525123574,529694.862159614684060,-901981.430580842425115,529119.625809030490927
"2008","9557","14479",-107.777000000000001,44.116999999999997,"246270","662649","0",37.770000000000003,02_12362722,"2",02_56,Wyoming,U16,,State,Paved,"2","104","3",7.000000000000000,"0",52463.243663860579545,"1",9301.301041351243839,-883932.342870701104403,541314.922565229469910,-886260.093589852214791,532309.603156605851837
"2009","9557","14480",-107.777000000000001,44.116999999999997,"246270","662649","0",37.770000000000003,02_12362722,"2",02_56,Wyoming,U16,,State,Paved,"2","104","3",7.000000000000000,"0",52463.243663860579545,"1",9301.301041351243839,-883932.342870701104403,541314.922565229469910,-886260.093589852214791,532309.603156605851837
"2010","10882","128462",-109.334999999999994,40.314999999999998,"148550","563396","0",28.260000000000002,02_9034976,"2",02_49,Utah,U40,,State,Paved,"2","104","3",7.000000000000000,"0",37040.978710147501261,"1",4339.110714973963695,-1063118.048660896718502,112059.993491590546910,-1059616.980847973842174,114623.273805196004105
"2011","9557","14439",-107.757000000000005,44.103000000000002,"246270","662649","0",37.770000000000003,02_12362722,"2",02_56,Wyoming,U16,,State,Paved,"2","104","3",7.000000000000000,"0",52463.243663860579545,"1",7865.939444379492670,-882643.643082543509081,539486.487398185767233,-885258.664087095879950,532067.951930292183533
"2012","9557","14473",-107.757000000000005,44.103000000000002,"246270","662649","0",37.770000000000003,02_12362722,"2",02_56,Wyoming,U16,,State,Paved,"2","104","3",7.000000000000000,"0",52463.243663860579545,"1",7865.939444379492670,-882643.643082543509081,539486.487398185767233,-885258.664087095879950,532067.951930292183533
"2013","9557","14440",-107.757000000000005,44.103000000000002,"246270","662649","0",37.770000000000003,02_12362722,"2",02_56,Wyoming,U16,,State,Paved,"2","104","3",7.000000000000000,"0",52463.243663860579545,"1",7865.939444379492670,-882643.643082543509081,539486.487398185767233,-885258.664087095879950,532067.951930292183533
"2014","9722","14469",-108.439999999999998,43.835999999999999,"246288","662811","0",19.430000000000000,02_12337303,"2",02_56,Wyoming,S120,,State,Paved,"2","104","3",7.000000000000000,"0",26926.541375522097951,"1",2047.853483182501122,-937762.206255970406346,514740.647016485687345,-939792.610069116111845,515007.413288990501314
"2015","9557","14486",-107.757000000000005,44.103000000000002,"246270","662649","0",37.770000000000003,02_12362722,"2",02_56,Wyoming,U16,,State,Paved,"2","104","3",7.000000000000000,"0",52463.243663860579545,"1",7865.939444379492670,-882643.643082543509081,539486.487398185767233,-885258.664087095879950,532067.951930292183533
"2016","9557","14478",-107.777000000000001,44.131999999999998,"245890","664251","0",22.930000000000000,02_12427840,"2",02_56,Wyoming,S31,,State,Paved,"2","88","5",0.000000000000000,"0",31986.912556088565907,"1",9657.405126783742162,-883712.644490773323923,543074.273115686839446,-880287.356559850159101,552103.828828627592884
"2017","9557","14477",-107.757000000000005,44.103000000000002,"246270","662649","0",37.770000000000003,02_12362722,"2",02_56,Wyoming,U16,,State,Paved,"2","104","3",7.000000000000000,"0",52463.243663860579545,"1",7865.939444379492670,-882643.643082543509081,539486.487398185767233,-885258.664087095879950,532067.951930292183533
"2018","13240","189417",-92.132000000000005,33.476999999999997,"257879","709653","0",2.460000000000000,02_15469254,"2",02_05,Arkansas,S15,,State,Paved,"3","72","4",0.000000000000000,"0",2954.376520787267509,"1",501.079808012565820,342045.416887548577506,-758485.290299479267560,341673.461824131023604,-758149.536811342579313
"2019","13582","52055",-87.194000000000003,32.420000000000002,"317509","717639","0",9.289999999999999,02_16280846,"2",02_01,Alabama,U80,,State,Paved,"4","104","3",3.000000000000000,"0",10998.003489838501991,"1",2750.728596379890860,789217.722632189979777,-851800.155206678202376,788779.825298152514733,-849084.505425173789263
"2020","13582","52054",-87.200999999999993,32.420999999999999,"317509","717639","0",9.289999999999999,02_16280846,"2",02_01,Alabama,U80,,State,Paved,"4","104","3",3.000000000000000,"0",10998.003489838501991,"1",2613.265262882003753,788581.395358416950330,-851742.691406154772267,788288.380923666874878,-849145.905339646036737
"2021","11115","126598",-75.632000000000005,39.557000000000002,"625853","1025676","0",1.110000000000000,02_41380360,"2",02_10,Delaware,U13,,State,Paved,"2","88","3",3.000000000000000,"0",1444.474348743749715,"1",1606.308592620059244,1635740.262430920032784,124158.644858952815412,1634440.225128775928169,123215.177685300805024
"2022","10952","14504",-74.299999999999997,40.299999999999997,"662370","1057450","0",1.130000000000000,02_43403424,"2",02_34,New Jersey,U9,,State,Paved,"4","88","3",7.000000000000000,"0",1490.338661933800040,"1",226.603562382685112,1721010.064326610881835,233233.363995282270480,1720816.249148314818740,233115.955089544295333
"2023","10951","46617",-74.549999999999997,40.116999999999997,"651800","1055187","0",1.460000000000000,02_43183148,"2",02_34,New Jersey,S537,,State,Paved,"4","80","4",0.000000000000000,"0",1914.882328833312158,"1",3527.903936714966221,1706368.245665665017441,207679.215931954153348,1709331.457523947814479,205764.671163707360392
"2024","10952","167741",-74.343000000000004,40.296999999999997,"662490","1057383","0",0.580000000000000,02_43397499,"2",02_34,New Jersey,,MAIN ST,Municipal,Paved,"2","56","4",0.000000000000000,"0",763.504637062612915,"1",1226.363858819888492,1717739.533191808266565,232108.691055743896868,1716516.578382628504187,232200.068563499895390
"2025","10952","189419",-74.103999999999999,40.351999999999997,"662753","1057881","0",1.600000000000000,02_43432461,"2",02_34,New Jersey,S444,GARDEN STATE PKWY,State,Paved,"10","104","2",7.000000000000000,"0",2100.626254379741567,"1",1020.459700827812185,1734873.831338604679331,242780.497172361443518,1734071.914789618924260,242149.412511260947213
"2026","11116","53122",-75.310000000000002,39.747999999999998,"651736","1048738","0",2.350000000000000,02_42845849,"2",02_34,New Jersey,S700,NEW JERSEY TPKE,State,Paved,"4","104","3",7.000000000000000,"0",3056.589412203803477,"1",1313.410707640794271,1656314.710482806898654,151745.592677935259417,1657379.326693278737366,150976.411287529830588
"2027","10952","167743",-74.122000000000000,40.365000000000002,"662253","1057895","0",2.000000000000000,02_43429560,"2",02_34,New Jersey,S444,GARDEN STATE PKWY,State,Paved,"10","104","2",7.000000000000000,"0",2625.358491958596915,"1",1033.892162299612664,1733122.166774809127674,243944.606801298650680,1732818.467328167520463,242956.325642228010111
"2028","10952","167631",-74.250000000000000,40.337000000000003,"651549","1057056","0",5.430000000000000,02_43408483,"2",02_34,New Jersey,S79,,State,Paved,"2","48","3",10.000000000000000,"0",7148.359165156158269,"1",245.675631905544179,1723912.840986924478784,238393.698193398275180,1724137.129222808638588,238493.954382016556337
"2029","11116","48570",-75.159999999999997,39.732999999999997,"652967","1048984","0",1.770000000000000,02_42863699,"2",02_34,New Jersey,S55,,State,Paved,"4","104","2",7.000000000000000,"0",2311.256503280166271,"1",783.647276245018702,1668515.185294437455013,152649.381566475727595,1669298.098831395385787,152683.285065030591795
"2030","10952","127082",-74.117000000000004,40.250000000000000,"662684","1057753","0",3.470000000000000,02_43425785,"2",02_34,New Jersey,,SHAFTO RD,Municipal,Paved,"2","56","4",0.000000000000000,"0",4550.550452606387807,"1",1341.527665869772591,1736615.865177531959489,230826.117276232020231,1737924.732876060996205,230531.903364186204271
"2031","11210","45721",-111.272999999999996,39.170000000000002,"157462","573058","0",23.710000000000001,02_8842852,"2",02_49,Utah,S29,,State,Paved,"2","56","5",0.000000000000000,"0",30638.428058779125422,"1",13059.591474817016206,-1238029.666923854267225,2083.837662561940760,-1231989.287215728312731,13662.557042129625188
"2032","11210","45722",-111.308999999999997,39.183000000000000,"157462","573058","0",23.710000000000001,02_8842852,"2",02_49,Utah,S29,,State,Paved,"2","56","5",0.000000000000000,"0",30638.428058779125422,"1",12935.990294755576542,-1240676.115237783407792,4066.616191414257628,-1235196.878627522848547,15784.884454036866373
"2033","11210","138567",-111.308999999999997,39.183000000000000,"157462","573058","0",23.710000000000001,02_8842852,"2",02_49,Utah,S29,,State,Paved,"2","56","5",0.000000000000000,"0",30638.428058779125422,"1",12935.990294755576542,-1240676.115237783407792,4066.616191414257628,-1235196.878627522848547,15784.884454036866373
"2034","11378","177459",-110.405000000000001,38.941000000000003,"160285","575986","0",3.340000000000000,02_8981513,"2",02_49,Utah,I70,,State,Paved,"4","112","1",1.000000000000000,"0",4288.533733620881321,"1",2022.602743686735039,-1172312.848569229245186,-35604.317827874663635,-1173079.553419103613123,-37475.970982694816485
"2035","11377","14599",-111.000000000000000,39.000000000000000,"157459","573057","0",30.859999999999999,02_8842196,"2",02_49,Utah,S10,,State,Paved,"2","104","4",10.000000000000000,"0",39745.293670499821019,"1",11239.097622541576129,-1219243.385046282550320,-21231.304494714277098,-1229276.037950519006699,-16165.419471133944171
"2036","11210","52926",-111.105999999999995,39.289000000000001,"157462","573058","0",23.710000000000001,02_8842852,"2",02_49,Utah,S29,,State,Paved,"2","56","5",0.000000000000000,"0",30638.428058779125422,"1",3219.059139960025277,-1222382.676347836619243,13761.834691451302206,-1224687.920704751741141,11515.016896998187804
"2037","11378","177458",-110.405000000000001,38.941000000000003,"160285","575986","0",3.340000000000000,02_8981513,"2",02_49,Utah,I70,,State,Paved,"4","112","1",1.000000000000000,"0",4288.533733620881321,"1",2022.602743686735039,-1172312.848569229245186,-35604.317827874663635,-1173079.553419103613123,-37475.970982694816485
"2038","11210","52925",-111.105999999999995,39.289000000000001,"157462","573058","0",23.710000000000001,02_8842852,"2",02_49,Utah,S29,,State,Paved,"2","56","5",0.000000000000000,"0",30638.428058779125422,"1",3219.059139960025277,-1222382.676347836619243,13761.834691451302206,-1224687.920704751741141,11515.016896998187804
"2039","11210","13294",-111.254000000000005,39.267000000000003,"157462","573058","0",23.710000000000001,02_8842852,"2",02_49,Utah,S29,,State,Paved,"2","56","5",0.000000000000000,"0",30638.428058779125422,"1",2492.051168836381294,-1234671.290819231187925,13120.006711749563692,-1232596.999120115535334,14501.177582814643756
"2040","11210","138566",-111.308999999999997,39.183000000000000,"157462","573058","0",23.710000000000001,02_8842852,"2",02_49,Utah,S29,,State,Paved,"2","56","5",0.000000000000000,"0",30638.428058779125422,"1",12935.990294755576542,-1240676.115237783407792,4066.616191414257628,-1235196.878627522848547,15784.884454036866373
"2041","11210","45719",-111.254000000000005,39.228000000000002,"157462","573058","0",23.710000000000001,02_8842852,"2",02_49,Utah,S29,,State,Paved,"2","56","5",0.000000000000000,"0",30638.428058779125422,"1",6122.780076293972343,-1235407.718074345029891,8582.914699649105387,-1231989.287215728312731,13662.557042129625188
"2042","11210","45720",-111.254000000000005,39.213999999999999,"157462","573058","0",23.710000000000001,02_8842852,"2",02_49,Utah,S29,,State,Paved,"2","56","5",0.000000000000000,"0",30638.428058779125422,"1",7652.711539051282671,-1235672.067728753900155,6954.269511558998602,-1231989.287215728312731,13662.557042129625188
"2043","11210","45724",-111.197999999999993,39.213999999999999,"157462","573058","0",23.710000000000001,02_8842852,"2",02_49,Utah,S29,,State,Paved,"2","56","5",0.000000000000000,"0",30638.428058779125422,"1",6926.484764249456020,-1231174.711645411327481,6225.655180269378434,-1230108.113654452608898,13069.525424149127502
"2044","11210","45718",-111.234999999999999,39.198999999999998,"157462","573058","0",23.710000000000001,02_8842852,"2",02_49,Utah,S29,,State,Paved,"2","56","5",0.000000000000000,"0",30638.428058779125422,"1",8975.778354002482956,-1234429.104136565467343,4961.761683875913150,-1231563.192370970966294,13467.709415434492257
"2045","11210","94148",-111.150000000000006,39.299999999999997,"157462","573058","0",23.710000000000001,02_8842852,"2",02_49,Utah,S29,,State,Paved,"2","56","5",0.000000000000000,"0",30638.428058779125422,"1",3101.005271791557334,-1225706.534222063841298,15610.007359785078734,-1227007.984534639865160,12795.320737872401878
"2046","11210","52971",-111.105999999999995,39.289000000000001,"157462","573058","0",23.710000000000001,02_8842852,"2",02_49,Utah,S29,,State,Paved,"2","56","5",0.000000000000000,"0",30638.428058779125422,"1",3219.059139960025277,-1222382.676347836619243,13761.834691451302206,-1224687.920704751741141,11515.016896998187804
"2047","11210","52970",-111.105999999999995,39.289000000000001,"157462","573058","0",23.710000000000001,02_8842852,"2",02_49,Utah,S29,,State,Paved,"2","56","5",0.000000000000000,"0",30638.428058779125422,"1",3219.059139960025277,-1222382.676347836619243,13761.834691451302206,-1224687.920704751741141,11515.016896998187804
"2048","11542","138562",-111.033000000000001,38.091000000000001,"148695","573054","0",75.379999999999995,02_8968369,"2",02_49,Utah,S24,,State,Paved,"2","88","4",0.000000000000000,"0",96070.873606692606700,"1",21133.261608580902248,-1238804.923507494153455,-126494.329975453918451,-1239055.607114814687520,-105362.555228742756299
"2049","11210","138563",-111.308999999999997,39.183000000000000,"157462","573058","0",23.710000000000001,02_8842852,"2",02_49,Utah,S29,,State,Paved,"2","56","5",0.000000000000000,"0",30638.428058779125422,"1",12935.990294755576542,-1240676.115237783407792,4066.616191414257628,-1235196.878627522848547,15784.884454036866373
