"","siteID","AllOut_1","COut_1","COut_all_1","DEM_1","LANDCVI_binary_1","LANDCVI_multiple_1","MGVF_1","MOut_1","MOut_all_1","Relief_1","SLOPE_1","WC_Prec_1","WC_Temp_1","mean_ptemp","mean_pprec","mean_pDEM","mean_psed"
"1",1447,0.419999986886978,0,0.129999995231628,826.456420898438,NA,1,90.75,0.28999999165535,0.28999999165535,307.753234863281,0.154719695448875,39.4135284423828,2.26833462715149,25.639860339281,2.56959377847067,456.585365853659,4434
"2",1448,0.360000014305115,0,0.119999997317791,705.311279296875,NA,3,97,0.239999994635582,0.239999994635582,444.977508544922,0.141662552952766,39.2029304504395,2.22263550758362,26.1748545851026,3.97378465533257,895,4434
"3",1530,0.800000011920929,0.560000002384186,0.569999992847443,1363.46228027344,NA,3,95.25,0.790000021457672,0.790000021457672,1460.43249511719,0.258570194244385,49.7465286254883,2.26528406143188,24.915246963501,3.31025430891249,680,4434
"4",1619,0.170000001788139,0.109999999403954,0.129999995231628,671.213256835938,NA,1,42.0000076293945,0.0399999991059303,0.0599999986588955,273.704071044922,0.0630411058664322,39.9841842651367,2.45625638961792,25.448977470398,2.10637807846069,210,4434
"5",1703,0.0500000007450581,0,0.0299999993294477,755.893920898438,NA,1,92.75,0.0199999995529652,0.0500000007450581,227.837554931641,0.0625346153974533,36.4984359741211,2.73754453659058,30.2623710632324,2.02912944555283,300,4434
"6",1785,0.25,0,0,907.862854003906,NA,1,88.5000076293945,0.25,0.25,331.094696044922,0.166625931859016,34.2514419555664,3.29515814781189,25.0788818995158,2.16872843106588,206.666666666667,4434
"7",1786,0.170000001788139,0,0.0399999991059303,865.446166992188,NA,1,88.25,0.129999995231628,0.170000001788139,289.677520751953,0.0730009824037552,31.5264530181885,3.32338762283325,26.3928210651173,1.97608795236139,221.176470588235,4434
"8",1870,1,0.850000023841858,1,753.948059082031,NA,1,87.25,0,0.150000005960464,185.588287353516,0.0480313152074814,27.479305267334,4.68221282958984,29.8107256889343,2.10255607962608,340,4434
"9",1950,0.180000007152557,0.0500000007450581,0.119999997317791,1564.29260253906,NA,3,89.7499923706055,0.109999999403954,0.109999999403954,1144.3955078125,0.0966494455933571,59.5693855285645,2.09185075759888,30.3473885854085,1.90804668267568,226.666666666667,4434
"10",1951,0.810000002384186,0.129999995231628,0.200000002980232,1183.86206054688,NA,3,99.25,0.740000009536743,0.769999980926514,1201.90576171875,0.181896105408669,42.7021942138672,4.90039873123169,31.5217167990548,2.02838231836046,257.142857142857,4434
"11",1952,1,0.72000002861023,0.930000007152557,929.643127441406,NA,1,85.2499923706055,0.0500000007450581,0.259999990463257,598.56982421875,0.1800187677145,33.0816535949707,5.62536001205444,29.6086611496775,1.58213678786629,188.421052631579,4434
"12",1959,0.449999988079071,0,0.140000000596046,761.704040527344,NA,1,70.9999923706055,0.310000002384186,0.449999988079071,255.464416503906,0.0678359866142273,30.3174476623535,5.11412811279297,24.4304895401001,2.19856250286102,400,4434
"13",2035,0.610000014305115,0.419999986886978,0.550000011920929,1207.40490722656,NA,1,66.2500076293945,0.0799999982118607,0.109999999403954,1167.81359863281,0.261865496635437,29.6714000701904,5.79519033432007,29.4112373800839,1.50062679543215,136.470588235294,4434
"14",2123,0.740000009536743,0,0.379999995231628,977.513122558594,1,1,91.0000076293945,0.360000014305115,0.740000009536743,327.111511230469,0.0626242533326149,26.7514171600342,6.87908601760864,28.5191445128558,2.3711529927711,324.054794520548,4429.23561643836
"15",2124,0.330000013113022,0,0.0900000035762787,759.477905273438,1,1,76.7499923706055,0.239999994635582,0.330000013113022,308.876556396484,0.0486669391393661,25.714786529541,6.90286350250244,29.6447980917184,2.16249726851275,328.203821656051,4431.48025477707
"16",2125,0.0599999986588955,0,0,773.492553710938,1,2,74.25,0.0599999986588955,0.0599999986588955,384.276885986328,0.0374263897538185,28.1643409729004,6.9104585647583,29.6664199829102,2.16088056564331,300,4434
"17",2126,0.0199999995529652,0,0,739.917907714844,1,2,92.75,0.0199999995529652,0.0199999995529652,289.447967529297,0.0529163107275963,30.0253067016602,7.62640380859375,30.9797409602574,2.19933572837285,340.952380952381,4434
"18",2203,0.0500000007450581,0.0199999995529652,0.0500000007450581,1938.76586914062,NA,3,82.5,0,0,1445.33325195312,0.201937109231949,38.3537101745605,4.05082511901855,25.02392578125,1.73922657966614,200,4434
"19",2204,0.340000003576279,0.0799999982118607,0.28999999165535,1277.53967285156,NA,1,75.2500076293945,0.0399999991059303,0.150000005960464,1134.08947753906,0.347390294075012,32.3754692077637,6.10051822662354,25.6239980061849,1.82850543657939,186.666666666667,4434
"20",2206,0.790000021457672,0.0700000002980232,0.479999989271164,941.466064453125,1,2,63.5,0.310000002384186,0.639999985694885,256.889617919922,0.0660347938537598,28.1638603210449,7.53597402572632,25.5961856842041,1.57855939865112,200,4434
"21",2207,0.360000014305115,0.0399999991059303,0.219999998807907,914.369323730469,1,2,61,0.140000000596046,0.219999998807907,376.718017578125,0.0911360010504723,25.8991889953613,7.30913734436035,27.11696434021,1.85576677322388,220,4434
"22",2209,0.25,0,0.0799999982118607,850.100891113281,1,2,85,0.170000001788139,0.25,397.288787841797,0.0690397247672081,30.6670780181885,8.16458034515381,30.9115517106775,2.14387198017068,345.205479452055,4435.11643835616
"23",2210,0.0599999986588955,0,0,840.345581054688,1,2,85,0.0599999986588955,0.0599999986588955,277.687591552734,0.0693354681134224,32.4174575805664,6.68389987945557,30.0068082258004,2.5744734580825,375.442176870748,4414.74149659864
