fid,field_1,collection_no,lat,lng,objectid,id,dir,length,linkid,country,juriscode,jurisname,roadnum,roadname,admin,surface,lanes,speedlim,class,nhs,border,shape_Leng,n,distance,feature_x,feature_y,nearest_x,nearest_y
"39","39","94373",29.25,-103.25,"32729","468517","0",32.700000000000003,02_3765329,"2",02_48,Texas,S118,,State,Paved,"2","88","5",0.000000000000000,"2",37521.626997980165470,"1",8005.2699975738,-678080.56397036,-1229207.21711691,-671238.526891853,-1225051.39272813
"40","40","200399",29.279,-103.561,"32724","468514","0",4.440000000000002,02_3763575,"2",02_48,Texas,S118,,State,Paved,"2","88","5",0.000000000000000,"0",5102.742871857310092,"1",4791.37381673144,-706841.532126299,-1223608.10450123,-703021.909466078,-1220715.39888448
"41","41","109657",29.229,-103.566,"32727","468511","0",30.090000000000000,02_3763743,"2",02_48,Texas,S118,,State,Paved,"2","88","5",0.000000000000000,"0",34542.947586770213093,"1",9549.65758916384,-707766.730177537,-1229306.72501121,-701229.867862033,-1222345.01608751
"42","42","189814",29.157,-103.156,"32729","468517","0",32.700000000000003,02_3765329,"2",02_48,Texas,S118,,State,Paved,"2","88","5",0.000000000000000,"2",37521.626997980165470,"1",11651.0281851637,-670112.727819382,-1240545.79407506,-663198.937754662,-1231167.84308817
"43","43","222809",29.225,-103.637,"32723","468512","0",28.030000000000001,02_3762536,"2",02_48,Texas,C170,,Municipal,Paved,"2","88","5",0.000000000000000,"0",32150.068507807794958,"1",9073.46186582526,-714431.208611783,-1229232.96105289,-718893.122859414,-1221332.38946107
"44","44","200396",29.288,-103.609,"32723","468512","0",28.030000000000001,02_3762536,"2",02_48,Texas,C170,,Municipal,Paved,"2","88","5",0.000000000000000,"0",32150.068507807794958,"1",2793.89918822525,-711236.157058994,-1222216.54144906,-711544.057262166,-1219439.66007981
"45","45","189811",29.133,-103.2,"32729","468517","0",32.700000000000003,02_3765329,"2",02_48,Texas,S118,,State,Paved,"2","88","5",0.000000000000000,"2",37521.626997980165470,"1",16305.6109561214,-674434.637458086,-1242986.86019845,-663711.21963804,-1230703.48692767
"46","46","200397",29.333,-103.483,"32727","468511","0",30.090000000000000,02_3763743,"2",02_48,Texas,S118,,State,Paved,"2","88","5",0.000000000000000,"0",34542.947586770213093,"1",2469.47237102101,-699074.789281938,-1217990.3875586,-698037.277498042,-1220231.33893905
"47","47","52463",29.252,-103.551,"32727","468511","0",30.090000000000000,02_3763743,"2",02_48,Texas,S118,,State,Paved,"2","88","5",0.000000000000000,"0",34542.947586770213093,"1",6627.26653911521,-706155.911905417,-1226780.17116669,-701250.276525464,-1222324.23094049
"48","48","189805",29.208,-103.037,"32729","468517","0",32.700000000000003,02_3765329,"2",02_48,Texas,S118,,State,Paved,"2","88","5",0.000000000000000,"2",37521.626997980165470,"1",127.065018776122,-658554.62381657,-1235528.26906243,-658447.244483579,-1235460.333815
"49","49","189792",29.447,-103.199,"32533","450964","0",44.280000000000001,02_3794254,"2",02_48,Texas,U385,,State,Paved,"2","88","5",0.000000000000000,"0",51042.389709317481902,"1",5721.83022497293,-671599.245103378,-1206957.18013576,-665922.203367686,-1207671.69973285
"50","50","222811",29.133,-103.2,"32729","468517","0",32.700000000000003,02_3765329,"2",02_48,Texas,S118,,State,Paved,"2","88","5",0.000000000000000,"2",37521.626997980165470,"1",16305.6109561214,-674434.637458086,-1242986.86019845,-663711.21963804,-1230703.48692767
"51","51","68007",29.301,-103.516,"32724","468514","0",4.440000000000002,02_3763575,"2",02_48,Texas,S118,,State,Paved,"2","88","5",0.000000000000000,"0",5102.742871857310092,"1",536.853321856718,-702442.993536192,-1221418.42249753,-702051.187104709,-1221051.40858848
"52","52","189807",29.297,-103.508,"32727","468511","0",30.090000000000000,02_3763743,"2",02_48,Texas,S118,,State,Paved,"2","88","5",0.000000000000000,"0",34542.947586770213093,"1",380.533562448752,-701733.306793972,-1221936.63515353,-701452.962784834,-1221679.31622944
"53","53","189803",29.133,-103.2,"32729","468517","0",32.700000000000003,02_3765329,"2",02_48,Texas,S118,,State,Paved,"2","88","5",0.000000000000000,"2",37521.626997980165470,"1",16305.6109561214,-674434.637458086,-1242986.86019845,-663711.21963804,-1230703.48692767
"54","54","189802",29.133,-103.2,"32729","468517","0",32.700000000000003,02_3765329,"2",02_48,Texas,S118,,State,Paved,"2","88","5",0.000000000000000,"2",37521.626997980165470,"1",16305.6109561214,-674434.637458086,-1242986.86019845,-663711.21963804,-1230703.48692767
"55","55","189809",29.141,-103.198,"32729","468517","0",32.700000000000003,02_3765329,"2",02_48,Texas,S118,,State,Paved,"2","88","5",0.000000000000000,"2",37521.626997980165470,"1",15460.2034069896,-674177.843318316,-1242083.42808481,-663802.364909396,-1230621.86897745
