fid,field_1,collection_no,lat,lng,objectid,id,dir,length,linkid,country,juriscode,jurisname,roadnum,roadname,admin,surface,lanes,speedlim,class,nhs,border,shape_Leng,n,distance,feature_x,feature_y,nearest_x,nearest_y
"259","259","47791",50.764,-111.375,"63256","29534","0",8.410000000000000,01_29534,"1",01_48,Alberta,"1",Highway 1,Provincial,Paved,"4","100","1",1.000000000000000,"0",13197.923511066590436,"1",37408.4331221633,-1025398.67755299,1353028.06584483,-1049371.92796001,1324310.9257787
"260","260","65925",50.751,-111.409,"63256","29534","0",8.410000000000000,01_29534,"1",01_48,Alberta,"1",Highway 1,Provincial,Paved,"4","100","1",1.000000000000000,"0",13197.923511066590436,"1",34938.9081715898,-1027892.74338293,1351893.10012264,-1050279.73411916,1325068.67189017
"261","261","58943",50.801,-111.615,"63257","29526","0",18.120000000000001,01_29526,"1",01_48,Alberta,"36",Highway 36,Provincial,Paved,"2","80","2",0.000000000000000,"0",28694.157322619819752,"1",21389.8285379536,-1040550.18204315,1359920.45146988,-1061829.53694467,1362091.58478181
"262","262","49237",50.746,-111.475,"63257","29526","0",18.120000000000001,01_29526,"1",01_48,Alberta,"36",Highway 36,Provincial,Paved,"2","80","2",0.000000000000000,"0",28694.157322619819752,"1",31125.7039829924,-1032351.54579329,1352032.17447183,-1061876.16570539,1361886.4257109
"263","263","46951",50.747,-111.505,"63257","29526","0",18.120000000000001,01_29526,"1",01_48,Alberta,"36",Highway 36,Provincial,Paved,"2","80","2",0.000000000000000,"0",28694.157322619819752,"1",29122.9315098669,-1034315.93411154,1352474.7959784,-1061876.16570539,1361886.4257109
"264","264","75476",50.757,-111.489,"63257","29526","0",18.120000000000001,01_29526,"1",01_48,Alberta,"36",Highway 36,Provincial,Paved,"2","80","2",0.000000000000000,"0",28694.157322619819752,"1",30015.9801422641,-1033067.52286713,1353456.42742002,-1061859.1878495,1361941.65525692
"265","265","59050",50.732,-111.52,"63257","29526","0",18.120000000000001,01_29526,"1",01_48,Alberta,"36",Highway 36,Provincial,Paved,"2","80","2",0.000000000000000,"0",28694.157322619819752,"1",28478.6496524473,-1035594.07885593,1350904.40073976,-1062054.34356784,1361434.73204522
"266","266","98677",50.748,-111.502,"63257","29526","0",18.120000000000001,01_29526,"1",01_48,Alberta,"36",Highway 36,Provincial,Paved,"2","80","2",0.000000000000000,"0",28694.157322619819752,"1",29302.271936916,-1034098.52016175,1352557.67720337,-1061876.16570539,1361886.4257109
"267","267","187581",50.562,-111.464,"63260","29490","0",45.340000000000003,01_29490,"1",01_48,Alberta,"1",Highway 1,Provincial,Paved,"4","100","1",1.000000000000000,"0",71005.866205162252299,"1",14509.3785150411,-1035126.48465847,1330633.49339537,-1046903.73263126,1322158.91405005
"268","268","45396",50.783,-111.5,"63257","29526","0",18.120000000000001,01_29526,"1",01_48,Alberta,"36",Highway 36,Provincial,Paved,"2","80","2",0.000000000000000,"0",28694.157322619819752,"1",29055.5664615698,-1033298.77114599,1356582.03160177,-1061837.3718607,1362038.60668591
"269","269","191251",50.746,-111.493,"63257","29526","0",18.120000000000001,01_29526,"1",01_48,Alberta,"36",Highway 36,Provincial,Paved,"2","80","2",0.000000000000000,"0",28694.157322619819752,"1",29935.3418379359,-1033541.63873668,1352228.3062038,-1061876.16570539,1361886.4257109
"270","270","184041",50.725,-111.563,"63257","29526","0",18.120000000000001,01_29526,"1",01_48,Alberta,"36",Highway 36,Provincial,Paved,"2","80","2",0.000000000000000,"0",28694.157322619819752,"1",25837.2163359364,-1038571.58417883,1350565.55802499,-1062581.84286385,1360108.57777077
"271","271","67873",50.844,-111.305,"63258","29525","0",12.859999999999999,01_29525,"1",01_48,Alberta,"36",Highway 36,Provincial,Paved,"2","80","2",0.000000000000000,"0",20426.334411487259786,"1",40417.7557877979,-1019264.33405817,1361523.15717261,-1057287.88879814,1375227.32689789
"272","272","191255",50.747,-111.517,"63257","29526","0",18.120000000000001,01_29526,"1",01_48,Alberta,"36",Highway 36,Provincial,Paved,"2","80","2",0.000000000000000,"0",28694.157322619819752,"1",28330.1394288539,-1035109.27750073,1352605.77401518,-1061876.16570539,1361886.4257109
"273","273","59143",50.769,-111.398,"63257","29526","0",18.120000000000001,01_29526,"1",01_48,Alberta,"36",Highway 36,Provincial,Paved,"2","80","2",0.000000000000000,"0",28694.157322619819752,"1",35954.9605228084,-1026824.36533115,1353855.15675946,-1061848.23405756,1361984.59743096
"274","274","59145",50.796,-111.397,"63257","29526","0",18.120000000000001,01_29526,"1",01_48,Alberta,"36",Highway 36,Provincial,Paved,"2","80","2",0.000000000000000,"0",28694.157322619819752,"1",35950.0589562978,-1026246.73425111,1356966.0710093,-1061829.53694467,1362091.58478181
"275","275","59146",50.761,-111.416,"63257","29526","0",18.120000000000001,01_29526,"1",01_48,Alberta,"36",Highway 36,Provincial,Paved,"2","80","2",0.000000000000000,"0",28694.157322619819752,"1",34827.6960854765,-1028165.87009418,1353125.26408698,-1061859.1878495,1361941.65525692
"276","276","59219",50.726,-111.558,"63257","29526","0",18.120000000000001,01_29526,"1",01_48,Alberta,"36",Highway 36,Provincial,Paved,"2","80","2",0.000000000000000,"0",28694.157322619819752,"1",26139.8213259798,-1038221.77390476,1350626.39459397,-1062513.2402863,1360281.18200689
"277","277","59220",50.75,-111.477,"63257","29526","0",18.120000000000001,01_29526,"1",01_48,Alberta,"36",Highway 36,Provincial,Paved,"2","80","2",0.000000000000000,"0",28694.157322619819752,"1",30922.3777721007,-1032407.60018975,1352516.41538375,-1061876.16570539,1361886.4257109
"278","278","59221",50.75,-111.477,"63257","29526","0",18.120000000000001,01_29526,"1",01_48,Alberta,"36",Highway 36,Provincial,Paved,"2","80","2",0.000000000000000,"0",28694.157322619819752,"1",30922.3777721007,-1032407.60018975,1352516.41538375,-1061876.16570539,1361886.4257109
"279","279","59222",50.741,-111.576,"63257","29526","0",18.120000000000001,01_29526,"1",01_48,Alberta,"36",Highway 36,Provincial,Paved,"2","80","2",0.000000000000000,"0",28694.157322619819752,"1",24587.0124089361,-1039124.63660062,1352557.63278177,-1061969.07848095,1361648.98330706
"280","280","59224",50.747,-111.483,"63257","29526","0",18.120000000000001,01_29526,"1",01_48,Alberta,"36",Highway 36,Provincial,Paved,"2","80","2",0.000000000000000,"0",28694.157322619819752,"1",30577.8736074714,-1032861.42819582,1352234.93040679,-1061876.16570539,1361886.4257109
"281","281","59225",50.818,-111.578,"63257","29526","0",18.120000000000001,01_29526,"1",01_48,Alberta,"36",Highway 36,Provincial,Paved,"2","80","2",0.000000000000000,"0",28694.157322619819752,"1",23738.2403976304,-1037781.03648861,1361479.5823157,-1060150.11619921,1369424.9161713
"282","282","49235",50.73,-111.556,"63257","29526","0",18.120000000000001,01_29526,"1",01_48,Alberta,"36",Highway 36,Provincial,Paved,"2","80","2",0.000000000000000,"0",28694.157322619819752,"1",26171.1310684554,-1038012.93994174,1351066.91307089,-1062329.22826063,1360744.0109724
"283","283","58948",50.785,-111.618,"63257","29526","0",18.120000000000001,01_29526,"1",01_48,Alberta,"36",Highway 36,Provincial,Paved,"2","80","2",0.000000000000000,"0",28694.157322619819752,"1",21150.8041811003,-1041055.71754351,1358104.22473342,-1061837.3718607,1362038.60668591
"284","284","58949",50.785,-111.624,"63257","29526","0",18.120000000000001,01_29526,"1",01_48,Alberta,"36",Highway 36,Provincial,Paved,"2","80","2",0.000000000000000,"0",28694.157322619819752,"1",20749.1466845779,-1041452.03499933,1358170.12776176,-1061837.3718607,1362038.60668591
"285","285","45731",50.745,-111.489,"63257","29526","0",18.120000000000001,01_29526,"1",01_48,Alberta,"36",Highway 36,Provincial,Paved,"2","80","2",0.000000000000000,"0",28694.157322619819752,"1",30219.0743611468,-1033296.23661742,1352069.08856832,-1061876.16570539,1361886.4257109
"286","286","156536",50.749,-111.472,"63257","29526","0",18.120000000000001,01_29526,"1",01_48,Alberta,"36",Highway 36,Provincial,Paved,"2","80","2",0.000000000000000,"0",28694.157322619819752,"1",31270.8592470315,-1032096.07657318,1352346.35604001,-1061876.16570539,1361886.4257109
"287","287","13339",50.742,-111.566,"63257","29526","0",18.120000000000001,01_29526,"1",01_48,Alberta,"36",Highway 36,Provincial,Paved,"2","80","2",0.000000000000000,"0",28694.157322619819752,"1",25216.9331288923,-1038444.35929399,1352563.65287591,-1061897.94218553,1361827.73221371
"288","288","58958",50.761,-111.422,"63257","29526","0",18.120000000000001,01_29526,"1",01_48,Alberta,"36",Highway 36,Provincial,Paved,"2","80","2",0.000000000000000,"0",28694.157322619819752,"1",34427.5262340259,-1028562.50270413,1353190.35130122,-1061859.1878495,1361941.65525692
"289","289","58959",50.768,-111.455,"63257","29526","0",18.120000000000001,01_29526,"1",01_48,Alberta,"36",Highway 36,Provincial,Paved,"2","80","2",0.000000000000000,"0",28694.157322619819752,"1",32154.9665479509,-1030610.78710398,1354358.07912168,-1061848.23405756,1361984.59743096
"290","290","51863",50.742,-111.56,"63257","29526","0",18.120000000000001,01_29526,"1",01_48,Alberta,"36",Highway 36,Provincial,Paved,"2","80","2",0.000000000000000,"0",28694.157322619819752,"1",25610.1482050648,-1038047.68699925,1352497.94022058,-1061897.94218553,1361827.73221371
"291","291","52472",50.824,-111.604,"63257","29526","0",18.120000000000001,01_29526,"1",01_48,Alberta,"36",Highway 36,Provincial,Paved,"2","80","2",0.000000000000000,"0",28694.157322619819752,"1",21901.9036170002,-1039382.2798767,1362457.84404377,-1060018.83530701,1369794.46193079
"292","292","47629",50.408,-110.291,"63205","29505","0",11.640000000000001,01_29505,"1",01_48,Alberta,"41",Highway 41,Provincial,Paved,"2","80","2",0.000000000000000,"0",18258.517987633706070,"1",11758.3514943733,-959940.672655149,1300454.75365041,-951744.179528351,1292024.07572467
"293","293","59011",50.733,-111.512,"63257","29526","0",18.120000000000001,01_29526,"1",01_48,Alberta,"36",Highway 36,Provincial,Paved,"2","80","2",0.000000000000000,"0",28694.157322619819752,"1",28977.4850001933,-1035045.95305082,1350932.64266182,-1061969.69884452,1361647.4244782
"294","294","54001",50.806,-111.624,"63257","29526","0",18.120000000000001,01_29526,"1",01_48,Alberta,"36",Highway 36,Provincial,Paved,"2","80","2",0.000000000000000,"0",28694.157322619819752,"1",20833.7543914007,-1041048.3773542,1360597.10713259,-1061824.86966565,1362140.70334706
"295","295","59020",50.745,-111.49,"63257","29526","0",18.120000000000001,01_29526,"1",01_48,Alberta,"36",Highway 36,Provincial,Paved,"2","80","2",0.000000000000000,"0",28694.157322619819752,"1",30153.00469766,-1033362.35347943,1352079.98881262,-1061876.16570539,1361886.4257109
"296","296","11895",50.724,-111.565,"63257","29526","0",18.120000000000001,01_29526,"1",01_48,Alberta,"36",Highway 36,Provincial,Paved,"2","80","2",0.000000000000000,"0",28694.157322619819752,"1",25731.1096547505,-1038723.00302564,1350471.86604603,-1062634.6578661,1359975.69510887
"297","297","59226",50.747,-111.487,"63257","29526","0",18.120000000000001,01_29526,"1",01_48,Alberta,"36",Highway 36,Provincial,Paved,"2","80","2",0.000000000000000,"0",28694.157322619819752,"1",30313.2046501402,-1033125.88795667,1352278.51722191,-1061876.16570539,1361886.4257109
"298","298","67882",51.436,-110.386,"63222","29831","0",18.170000000000002,01_29831,"1",01_48,Alberta,"9",Highway 9,Provincial,Paved,"2","80","2",1.000000000000000,"0",29059.289411329671566,"1",5726.76144650829,-948072.85852015,1420430.57423652,-948941.255026144,1414770.03679087
"299","299","59026",50.737,-111.51,"63257","29526","0",18.120000000000001,01_29526,"1",01_48,Alberta,"36",Highway 36,Provincial,Paved,"2","80","2",0.000000000000000,"0",28694.157322619819752,"1",29009.8541181294,-1034837.35137306,1351373.25657716,-1061897.94218553,1361827.73221371
"300","300","58951",50.733,-111.509,"63257","29526","0",18.120000000000001,01_29526,"1",01_48,Alberta,"36",Highway 36,Provincial,Paved,"2","80","2",0.000000000000000,"0",28694.157322619819752,"1",29173.9222446933,-1034847.56581009,1350899.89074265,-1061953.82663004,1361687.30764848
"301","301","58952",50.749,-111.466,"63257","29526","0",18.120000000000001,01_29526,"1",01_48,Alberta,"36",Highway 36,Provincial,Paved,"2","80","2",0.000000000000000,"0",28694.157322619819752,"1",31668.6137150881,-1031699.39053801,1352281.04518055,-1061876.16570539,1361886.4257109
"302","302","162141",52.081,-112.981,"253868","29903","0",9.730000000000000,01_29903,"1",01_48,Alberta,"21",Highway 21,Provincial,Paved,"3","80","2",0.000000000000000,"0",15842.083645247525055,"1",17102.3832348174,-1103972.94639695,1522849.25821003,-1120909.90226713,1525222.23907
"303","303","58955",50.821,-111.632,"63257","29526","0",18.120000000000001,01_29526,"1",01_48,Alberta,"36",Highway 36,Provincial,Paved,"2","80","2",0.000000000000000,"0",28694.157322619819752,"1",20119.1885806764,-1041288.13021996,1362418.43056914,-1060246.89571964,1369152.44570672
"304","304","58956",50.812,-111.631,"63257","29526","0",18.120000000000001,01_29526,"1",01_48,Alberta,"36",Highway 36,Provincial,Paved,"2","80","2",0.000000000000000,"0",28694.157322619819752,"1",20371.278995992,-1041395.18549895,1361367.38469053,-1060513.44351887,1368401.67344037
"305","305","36570",50.662,-111.477,"63256","29534","0",8.410000000000000,01_29534,"1",01_48,Alberta,"1",Highway 1,Provincial,Paved,"4","100","1",1.000000000000000,"0",13197.923511066590436,"1",23638.6318791888,-1034083.74798457,1342341.16178901,-1049232.60063682,1324194.61444687
"306","306","220506",50.778,-111.379,"63257","29526","0",18.120000000000001,01_29526,"1",01_48,Alberta,"36",Highway 36,Provincial,Paved,"2","80","2",0.000000000000000,"0",28694.157322619819752,"1",37172.7823792233,-1025398.16368271,1354690.12120144,-1061841.22419281,1362019.45203518
"307","307","232135",50.769,-111.399,"63257","29526","0",18.120000000000001,01_29526,"1",01_48,Alberta,"36",Highway 36,Provincial,Paved,"2","80","2",0.000000000000000,"0",28694.157322619819752,"1",35888.1253315659,-1026890.46335289,1353865.98873406,-1061848.23405756,1361984.59743096
"308","308","232136",50.808,-111.63,"63257","29526","0",18.120000000000001,01_29526,"1",01_48,Alberta,"36",Highway 36,Provincial,Paved,"2","80","2",0.000000000000000,"0",28694.157322619819752,"1",20456.8054361787,-1041406.08001378,1360894.14095148,-1061824.86966565,1362140.70334706
"309","309","65929",50.795,-111.575,"63257","29526","0",18.120000000000001,01_29526,"1",01_48,Alberta,"36",Highway 36,Provincial,Paved,"2","80","2",0.000000000000000,"0",28694.157322619819752,"1",24033.9041113085,-1038023.69711171,1358788.47462944,-1061829.53694467,1362091.58478181
"310","310","232138",50.816,-111.578,"63257","29526","0",18.120000000000001,01_29526,"1",01_48,Alberta,"36",Highway 36,Provincial,Paved,"2","80","2",0.000000000000000,"0",28694.157322619819752,"1",23779.4879302444,-1037819.36567674,1361248.43626912,-1060227.3138683,1369207.57592547
"311","311","65932",50.754,-111.471,"63257","29526","0",18.120000000000001,01_29526,"1",01_48,Alberta,"36",Highway 36,Provincial,Paved,"2","80","2",0.000000000000000,"0",28694.157322619819752,"1",31256.6356267112,-1031934.77501371,1352913.54431752,-1061859.1878495,1361941.65525692
"312","312","59102",50.74,-111.52,"63257","29526","0",18.120000000000001,01_29526,"1",01_48,Alberta,"36",Highway 36,Provincial,Paved,"2","80","2",0.000000000000000,"0",28694.157322619819752,"1",28282.9143607354,-1035441.29443675,1351829.28060189,-1061897.94218553,1361827.73221371
"313","313","55317",50.74,-111.515,"63257","29526","0",18.120000000000001,01_29526,"1",01_48,Alberta,"36",Highway 36,Provincial,Paved,"2","80","2",0.000000000000000,"0",28694.157322619819752,"1",28611.5448134559,-1035110.69575089,1351774.67670493,-1061897.94218553,1361827.73221371
"314","314","46952",50.74,-111.515,"63257","29526","0",18.120000000000001,01_29526,"1",01_48,Alberta,"36",Highway 36,Provincial,Paved,"2","80","2",0.000000000000000,"0",28694.157322619819752,"1",28611.5448134559,-1035110.69575089,1351774.67670493,-1061897.94218553,1361827.73221371
"315","315","46954",50.742,-111.489,"63257","29526","0",18.120000000000001,01_29526,"1",01_48,Alberta,"36",Highway 36,Provincial,Paved,"2","80","2",0.000000000000000,"0",28694.157322619819752,"1",30279.6593514171,-1033353.41620594,1351722.24687396,-1061876.16570539,1361886.4257109
"316","316","67872",50.756,-111.525,"63257","29526","0",18.120000000000001,01_29526,"1",01_48,Alberta,"36",Highway 36,Provincial,Paved,"2","80","2",0.000000000000000,"0",28694.157322619819752,"1",27639.705221187,-1035466.23367666,1353733.5860245,-1061876.16570539,1361886.4257109
"317","317","58760",50.739,-111.532,"63257","29526","0",18.120000000000001,01_29526,"1",01_48,Alberta,"36",Highway 36,Provincial,Paved,"2","80","2",0.000000000000000,"0",28694.157322619819752,"1",27518.7105153727,-1036253.83203626,1351844.79461594,-1061897.94218553,1361827.73221371
"318","318","155263",50.766,-111.368,"63256","29534","0",8.410000000000000,01_29534,"1",01_48,Alberta,"1",Highway 1,Provincial,Paved,"4","100","1",1.000000000000000,"0",13197.923511066590436,"1",37848.6468734165,-1024898.10475962,1353183.62972551,-1049153.4668086,1324128.55302588
"319","319","58900",50.737,-111.523,"63257","29526","0",18.120000000000001,01_29526,"1",01_48,Alberta,"36",Highway 36,Provincial,Paved,"2","80","2",0.000000000000000,"0",28694.157322619819752,"1",28157.4043315453,-1035696.95701494,1351515.22549705,-1061897.94218553,1361827.73221371
"320","320","58901",50.734,-111.512,"63257","29526","0",18.120000000000001,01_29526,"1",01_48,Alberta,"36",Highway 36,Provincial,Paved,"2","80","2",0.000000000000000,"0",28694.157322619819752,"1",28952.4714620304,-1035026.86462694,1351048.25502989,-1061927.36968243,1361753.78778259
"321","321","58902",50.737,-111.504,"63257","29526","0",18.120000000000001,01_29526,"1",01_48,Alberta,"36",Highway 36,Provincial,Paved,"2","80","2",0.000000000000000,"0",28694.157322619819752,"1",29403.6561100811,-1034440.60374299,1351307.77221891,-1061897.94218553,1361827.73221371
"322","322","219534",50.818,-111.608,"63257","29526","0",18.120000000000001,01_29526,"1",01_48,Alberta,"36",Highway 36,Provincial,Paved,"2","80","2",0.000000000000000,"0",28694.157322619819752,"1",21761.9639400292,-1039761.51403109,1361808.31181625,-1060268.30383014,1369092.17388693
"323","323","176228",50.742,-111.504,"63257","29526","0",18.120000000000001,01_29526,"1",01_48,Alberta,"36",Highway 36,Provincial,Paved,"2","80","2",0.000000000000000,"0",28694.157322619819752,"1",29291.0442527439,-1034345.21193922,1351885.83282143,-1061876.16570539,1361886.4257109
"324","324","67875",50.844,-111.305,"63258","29525","0",12.859999999999999,01_29525,"1",01_48,Alberta,"36",Highway 36,Provincial,Paved,"2","80","2",0.000000000000000,"0",20426.334411487259786,"1",40417.7557877979,-1019264.33405817,1361523.15717261,-1057287.88879814,1375227.32689789
"325","325","59228",50.822,-111.856,"63257","29526","0",18.120000000000001,01_29526,"1",01_48,Alberta,"36",Highway 36,Provincial,Paved,"2","80","2",0.000000000000000,"0",28694.157322619819752,"1",5552.75171727605,-1056051.44185551,1365011.87246085,-1061012.86073521,1367505.33878986
"326","326","67876",50.725,-111.486,"63256","29534","0",8.410000000000000,01_29534,"1",01_48,Alberta,"1",Highway 1,Provincial,Paved,"4","100","1",1.000000000000000,"0",13197.923511066590436,"1",29696.69117182,-1033479.01810207,1349724.04934411,-1052254.24828193,1326715.69872422
"327","327","67877",50.725,-111.468,"63256","29534","0",8.410000000000000,01_29534,"1",01_48,Alberta,"1",Highway 1,Provincial,Paved,"4","100","1",1.000000000000000,"0",13197.923511066590436,"1",30306.9935434349,-1032288.44966162,1349527.92954744,-1051700.11388085,1326253.45533466
"328","328","58954",50.733,-111.567,"63257","29526","0",18.120000000000001,01_29526,"1",01_48,Alberta,"36",Highway 36,Provincial,Paved,"2","80","2",0.000000000000000,"0",28694.157322619819752,"1",25375.894994609,-1038682.86855803,1351534.20710661,-1062260.28206089,1360917.25667977
"329","329","167660",50.74,-111.51,"63257","29526","0",18.120000000000001,01_29526,"1",01_48,Alberta,"36",Highway 36,Provincial,Paved,"2","80","2",0.000000000000000,"0",28694.157322619819752,"1",28940.319734266,-1034780.0941855,1351720.09024493,-1061897.94218553,1361827.73221371
"330","330","97762",50.753,-111.37,"63260","29490","0",45.340000000000003,01_29490,"1",01_48,Alberta,"1",Highway 1,Provincial,Paved,"4","100","1",1.000000000000000,"0",71005.866205162252299,"1",36468.6719803078,-1025276.19563463,1351702.02780455,-1048634.36174111,1323695.59796872
"331","331","59007",50.792,-111.606,"63257","29526","0",18.120000000000001,01_29526,"1",01_48,Alberta,"36",Highway 36,Provincial,Paved,"2","80","2",0.000000000000000,"0",28694.157322619819752,"1",21951.6823436143,-1040128.6686393,1358781.52790884,-1061837.3718607,1362038.60668591
"332","332","59008",50.571,-111.511,"63260","29490","0",45.340000000000003,01_29490,"1",01_48,Alberta,"1",Highway 1,Provincial,Paved,"4","100","1",1.000000000000000,"0",71005.866205162252299,"1",13311.6230080123,-1038072.61949375,1332188.44042597,-1047160.4362888,1322461.62732984
"333","333","47814",50.812,-111.578,"63257","29526","0",18.120000000000001,01_29526,"1",01_48,Alberta,"36",Highway 36,Provincial,Paved,"2","80","2",0.000000000000000,"0",28694.157322619819752,"1",23861.9836675646,-1037896.02467755,1360786.14040962,-1060381.71046434,1368772.89189245
"334","334","229975",50.682,-108.094,"64262","26073","0",26.230000000000000,01_26073,"1",01_47,Saskatchewan,"4",Highway 4,Provincial,Paved,"2","80","2",0.000000000000000,"0",41416.986306399805471,"1",5656.59945187168,-809154.001203034,1311768.22275888,-804511.776899721,1315000.38470975
"335","335","58953",50.761,-111.566,"63257","29526","0",18.120000000000001,01_29526,"1",01_48,Alberta,"36",Highway 36,Provincial,Paved,"2","80","2",0.000000000000000,"0",28694.157322619819752,"1",24839.5876704689,-1038080.44560088,1354759.97490251,-1061859.1878495,1361941.65525692
"336","336","67885",52.45,-109.167,"253419","26135","0",16.030000000000001,01_26135,"1",01_47,Saskatchewan,"14",Highway 14,Provincial,Paved,"2","80","2",0.000000000000000,"0",26238.548889953086473,"1",1305.8472971497,-851888.396001627,1526001.70319713,-852464.414901098,1524829.76489204
"337","337","118188",50.731,-111.566,"63257","29526","0",18.120000000000001,01_29526,"1",01_48,Alberta,"36",Highway 36,Provincial,Paved,"2","80","2",0.000000000000000,"0",28694.157322619819752,"1",25491.2793673953,-1038655.05464588,1351292.04685771,-1062339.67481355,1360717.7612232
"338","338","22640",50.815,-111.325,"63258","29525","0",12.859999999999999,01_29525,"1",01_48,Alberta,"36",Highway 36,Provincial,Paved,"2","80","2",0.000000000000000,"0",20426.334411487259786,"1",39881.0319463241,-1021131.46302328,1358385.35904607,-1057321.0415447,1375142.7787623
"339","339","155264",50.771,-111.524,"63257","29526","0",18.120000000000001,01_29526,"1",01_48,Alberta,"36",Highway 36,Provincial,Paved,"2","80","2",0.000000000000000,"0",28694.157322619819752,"1",27520.0625056108,-1035113.61145538,1355456.67321024,-1061848.23405756,1361984.59743096
"340","340","67894",50.755,-111.514,"63257","29526","0",18.120000000000001,01_29526,"1",01_48,Alberta,"36",Highway 36,Provincial,Paved,"2","80","2",0.000000000000000,"0",28694.157322619819752,"1",28385.7467303333,-1034758.22346988,1353497.87241786,-1061876.16570539,1361886.4257109
"341","341","59115",50.793,-111.627,"63257","29526","0",18.120000000000001,01_29526,"1",01_48,Alberta,"36",Highway 36,Provincial,Paved,"2","80","2",0.000000000000000,"0",28694.157322619819752,"1",20548.0379016047,-1041496.38585806,1359127.66364675,-1061829.53694467,1362091.58478181
"342","342","155220",51.439,-110.386,"63220","29846","0",26.270000000000000,01_29846,"1",01_48,Alberta,"41",Highway 41,Provincial,Paved,"2","80","2",0.000000000000000,"0",42225.209812089698971,"1",5812.83373673645,-948019.823201537,1420777.37162345,-953766.513793223,1421651.77616047
"343","343","59047",50.743,-111.572,"63257","29526","0",18.120000000000001,01_29526,"1",01_48,Alberta,"36",Highway 36,Provincial,Paved,"2","80","2",0.000000000000000,"0",28694.157322619819752,"1",24799.2241568814,-1038821.86629745,1352744.98811343,-1061897.94218553,1361827.73221371
"344","344","77259",48.026,-110.244,"176419","592763","0",1.860000000000000,02_9997721,"2",02_30,Montana,U87,,State,Paved,"2","112","3",7.000000000000000,"0",2779.932419910423960,"1",8487.52904468644,-998732.400745891,1023057.72289134,-1000596.54948959,1031338.00662716
"345","345","59119",50.75,-111.479,"63257","29526","0",18.120000000000001,01_29526,"1",01_48,Alberta,"36",Highway 36,Provincial,Paved,"2","80","2",0.000000000000000,"0",28694.157322619819752,"1",30789.7757073024,-1032539.82436159,1352538.19782184,-1061876.16570539,1361886.4257109
"346","346","94765",50.742,-111.518,"63257","29526","0",18.120000000000001,01_29526,"1",01_48,Alberta,"36",Highway 36,Provincial,Paved,"2","80","2",0.000000000000000,"0",28694.157322619819752,"1",28369.3609841881,-1035270.86459294,1352038.65462466,-1061876.16570539,1361886.4257109
"347","347","143007",50.71,-111.548,"63256","29534","0",8.410000000000000,01_29534,"1",01_48,Alberta,"1",Highway 1,Provincial,Paved,"4","100","1",1.000000000000000,"0",13197.923511066590436,"1",26137.8939218218,-1037866.57665734,1348667.1525287,-1054120.18301949,1328197.42417455
"348","348","155265",50.753,-111.419,"63257","29526","0",18.120000000000001,01_29526,"1",01_48,Alberta,"36",Highway 36,Provincial,Paved,"2","80","2",0.000000000000000,"0",28694.157322619819752,"1",34727.9610193103,-1028515.97731275,1352232.8145609,-1061859.1878495,1361941.65525692
"349","349","155266",50.749,-111.407,"63256","29534","0",8.410000000000000,01_29534,"1",01_48,Alberta,"1",Highway 1,Provincial,Paved,"4","100","1",1.000000000000000,"0",13197.923511066590436,"1",34805.1465165905,-1027798.42464253,1351640.15907616,-1050099.70803734,1324918.42666627
"350","350","64149",50.757,-111.466,"63257","29526","0",18.120000000000001,01_29526,"1",01_48,Alberta,"36",Highway 36,Provincial,Paved,"2","80","2",0.000000000000000,"0",28694.157322619819752,"1",31545.7200074843,-1031547.13992332,1353205.96974794,-1061859.1878495,1361941.65525692
"351","351","64319",51.95,-112.935,"63238","29870","0",12.940000000000000,01_29870,"1",01_48,Alberta,"56",Highway 56,Provincial,Paved,"2","80","2",0.000000000000000,"0",20984.624262560530042,"1",14150.1374669374,-1103731.51226782,1507266.0658696,-1089779.68849462,1504905.34484951
"352","352","58905",50.747,-111.445,"63257","29526","0",18.120000000000001,01_29526,"1",01_48,Alberta,"36",Highway 36,Provincial,Paved,"2","80","2",0.000000000000000,"0",28694.157322619819752,"1",33094.8431035592,-1030348.96881938,1351821.4122206,-1061876.16570539,1361886.4257109
"353","353","58906",50.747,-111.444,"63257","29526","0",18.120000000000001,01_29526,"1",01_48,Alberta,"36",Highway 36,Provincial,Paved,"2","80","2",0.000000000000000,"0",28694.157322619819752,"1",33161.1375398769,-1030282.8492299,1351810.5437635,-1061876.16570539,1361886.4257109
"354","354","176227",50.743,-111.505,"63257","29526","0",18.120000000000001,01_29526,"1",01_48,Alberta,"36",Highway 36,Provincial,Paved,"2","80","2",0.000000000000000,"0",28694.157322619819752,"1",29203.8151729959,-1034392.25130739,1352012.35512063,-1061876.16570539,1361886.4257109
"355","355","191260",50.4,-111.1,"63260","29490","0",45.340000000000003,01_29490,"1",01_48,Alberta,"1",Highway 1,Provincial,Paved,"4","100","1",1.000000000000000,"0",71005.866205162252299,"1",18589.0273237206,-1013982.93514709,1307950.42617318,-1029136.53721967,1297183.79805348
"356","356","191261",50.4,-111.1,"63260","29490","0",45.340000000000003,01_29490,"1",01_48,Alberta,"1",Highway 1,Provincial,Paved,"4","100","1",1.000000000000000,"0",71005.866205162252299,"1",18589.0273237206,-1013982.93514709,1307950.42617318,-1029136.53721967,1297183.79805348
