"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.csv?datainfo&rowcount&base_name=Tetrapoda&pres=regular&interval=Campanian,Maastrichtian&cc=NOA,^MX&envtype=terr&pgm=gplates,scotese,seton&show=full,strat,lith,env,timebins,ref"
"Access Time","Wed 2024-06-12 16:18:28 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","Tetrapoda"
"","pgm","gplates,scotese,seton"
"","cc","NOA,^MX"
"","envtype","terr"
"","interval","Campanian,Maastrichtian"
"","timerule","major"
"","taxon_status","all"
"","pres","regular"
"","show","full,strat,lith,env,timebins,ref"
"Elapsed Time","1.91"
"Records Found","9657"
"Records Returned","9657"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_attr","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","ref_author","ref_pubyr","reference_no","phylum","class","order","family","genus","plant_organ","plant_organ2","abund_value","abund_unit","lng","lat","occurrence_comments","collection_name","collection_subset","collection_aka","cc","state","county","latlng_basis","latlng_precision","geogscale","geogcomments","paleomodel","geoplate","paleoage","paleolng","paleolat","paleomodel2","geoplate2","paleoage2","paleolng2","paleolat2","paleomodel3","geoplate3","paleoage3","paleolng3","paleolat3","cc","protected","formation","stratgroup","member","stratscale","zone","localsection","localbed","localbedunit","localorder","regionalsection","regionalbed","regionalbedunit","regionalorder","stratcomments","lithdescript","lithology1","lithadj1","lithification1","minor_lithology1","fossilsfrom1","lithology2","lithadj2","lithification2","minor_lithology2","fossilsfrom2","environment","tectonic_setting","geology_comments","assembl_comps","articulated_parts","associated_parts","common_body_parts","rare_body_parts","feed_pred_traces","artifacts","component_comments","pres_mode","preservation_quality","spatial_resolution","temporal_resolution","lagerstatten","concentration","orientation","abund_in_sediment","sorting","fragmentation","bioerosion","encrustation","preservation_comments","collection_type","collection_methods","museum","collection_coverage","collection_size","rock_censused","collectors","collection_dates","collection_comments","taxonomy_comments","taxon_environment","environment_basis","motility","life_habit","vision","diet","reproduction","ontogeny","ecospace_comments","composition","architecture","thickness","reinforcement","formation","stratgroup","member","lithdescript","lithology1","lithadj1","lithification1","minor_lithology1","fossilsfrom1","lithology2","lithadj2","lithification2","minor_lithology2","fossilsfrom2","time_bins","primary_reference"
"1093505","occ","","","137723","Crocodylia indet.","unranked clade","96626","","Crocodylia","","unranked clade","36582","Lancian","","72.1","66","Holroyd and Hutchison","2002","42536","Chordata","Reptilia","Crocodylia","","","","","1","specimens","-103.502220","46.413055","UCMP 177878","All Around, UCMP loc. V.86098","","UCMP V-86098","US","North Dakota","Slope County","based on political unit","seconds","small collection","","gplates","101","mid","-62.27","56.31","scotese","101","mid","-77.01","52.81","seton","101","mid","-76.30","51.55","US","FED","Hell Creek","","","","","","","","","","","","","","CARBONACEOUS SHALE WITH IRONSTONE AT BASE","""shale""","ferruginous","","carbonaceous","Y","","","","","","terrestrial indet.","","","macrofossils","","","","","","","","body","","","","","","","","","","","","","general faunal/floral","surface (float),surface (in situ),survey of museum collection","UCMP","","","","","","","","marine","","actively mobile","","","carnivore","","","","phosphatic","","","","Hell Creek","","","CARBONACEOUS SHALE WITH IRONSTONE AT BASE","""shale""","ferruginous","","carbonaceous","Y","","","","","","Maastrichtian","P. A. Holroyd and J. H. Hutchison. 2002. Patterns of geographic variation in latest Cretaceous vertebrates: evidence from the turtle component. Geological Society of America Special Paper 361:177-190"
"1093506","occ","","","137723","Adocus sp.","genus","37652","","Adocus","","genus","37652","Lancian","","72.1","66","Holroyd and Hutchison","2002","42536","Chordata","Reptilia","Testudines","Adocidae","Adocus","","","1","specimens","-103.502220","46.413055","UCMP 177877","All Around, UCMP loc. V.86098","","UCMP V-86098","US","North Dakota","Slope County","based on political unit","seconds","small collection","","gplates","101","mid","-62.27","56.31","scotese","101","mid","-77.01","52.81","seton","101","mid","-76.30","51.55","US","FED","Hell Creek","","","","","","","","","","","","","","CARBONACEOUS SHALE WITH IRONSTONE AT BASE","""shale""","ferruginous","","carbonaceous","Y","","","","","","terrestrial indet.","","","macrofossils","","","","","","","","body","","","","","","","","","","","","","general faunal/floral","surface (float),surface (in situ),survey of museum collection","UCMP","","","","","","","","freshwater","","actively mobile","aquatic","","omnivore","oviparous","","","phosphatic","","","","Hell Creek","","","CARBONACEOUS SHALE WITH IRONSTONE AT BASE","""shale""","ferruginous","","carbonaceous","Y","","","","","","Maastrichtian","P. A. Holroyd and J. H. Hutchison. 2002. Patterns of geographic variation in latest Cretaceous vertebrates: evidence from the turtle component. Geological Society of America Special Paper 361:177-190"
"1093507","occ","","","137723","Aspiderites sp.","genus","253352","misspelling of, obsolete variant of","Aspideretes","","genus","37675","Lancian","","72.1","66","Holroyd and Hutchison","2002","42536","Chordata","Reptilia","Testudines","Trionychidae","Aspideretes","","","1","specimens","-103.502220","46.413055","UCMP 177876","All Around, UCMP loc. V.86098","","UCMP V-86098","US","North Dakota","Slope County","based on political unit","seconds","small collection","","gplates","101","mid","-62.27","56.31","scotese","101","mid","-77.01","52.81","seton","101","mid","-76.30","51.55","US","FED","Hell Creek","","","","","","","","","","","","","","CARBONACEOUS SHALE WITH IRONSTONE AT BASE","""shale""","ferruginous","","carbonaceous","Y","","","","","","terrestrial indet.","","","macrofossils","","","","","","","","body","","","","","","","","","","","","","general faunal/floral","surface (float),surface (in situ),survey of museum collection","UCMP","","","","","","","","freshwater","","actively mobile","aquatic","","carnivore","oviparous","","length about 540 mm (shell only) or 730 mm (including flesh), estimated from text figure","phosphatic","","","","Hell Creek","","","CARBONACEOUS SHALE WITH IRONSTONE AT BASE","""shale""","ferruginous","","carbonaceous","Y","","","","","","Maastrichtian","P. A. Holroyd and J. H. Hutchison. 2002. Patterns of geographic variation in latest Cretaceous vertebrates: evidence from the turtle component. Geological Society of America Special Paper 361:177-190"
"1093511","occ","","","137724","Caudata indet.","unranked clade","110708","","Caudata","","unranked clade","53229","Lancian","","72.1","66","Holroyd and Hutchison","2002","42536","Chordata","Amphibia","Caudata","","","","","1","specimens","-103.502220","46.413055","UCMP 177853","Cut Butte, UCMP loc. V.86099","","UCMP V-86099","US","North Dakota","Slope County","based on political unit","seconds","small collection","","gplates","101","mid","-62.27","56.31","scotese","101","mid","-77.01","52.81","seton","101","mid","-76.30","51.55","US","FED","Hell Creek","","","","","","","","","","","","","","channel sandstone ","sandstone","","","","Y","","","","","","fluvial indet.","","","macrofossils","","","","","","","","body","","","","","","","","","","","","","general faunal/floral","surface (float),surface (in situ),survey of museum collection","UCMP","","","","","","","","brackish,freshwater,terrestrial","","actively mobile","amphibious","","carnivore","dispersal=water","","","phosphatic","","","","Hell Creek","","","channel sandstone ","sandstone","","","","Y","","","","","","Maastrichtian","P. A. Holroyd and J. H. Hutchison. 2002. Patterns of geographic variation in latest Cretaceous vertebrates: evidence from the turtle component. Geological Society of America Special Paper 361:177-190"
"1093512","occ","","","137724","Champsosaurus sp.","genus","37786","","Champsosaurus","","genus","37786","Lancian","","72.1","66","Holroyd and Hutchison","2002","42536","Chordata","Reptilia","Choristodera","NO_FAMILY_SPECIFIED","Champsosaurus","","","2","specimens","-103.502220","46.413055","UCMP 172374, 177870","Cut Butte, UCMP loc. V.86099","","UCMP V-86099","US","North Dakota","Slope County","based on political unit","seconds","small collection","","gplates","101","mid","-62.27","56.31","scotese","101","mid","-77.01","52.81","seton","101","mid","-76.30","51.55","US","FED","Hell Creek","","","","","","","","","","","","","","channel sandstone ","sandstone","","","","Y","","","","","","fluvial indet.","","","macrofossils","","","","","","","","body","","","","","","","","","","","","","general faunal/floral","surface (float),surface (in situ),survey of museum collection","UCMP","","","","","","","","freshwater","","actively mobile","aquatic","","piscivore","","","","phosphatic","","","","Hell Creek","","","channel sandstone ","sandstone","","","","Y","","","","","","Maastrichtian","P. A. Holroyd and J. H. Hutchison. 2002. Patterns of geographic variation in latest Cretaceous vertebrates: evidence from the turtle component. Geological Society of America Special Paper 361:177-190"
"1093513","occ","","","137724","Brachychampsa montana","species","53186","","Brachychampsa montana","","species","53186","Lancian","","72.1","66","Holroyd and Hutchison","2002","42536","Chordata","Reptilia","Crocodylia","Alligatoridae","Brachychampsa","","","1","specimens","-103.502220","46.413055","UCMP 177871","Cut Butte, UCMP loc. V.86099","","UCMP V-86099","US","North Dakota","Slope County","based on political unit","seconds","small collection","","gplates","101","mid","-62.27","56.31","scotese","101","mid","-77.01","52.81","seton","101","mid","-76.30","51.55","US","FED","Hell Creek","","","","","","","","","","","","","","channel sandstone ","sandstone","","","","Y","","","","","","fluvial indet.","","","macrofossils","","","","","","","","body","","","","","","","","","","","","","general faunal/floral","surface (float),surface (in situ),survey of museum collection","UCMP","","","","","","","","freshwater","","actively mobile","amphibious","","carnivore","","","","phosphatic","","","","Hell Creek","","","channel sandstone ","sandstone","","","","Y","","","","","","Maastrichtian","P. A. Holroyd and J. H. Hutchison. 2002. Patterns of geographic variation in latest Cretaceous vertebrates: evidence from the turtle component. Geological Society of America Special Paper 361:177-190"
"1093514","occ","","","137724","Crocodylia indet.","unranked clade","96626","","Crocodylia","","unranked clade","36582","Lancian","","72.1","66","Holroyd and Hutchison","2002","42536","Chordata","Reptilia","Crocodylia","","","","","1","specimens","-103.502220","46.413055","UCMP 172372","Cut Butte, UCMP loc. V.86099","","UCMP V-86099","US","North Dakota","Slope County","based on political unit","seconds","small collection","","gplates","101","mid","-62.27","56.31","scotese","101","mid","-77.01","52.81","seton","101","mid","-76.30","51.55","US","FED","Hell Creek","","","","","","","","","","","","","","channel sandstone ","sandstone","","","","Y","","","","","","fluvial indet.","","","macrofossils","","","","","","","","body","","","","","","","","","","","","","general faunal/floral","surface (float),surface (in situ),survey of museum collection","UCMP","","","","","","","","marine","","actively mobile","","","carnivore","","","","phosphatic","","","","Hell Creek","","","channel sandstone ","sandstone","","","","Y","","","","","","Maastrichtian","P. A. Holroyd and J. H. Hutchison. 2002. Patterns of geographic variation in latest Cretaceous vertebrates: evidence from the turtle component. Geological Society of America Special Paper 361:177-190"
"1093515","occ","","","137724","Adocus sp.","genus","37652","","Adocus","","genus","37652","Lancian","","72.1","66","Holroyd and Hutchison","2002","42536","Chordata","Reptilia","Testudines","Adocidae","Adocus","","","1","specimens","-103.502220","46.413055","UCMP 177856","Cut Butte, UCMP loc. V.86099","","UCMP V-86099","US","North Dakota","Slope County","based on political unit","seconds","small collection","","gplates","101","mid","-62.27","56.31","scotese","101","mid","-77.01","52.81","seton","101","mid","-76.30","51.55","US","FED","Hell Creek","","","","","","","","","","","","","","channel sandstone ","sandstone","","","","Y","","","","","","fluvial indet.","","","macrofossils","","","","","","","","body","","","","","","","","","","","","","general faunal/floral","surface (float),surface (in situ),survey of museum collection","UCMP","","","","","","","","freshwater","","actively mobile","aquatic","","omnivore","oviparous","","","phosphatic","","","","Hell Creek","","","channel sandstone ","sandstone","","","","Y","","","","","","Maastrichtian","P. A. Holroyd and J. H. Hutchison. 2002. Patterns of geographic variation in latest Cretaceous vertebrates: evidence from the turtle component. Geological Society of America Special Paper 361:177-190"
"1093516","occ","","","137724","Neurankylus sp.","genus","37639","","Neurankylus","","genus","37639","Lancian","","72.1","66","Holroyd and Hutchison","2002","42536","Chordata","Reptilia","Testudinata","Baenidae","Neurankylus","","","1","specimens","-103.502220","46.413055","UCMP 177864","Cut Butte, UCMP loc. V.86099","","UCMP V-86099","US","North Dakota","Slope County","based on political unit","seconds","small collection","","gplates","101","mid","-62.27","56.31","scotese","101","mid","-77.01","52.81","seton","101","mid","-76.30","51.55","US","FED","Hell Creek","","","","","","","","","","","","","","channel sandstone ","sandstone","","","","Y","","","","","","fluvial indet.","","","macrofossils","","","","","","","","body","","","","","","","","","","","","","general faunal/floral","surface (float),surface (in situ),survey of museum collection","UCMP","","","","","","","","terrestrial","","actively mobile","","","","","","","phosphatic","","","","Hell Creek","","","channel sandstone ","sandstone","","","","Y","","","","","","Maastrichtian","P. A. Holroyd and J. H. Hutchison. 2002. Patterns of geographic variation in latest Cretaceous vertebrates: evidence from the turtle component. Geological Society of America Special Paper 361:177-190"
"1093517","occ","","","137724","Basilemys sp.","genus","37655","","Basilemys","","genus","37655","Lancian","","72.1","66","Holroyd and Hutchison","2002","42536","Chordata","Reptilia","Testudines","Nanhsiungchelyidae","Basilemys","","","2","specimens","-103.502220","46.413055","UCMP 172373, 177854","Cut Butte, UCMP loc. V.86099","","UCMP V-86099","US","North Dakota","Slope County","based on political unit","seconds","small collection","","gplates","101","mid","-62.27","56.31","scotese","101","mid","-77.01","52.81","seton","101","mid","-76.30","51.55","US","FED","Hell Creek","","","","","","","","","","","","","","channel sandstone ","sandstone","","","","Y","","","","","","fluvial indet.","","","macrofossils","","","","","","","","body","","","","","","","","","","","","","general faunal/floral","surface (float),surface (in situ),survey of museum collection","UCMP","","","","","","","","freshwater","","actively mobile","aquatic","","omnivore","oviparous","","","phosphatic","","","","Hell Creek","","","channel sandstone ","sandstone","","","","Y","","","","","","Maastrichtian","P. A. Holroyd and J. H. Hutchison. 2002. Patterns of geographic variation in latest Cretaceous vertebrates: evidence from the turtle component. Geological Society of America Special Paper 361:177-190"
"1093518","occ","","","137724","Compsemys victa","species","63644","","Compsemys victa","","species","63644","Lancian","","72.1","66","Holroyd and Hutchison","2002","42536","Chordata","Reptilia","Testudinata","NO_FAMILY_SPECIFIED","Compsemys","","","1","specimens","-103.502220","46.413055","UCMP 177855","Cut Butte, UCMP loc. V.86099","","UCMP V-86099","US","North Dakota","Slope County","based on political unit","seconds","small collection","","gplates","101","mid","-62.27","56.31","scotese","101","mid","-77.01","52.81","seton","101","mid","-76.30","51.55","US","FED","Hell Creek","","","","","","","","","","","","","","channel sandstone ","sandstone","","","","Y","","","","","","fluvial indet.","","","macrofossils","","","","","","","","body","","","","","","","","","","","","","general faunal/floral","surface (float),surface (in situ),survey of museum collection","UCMP","","","","","","","","terrestrial","","actively mobile","","","","","","","phosphatic","","","","Hell Creek","","","channel sandstone ","sandstone","","","","Y","","","","","","Maastrichtian","P. A. Holroyd and J. H. Hutchison. 2002. Patterns of geographic variation in latest Cretaceous vertebrates: evidence from the turtle component. Geological Society of America Special Paper 361:177-190"
"1093519","occ","","","137724","Chelydridae indet.","family","37704","","Chelydridae","","family","37704","Lancian","","72.1","66","Holroyd and Hutchison","2002","42536","Chordata","Reptilia","Testudines","Chelydridae","","","","6","specimens","-103.502220","46.413055","UCMP 177857–177860, 177862–177863","Cut Butte, UCMP loc. V.86099","","UCMP V-86099","US","North Dakota","Slope County","based on political unit","seconds","small collection","","gplates","101","mid","-62.27","56.31","scotese","101","mid","-77.01","52.81","seton","101","mid","-76.30","51.55","US","FED","Hell Creek","","","","","","","","","","","","","","channel sandstone ","sandstone","","","","Y","","","","","","fluvial indet.","","","macrofossils","","","","","","","","body","","","","","","","","","","","","","general faunal/floral","surface (float),surface (in situ),survey of museum collection","UCMP","","","","","","","","freshwater","","actively mobile","aquatic, solitary","","piscivore","oviparous","","Oops, my bad on the length units.  JJH.  \r\n\r\ncarapace length incorrectly entered as 0.1 < 1.0 mm; revised assuming this means meters\r\nlife habit and diet based on Uetz 2005; originally entered from some other source as amphibious and carnivore-piscivore","phosphatic","","","","Hell Creek","","","channel sandstone ","sandstone","","","","Y","","","","","","Maastrichtian","P. A. Holroyd and J. H. Hutchison. 2002. Patterns of geographic variation in latest Cretaceous vertebrates: evidence from the turtle component. Geological Society of America Special Paper 361:177-190"
