Species,Longitude,Latitude
Hadrosauridae,-77.02773759,51.20620397
Hadrosauridae,-77.02773759,51.20620397
Hadrosauridae,-78.60026346,53.37557407
Hadrosauridae,-74.70543632,50.40944854
Hadrosauridae,-77.72564121,53.51091485
Hadrosauridae,-79.32109465,53.31951377
Hadrosauridae,-79.87693178,53.30146551
Hadrosauridae,-79.41263193,53.26838778
Hadrosauridae,-79.66668932,53.33375329
Hadrosauridae,-73.42661624,50.77308314
Hadrosauridae,-78.73405508,53.34527137
Hadrosauridae,-79.66668932,53.33375329
Hadrosauridae,-76.83597005,50.27176599
Hadrosauridae,-79.94866023,52.1141344
Hadrosauridae,-76.89005902,51.54327442
Hadrosauridae,-79.54778545,53.32985101
Hadrosauridae,-79.54778545,53.32985101
Hadrosauridae,-78.7031543,50.89800908
Hadrosauridae,-76.8985473,51.72996555
Hadrosauridae,-76.8985473,51.72996555
Hadrosauridae,-80.01143284,53.4453524
Hadrosauridae,-79.81529477,53.30148564
Hadrosauridae,-76.72533617,51.74105432
Hadrosauridae,-80.63199423,52.07942262
Hadrosauridae,-78.62595626,53.35497396
Hadrosauridae,-79.18101051,53.29789625
Hadrosauridae,-78.3590326,51.12916608
Hadrosauridae,-81.42897113,34.90335432
Hadrosauridae,-81.42897113,34.90335432
Hadrosauridae,-27.86539974,71.91052036
Hadrosauridae,-78.46342353,48.71587235
Hadrosauridae,-83.69110324,47.74137853
Hadrosauridae,-78.68333254,48.63064919
Hadrosauridae,-78.73084624,48.60387579
Hadrosauridae,-78.71175573,48.44666629
Hadrosauridae,-78.66572935,48.67924219
Hadrosauridae,-78.71175573,48.44666629
Hadrosauridae,-78.79459507,48.83867862
Hadrosauridae,-78.6764123,48.49248436
Hadrosauridae,-88.29787768,44.33176361
Hadrosauridae,-88.29787768,44.33176361
Hadrosauridae,-78.81809922,48.58301234
Hadrosauridae,-78.68197173,48.7623235
Hadrosauridae,-78.76172507,47.3324444
Hadrosauridae,-78.76172507,47.3324444
Hadrosauridae,-79.00506265,47.19306685
Hadrosauridae,-78.56970943,48.78346576
Hadrosauridae,-79.095067,48.67774343
Hadrosauridae,-78.71523487,48.72427137
Hadrosauridae,-83.39613514,50.28740507
Hadrosauridae,-77.00805338,51.19178705
Hadrosauridae,-78.62559648,48.78395906
Hadrosauridae,-74.16577326,50.54736475
Hadrosauridae,-78.65828301,48.94088421
Hadrosauridae,-78.65828301,48.94088421
Hadrosauridae,-82.64199755,51.14791293
Hadrosauridae,-74.49661409,50.51708914
Hadrosauridae,-78.76032933,48.57428834
Hadrosauridae,-78.74348828,48.72584627
Hadrosauridae,-78.77924584,48.73148082
Hadrosauridae,-78.6481135,48.72787082
Hadrosauridae,-78.74865552,48.60668384
Hadrosauridae,-78.72555808,48.72302
Hadrosauridae,-79.83449948,48.58840342
Hadrosauridae,-74.39839784,50.50534616
Hadrosauridae,-78.39638035,50.56170864
Hadrosauridae,-77.47081497,50.80537803
Hadrosauridae,-77.29900971,50.61777903
Hadrosauridae,-78.62559648,48.78395906
Hadrosauridae,-78.65172437,50.85500948
Hadrosauridae,-76.61982763,50.61525183
Hadrosauridae,-76.71822428,50.72062829
Hadrosauridae,-76.81667475,50.82605169
Hadrosauridae,-76.99176963,50.65256189
Hadrosauridae,-76.97534917,50.63497996
Hadrosauridae,-77.0207119,50.58252288
Hadrosauridae,-81.79717317,47.67951125
Hadrosauridae,-81.89712509,50.59666949
Hadrosauridae,-78.46141022,48.86137888
Hadrosauridae,-78.62559648,48.78395906
Hadrosauridae,-78.6629628,48.62772207
Hadrosauridae,-80.20885043,48.56039184
Hadrosauridae,-77.10260058,50.72512448
Hadrosauridae,-78.73777033,48.71390072
Hadrosauridae,-79.81592413,48.19290376
Hadrosauridae,-79.81592413,48.19290376
Hadrosauridae,-79.81592413,48.19290376
Hadrosauridae,-79.69419934,46.45375684
Hadrosauridae,-82.14266952,46.1940946
Hadrosauridae,-82.14266952,46.1940946
Hadrosauridae,-79.34067698,45.32031836
Hadrosauridae,-80.49503016,45.60228519
