"","collection_no","collection_name","accepted_name","identified_rank","family","genus","formation","member","cells.1","Maas_out_1","DEM_1","LANDCVI_selected_1","MGVF_1","SLOPE_1","WC_Prec_1","WC_Temp_1","cells.2","MaasPrecip_1","MaasTemp_1"
"681",14508,"Baldy Butte SW-Blazing Saddle","Squamata","order","","","Hell Creek","",2123,0.970000028610229,977.513122558594,5560.87255859375,91.0000076293945,0.0626242533326149,26.6575908660889,6.96822738647461,11275,1.32623690660694e-05,276.980163574219
"682",14508,"Baldy Butte SW-Blazing Saddle","Chamops segnis","species","Chamopsiidae","Chamops","Hell Creek","",2123,0.970000028610229,977.513122558594,5560.87255859375,91.0000076293945,0.0626242533326149,26.6575908660889,6.96822738647461,11275,1.32623690660694e-05,276.980163574219
"683",14508,"Baldy Butte SW-Blazing Saddle","Helopanoplia distincta","species","Plastomenidae","Helopanoplia","Hell Creek","",2123,0.970000028610229,977.513122558594,5560.87255859375,91.0000076293945,0.0626242533326149,26.6575908660889,6.96822738647461,11275,1.32623690660694e-05,276.980163574219
"684",14508,"Baldy Butte SW-Blazing Saddle","Compsemys victa","species","NO_FAMILY_SPECIFIED","Compsemys","Hell Creek","",2123,0.970000028610229,977.513122558594,5560.87255859375,91.0000076293945,0.0626242533326149,26.6575908660889,6.96822738647461,11275,1.32623690660694e-05,276.980163574219
"685",14508,"Baldy Butte SW-Blazing Saddle","Chelydridae","unranked clade","Chelydridae","NO_GENUS_SPECIFIED","Hell Creek","",2123,0.970000028610229,977.513122558594,5560.87255859375,91.0000076293945,0.0626242533326149,26.6575908660889,6.96822738647461,11275,1.32623690660694e-05,276.980163574219
"686",14508,"Baldy Butte SW-Blazing Saddle","Anguidae","family","Anguidae","","Hell Creek","",2123,0.970000028610229,977.513122558594,5560.87255859375,91.0000076293945,0.0626242533326149,26.6575908660889,6.96822738647461,11275,1.32623690660694e-05,276.980163574219
"687",14508,"Baldy Butte SW-Blazing Saddle","Lisserpeton","species","Scapherpetontidae","Lisserpeton","Hell Creek","",2123,0.970000028610229,977.513122558594,5560.87255859375,91.0000076293945,0.0626242533326149,26.6575908660889,6.96822738647461,11275,1.32623690660694e-05,276.980163574219
"688",14508,"Baldy Butte SW-Blazing Saddle","Testudines","order","","","Hell Creek","",2123,0.970000028610229,977.513122558594,5560.87255859375,91.0000076293945,0.0626242533326149,26.6575908660889,6.96822738647461,11275,1.32623690660694e-05,276.980163574219
"689",14508,"Baldy Butte SW-Blazing Saddle","Crocodylia","unranked clade","NO_FAMILY_SPECIFIED","NO_GENUS_SPECIFIED","Hell Creek","",2123,0.970000028610229,977.513122558594,5560.87255859375,91.0000076293945,0.0626242533326149,26.6575908660889,6.96822738647461,11275,1.32623690660694e-05,276.980163574219
"690",14508,"Baldy Butte SW-Blazing Saddle","Ceratopsia","unranked clade","NO_FAMILY_SPECIFIED","NO_GENUS_SPECIFIED","Hell Creek","",2123,0.970000028610229,977.513122558594,5560.87255859375,91.0000076293945,0.0626242533326149,26.6575908660889,6.96822738647461,11275,1.32623690660694e-05,276.980163574219
"691",14508,"Baldy Butte SW-Blazing Saddle","Mammalia","class","","","Hell Creek","",2123,0.970000028610229,977.513122558594,5560.87255859375,91.0000076293945,0.0626242533326149,26.6575908660889,6.96822738647461,11275,1.32623690660694e-05,276.980163574219
"692",14508,"Baldy Butte SW-Blazing Saddle","Multituberculata","order","","","Hell Creek","",2123,0.970000028610229,977.513122558594,5560.87255859375,91.0000076293945,0.0626242533326149,26.6575908660889,6.96822738647461,11275,1.32623690660694e-05,276.980163574219
"693",14508,"Baldy Butte SW-Blazing Saddle","Mesodma hensleighi","species","Neoplagiaulacidae","Mesodma","Hell Creek","",2123,0.970000028610229,977.513122558594,5560.87255859375,91.0000076293945,0.0626242533326149,26.6575908660889,6.96822738647461,11275,1.32623690660694e-05,276.980163574219
"694",14508,"Baldy Butte SW-Blazing Saddle","Essonodon browni","species","Cimolomyidae","Essonodon","Hell Creek","",2123,0.970000028610229,977.513122558594,5560.87255859375,91.0000076293945,0.0626242533326149,26.6575908660889,6.96822738647461,11275,1.32623690660694e-05,276.980163574219
"695",14508,"Baldy Butte SW-Blazing Saddle","Basilemys","genus","Nanhsiungchelyidae","Basilemys","Hell Creek","",2123,0.970000028610229,977.513122558594,5560.87255859375,91.0000076293945,0.0626242533326149,26.6575908660889,6.96822738647461,11275,1.32623690660694e-05,276.980163574219
"696",14508,"Baldy Butte SW-Blazing Saddle","Mesodma formosa","species","Neoplagiaulacidae","Mesodma","Hell Creek","",2123,0.970000028610229,977.513122558594,5560.87255859375,91.0000076293945,0.0626242533326149,26.6575908660889,6.96822738647461,11275,1.32623690660694e-05,276.980163574219
"697",14508,"Baldy Butte SW-Blazing Saddle","Mesodma thompsoni","species","Neoplagiaulacidae","Mesodma","Hell Creek","",2123,0.970000028610229,977.513122558594,5560.87255859375,91.0000076293945,0.0626242533326149,26.6575908660889,6.96822738647461,11275,1.32623690660694e-05,276.980163574219
"698",14508,"Baldy Butte SW-Blazing Saddle","Cimolodon nitidus","species","Cimolodontidae","Cimolodon","Hell Creek","",2123,0.970000028610229,977.513122558594,5560.87255859375,91.0000076293945,0.0626242533326149,26.6575908660889,6.96822738647461,11275,1.32623690660694e-05,276.980163574219
"699",14508,"Baldy Butte SW-Blazing Saddle","Glasbius twitchelli","species","Glasbiidae","Glasbius","Hell Creek","",2123,0.970000028610229,977.513122558594,5560.87255859375,91.0000076293945,0.0626242533326149,26.6575908660889,6.96822738647461,11275,1.32623690660694e-05,276.980163574219
"700",14508,"Baldy Butte SW-Blazing Saddle","Leptalestes krejcii","species","Pediomyidae","Leptalestes","Hell Creek","",2123,0.970000028610229,977.513122558594,5560.87255859375,91.0000076293945,0.0626242533326149,26.6575908660889,6.96822738647461,11275,1.32623690660694e-05,276.980163574219
"701",14508,"Baldy Butte SW-Blazing Saddle","Aletridelphys florencae","species","Pediomyidae","Aletridelphys","Hell Creek","",2123,0.970000028610229,977.513122558594,5560.87255859375,91.0000076293945,0.0626242533326149,26.6575908660889,6.96822738647461,11275,1.32623690660694e-05,276.980163574219
"702",14508,"Baldy Butte SW-Blazing Saddle","Gypsonictops","genus","Gypsonictopidae","Gypsonictops","Hell Creek","",2123,0.970000028610229,977.513122558594,5560.87255859375,91.0000076293945,0.0626242533326149,26.6575908660889,6.96822738647461,11275,1.32623690660694e-05,276.980163574219
"703",14509,"BC Bone-anza (Reworked)","Saurornitholestinae","subfamily","Dromaeosauridae","","Hell Creek","",2124,0.910000026226044,759.477905273438,8442.6044921875,76.7499923706055,0.0486669391393661,26.0817337036133,6.888427734375,11276,1.36104345074273e-05,276.880065917969
"704",14509,"BC Bone-anza (Reworked)","Aletridelphys florencae","species","Pediomyidae","Aletridelphys","Hell Creek","",2124,0.910000026226044,759.477905273438,8442.6044921875,76.7499923706055,0.0486669391393661,26.0817337036133,6.888427734375,11276,1.36104345074273e-05,276.880065917969
"705",14512,"Billy Creek 1","Tullochelys montana","species","NO_FAMILY_SPECIFIED","Tullochelys","Hell Creek","",2123,0.970000028610229,977.513122558594,5560.87255859375,91.0000076293945,0.0626242533326149,26.6575908660889,6.96822738647461,11275,1.32623690660694e-05,276.980163574219
"706",14512,"Billy Creek 1","Compsemys victa","species","NO_FAMILY_SPECIFIED","Compsemys","Hell Creek","",2123,0.970000028610229,977.513122558594,5560.87255859375,91.0000076293945,0.0626242533326149,26.6575908660889,6.96822738647461,11275,1.32623690660694e-05,276.980163574219
"707",14512,"Billy Creek 1","Compsemys","genus","NO_FAMILY_SPECIFIED","Compsemys","Hell Creek","",2123,0.970000028610229,977.513122558594,5560.87255859375,91.0000076293945,0.0626242533326149,26.6575908660889,6.96822738647461,11275,1.32623690660694e-05,276.980163574219
"708",14512,"Billy Creek 1","Emarginachelys","genus","NO_FAMILY_SPECIFIED","Emarginachelys","Hell Creek","",2123,0.970000028610229,977.513122558594,5560.87255859375,91.0000076293945,0.0626242533326149,26.6575908660889,6.96822738647461,11275,1.32623690660694e-05,276.980163574219
"709",14512,"Billy Creek 1","Neurankylus","genus","Baenidae","Neurankylus","Hell Creek","",2123,0.970000028610229,977.513122558594,5560.87255859375,91.0000076293945,0.0626242533326149,26.6575908660889,6.96822738647461,11275,1.32623690660694e-05,276.980163574219
"710",14512,"Billy Creek 1","Champsosaurus natator","species","NO_FAMILY_SPECIFIED","Champsosaurus","Hell Creek","",2123,0.970000028610229,977.513122558594,5560.87255859375,91.0000076293945,0.0626242533326149,26.6575908660889,6.96822738647461,11275,1.32623690660694e-05,276.980163574219
"711",14512,"Billy Creek 1","Judithemys backmani","species","Macrobaenidae","Judithemys","Hell Creek","",2123,0.970000028610229,977.513122558594,5560.87255859375,91.0000076293945,0.0626242533326149,26.6575908660889,6.96822738647461,11275,1.32623690660694e-05,276.980163574219
"712",14512,"Billy Creek 1","Trionychidae","family","Trionychidae","","Hell Creek","",2123,0.970000028610229,977.513122558594,5560.87255859375,91.0000076293945,0.0626242533326149,26.6575908660889,6.96822738647461,11275,1.32623690660694e-05,276.980163574219
"713",14512,"Billy Creek 1","Plastomenidae","unranked clade","Plastomenidae","NO_GENUS_SPECIFIED","Hell Creek","",2123,0.970000028610229,977.513122558594,5560.87255859375,91.0000076293945,0.0626242533326149,26.6575908660889,6.96822738647461,11275,1.32623690660694e-05,276.980163574219
"714",14512,"Billy Creek 1","Macrobaenidae","unranked clade","Macrobaenidae","NO_GENUS_SPECIFIED","Hell Creek","",2123,0.970000028610229,977.513122558594,5560.87255859375,91.0000076293945,0.0626242533326149,26.6575908660889,6.96822738647461,11275,1.32623690660694e-05,276.980163574219
"715",14512,"Billy Creek 1","Baenidae","family","Baenidae","","Hell Creek","",2123,0.970000028610229,977.513122558594,5560.87255859375,91.0000076293945,0.0626242533326149,26.6575908660889,6.96822738647461,11275,1.32623690660694e-05,276.980163574219
"716",14512,"Billy Creek 1","Trionychinae","unranked clade","Trionychidae","NO_GENUS_SPECIFIED","Hell Creek","",2123,0.970000028610229,977.513122558594,5560.87255859375,91.0000076293945,0.0626242533326149,26.6575908660889,6.96822738647461,11275,1.32623690660694e-05,276.980163574219
"717",14512,"Billy Creek 1","Cryptodira","suborder","","","Hell Creek","",2123,0.970000028610229,977.513122558594,5560.87255859375,91.0000076293945,0.0626242533326149,26.6575908660889,6.96822738647461,11275,1.32623690660694e-05,276.980163574219
"718",14512,"Billy Creek 1","Reptilia","class","","","Hell Creek","",2123,0.970000028610229,977.513122558594,5560.87255859375,91.0000076293945,0.0626242533326149,26.6575908660889,6.96822738647461,11275,1.32623690660694e-05,276.980163574219
"719",14512,"Billy Creek 1","Brachychampsa montana","species","Alligatoridae","Brachychampsa","Hell Creek","",2123,0.970000028610229,977.513122558594,5560.87255859375,91.0000076293945,0.0626242533326149,26.6575908660889,6.96822738647461,11275,1.32623690660694e-05,276.980163574219
"720",14512,"Billy Creek 1","Mesodma thompsoni","species","Neoplagiaulacidae","Mesodma","Hell Creek","",2123,0.970000028610229,977.513122558594,5560.87255859375,91.0000076293945,0.0626242533326149,26.6575908660889,6.96822738647461,11275,1.32623690660694e-05,276.980163574219
"721",14512,"Billy Creek 1","Crocodylidae","family","Crocodylidae","","Hell Creek","",2123,0.970000028610229,977.513122558594,5560.87255859375,91.0000076293945,0.0626242533326149,26.6575908660889,6.96822738647461,11275,1.32623690660694e-05,276.980163574219
"722",14512,"Billy Creek 1","Theropoda","unranked clade","NO_FAMILY_SPECIFIED","NO_GENUS_SPECIFIED","Hell Creek","",2123,0.970000028610229,977.513122558594,5560.87255859375,91.0000076293945,0.0626242533326149,26.6575908660889,6.96822738647461,11275,1.32623690660694e-05,276.980163574219
"723",14512,"Billy Creek 1","Hypsilophodontidae","family","Hypsilophodontidae","","Hell Creek","",2123,0.970000028610229,977.513122558594,5560.87255859375,91.0000076293945,0.0626242533326149,26.6575908660889,6.96822738647461,11275,1.32623690660694e-05,276.980163574219
"724",14512,"Billy Creek 1","Crocodylia","unranked clade","NO_FAMILY_SPECIFIED","NO_GENUS_SPECIFIED","Hell Creek","",2123,0.970000028610229,977.513122558594,5560.87255859375,91.0000076293945,0.0626242533326149,26.6575908660889,6.96822738647461,11275,1.32623690660694e-05,276.980163574219
"725",14512,"Billy Creek 1","Alligatoroidea","superfamily","","","Hell Creek","",2123,0.970000028610229,977.513122558594,5560.87255859375,91.0000076293945,0.0626242533326149,26.6575908660889,6.96822738647461,11275,1.32623690660694e-05,276.980163574219
"726",14512,"Billy Creek 1","Champsosauridae","family","Champsosauridae","","Hell Creek","",2123,0.970000028610229,977.513122558594,5560.87255859375,91.0000076293945,0.0626242533326149,26.6575908660889,6.96822738647461,11275,1.32623690660694e-05,276.980163574219
"727",14512,"Billy Creek 1","Tetrapoda","unranked clade","NO_FAMILY_SPECIFIED","NO_GENUS_SPECIFIED","Hell Creek","",2123,0.970000028610229,977.513122558594,5560.87255859375,91.0000076293945,0.0626242533326149,26.6575908660889,6.96822738647461,11275,1.32623690660694e-05,276.980163574219
"728",14512,"Billy Creek 1","Testudines","order","","","Hell Creek","",2123,0.970000028610229,977.513122558594,5560.87255859375,91.0000076293945,0.0626242533326149,26.6575908660889,6.96822738647461,11275,1.32623690660694e-05,276.980163574219
"729",14512,"Billy Creek 1","Kinosternoidea","family","Kinosternoidea","","Hell Creek","",2123,0.970000028610229,977.513122558594,5560.87255859375,91.0000076293945,0.0626242533326149,26.6575908660889,6.96822738647461,11275,1.32623690660694e-05,276.980163574219
"730",14513,"Billy Creek 2","Saurornitholestinae","subfamily","Dromaeosauridae","","Hell Creek","",2123,0.970000028610229,977.513122558594,5560.87255859375,91.0000076293945,0.0626242533326149,26.6575908660889,6.96822738647461,11275,1.32623690660694e-05,276.980163574219
"731",14513,"Billy Creek 2","Crocodylia","unranked clade","NO_FAMILY_SPECIFIED","NO_GENUS_SPECIFIED","Hell Creek","",2123,0.970000028610229,977.513122558594,5560.87255859375,91.0000076293945,0.0626242533326149,26.6575908660889,6.96822738647461,11275,1.32623690660694e-05,276.980163574219
"732",14513,"Billy Creek 2","Helopanoplia","genus","Plastomenidae","Helopanoplia","Hell Creek","",2123,0.970000028610229,977.513122558594,5560.87255859375,91.0000076293945,0.0626242533326149,26.6575908660889,6.96822738647461,11275,1.32623690660694e-05,276.980163574219
"733",14513,"Billy Creek 2","Compsemys","genus","NO_FAMILY_SPECIFIED","Compsemys","Hell Creek","",2123,0.970000028610229,977.513122558594,5560.87255859375,91.0000076293945,0.0626242533326149,26.6575908660889,6.96822738647461,11275,1.32623690660694e-05,276.980163574219
"734",14513,"Billy Creek 2","Adocus","genus","Adocidae","Adocus","Hell Creek","",2123,0.970000028610229,977.513122558594,5560.87255859375,91.0000076293945,0.0626242533326149,26.6575908660889,6.96822738647461,11275,1.32623690660694e-05,276.980163574219
"735",14513,"Billy Creek 2","Basilemys","genus","Nanhsiungchelyidae","Basilemys","Hell Creek","",2123,0.970000028610229,977.513122558594,5560.87255859375,91.0000076293945,0.0626242533326149,26.6575908660889,6.96822738647461,11275,1.32623690660694e-05,276.980163574219
"736",14513,"Billy Creek 2","Scapherpeton tectum","species","Scapherpetontidae","Scapherpeton","Hell Creek","",2123,0.970000028610229,977.513122558594,5560.87255859375,91.0000076293945,0.0626242533326149,26.6575908660889,6.96822738647461,11275,1.32623690660694e-05,276.980163574219
"737",14513,"Billy Creek 2","Habrosaurus","genus","Sirenidae","Habrosaurus","Hell Creek","",2123,0.970000028610229,977.513122558594,5560.87255859375,91.0000076293945,0.0626242533326149,26.6575908660889,6.96822738647461,11275,1.32623690660694e-05,276.980163574219
"738",14513,"Billy Creek 2","Brachychampsa","genus","Alligatoridae","Brachychampsa","Hell Creek","",2123,0.970000028610229,977.513122558594,5560.87255859375,91.0000076293945,0.0626242533326149,26.6575908660889,6.96822738647461,11275,1.32623690660694e-05,276.980163574219
"739",14513,"Billy Creek 2","Compsemys victa","species","NO_FAMILY_SPECIFIED","Compsemys","Hell Creek","",2123,0.970000028610229,977.513122558594,5560.87255859375,91.0000076293945,0.0626242533326149,26.6575908660889,6.96822738647461,11275,1.32623690660694e-05,276.980163574219
"740",14513,"Billy Creek 2","Baenidae","family","Baenidae","","Hell Creek","",2123,0.970000028610229,977.513122558594,5560.87255859375,91.0000076293945,0.0626242533326149,26.6575908660889,6.96822738647461,11275,1.32623690660694e-05,276.980163574219
"741",14513,"Billy Creek 2","Trionychidae","family","Trionychidae","","Hell Creek","",2123,0.970000028610229,977.513122558594,5560.87255859375,91.0000076293945,0.0626242533326149,26.6575908660889,6.96822738647461,11275,1.32623690660694e-05,276.980163574219
"742",14513,"Billy Creek 2","Plastomenidae","unranked clade","Plastomenidae","NO_GENUS_SPECIFIED","Hell Creek","",2123,0.970000028610229,977.513122558594,5560.87255859375,91.0000076293945,0.0626242533326149,26.6575908660889,6.96822738647461,11275,1.32623690660694e-05,276.980163574219
"743",14513,"Billy Creek 2","Chelydridae","unranked clade","Chelydridae","NO_GENUS_SPECIFIED","Hell Creek","",2123,0.970000028610229,977.513122558594,5560.87255859375,91.0000076293945,0.0626242533326149,26.6575908660889,6.96822738647461,11275,1.32623690660694e-05,276.980163574219
"744",14513,"Billy Creek 2","Squamata","order","","","Hell Creek","",2123,0.970000028610229,977.513122558594,5560.87255859375,91.0000076293945,0.0626242533326149,26.6575908660889,6.96822738647461,11275,1.32623690660694e-05,276.980163574219
"745",14513,"Billy Creek 2","Crocodylidae","family","Crocodylidae","","Hell Creek","",2123,0.970000028610229,977.513122558594,5560.87255859375,91.0000076293945,0.0626242533326149,26.6575908660889,6.96822738647461,11275,1.32623690660694e-05,276.980163574219
"746",14513,"Billy Creek 2","Coeluridae","family","Coeluridae","","Hell Creek","",2123,0.970000028610229,977.513122558594,5560.87255859375,91.0000076293945,0.0626242533326149,26.6575908660889,6.96822738647461,11275,1.32623690660694e-05,276.980163574219
"747",14513,"Billy Creek 2","Ornithomimidae","family","Ornithomimidae","","Hell Creek","",2123,0.970000028610229,977.513122558594,5560.87255859375,91.0000076293945,0.0626242533326149,26.6575908660889,6.96822738647461,11275,1.32623690660694e-05,276.980163574219
"748",14513,"Billy Creek 2","Ceratopsidae","family","Ceratopsidae","","Hell Creek","",2123,0.970000028610229,977.513122558594,5560.87255859375,91.0000076293945,0.0626242533326149,26.6575908660889,6.96822738647461,11275,1.32623690660694e-05,276.980163574219
"749",14513,"Billy Creek 2","Theropoda","unranked clade","NO_FAMILY_SPECIFIED","NO_GENUS_SPECIFIED","Hell Creek","",2123,0.970000028610229,977.513122558594,5560.87255859375,91.0000076293945,0.0626242533326149,26.6575908660889,6.96822738647461,11275,1.32623690660694e-05,276.980163574219
"750",14513,"Billy Creek 2","Theria","subclass","","","Hell Creek","",2123,0.970000028610229,977.513122558594,5560.87255859375,91.0000076293945,0.0626242533326149,26.6575908660889,6.96822738647461,11275,1.32623690660694e-05,276.980163574219
"751",14513,"Billy Creek 2","Mammalia","class","","","Hell Creek","",2123,0.970000028610229,977.513122558594,5560.87255859375,91.0000076293945,0.0626242533326149,26.6575908660889,6.96822738647461,11275,1.32623690660694e-05,276.980163574219
"752",14513,"Billy Creek 2","Scapherpeton","genus","Scapherpetontidae","Scapherpeton","Hell Creek","",2123,0.970000028610229,977.513122558594,5560.87255859375,91.0000076293945,0.0626242533326149,26.6575908660889,6.96822738647461,11275,1.32623690660694e-05,276.980163574219
"753",14513,"Billy Creek 2","Paronychodon","genus","NO_FAMILY_SPECIFIED","Paronychodon","Hell Creek","",2123,0.970000028610229,977.513122558594,5560.87255859375,91.0000076293945,0.0626242533326149,26.6575908660889,6.96822738647461,11275,1.32623690660694e-05,276.980163574219
"754",14513,"Billy Creek 2","Alligatoridae","family","Alligatoridae","","Hell Creek","",2123,0.970000028610229,977.513122558594,5560.87255859375,91.0000076293945,0.0626242533326149,26.6575908660889,6.96822738647461,11275,1.32623690660694e-05,276.980163574219
"755",14513,"Billy Creek 2","Crocodylia","unranked clade","NO_FAMILY_SPECIFIED","NO_GENUS_SPECIFIED","Hell Creek","",2123,0.970000028610229,977.513122558594,5560.87255859375,91.0000076293945,0.0626242533326149,26.6575908660889,6.96822738647461,11275,1.32623690660694e-05,276.980163574219
"756",14513,"Billy Creek 2","Didelphodon vorax","species","Stagodontidae","Didelphodon","Hell Creek","",2123,0.970000028610229,977.513122558594,5560.87255859375,91.0000076293945,0.0626242533326149,26.6575908660889,6.96822738647461,11275,1.32623690660694e-05,276.980163574219
"757",14515,"Brownie Butte","Aves","class","","","Hell Creek","",2124,0.910000026226044,759.477905273438,8442.6044921875,76.7499923706055,0.0486669391393661,26.0817337036133,6.888427734375,11275,1.32623690660694e-05,276.980163574219
"758",14515,"Brownie Butte","Multituberculata","order","","","Hell Creek","",2124,0.910000026226044,759.477905273438,8442.6044921875,76.7499923706055,0.0486669391393661,26.0817337036133,6.888427734375,11275,1.32623690660694e-05,276.980163574219
"759",14515,"Brownie Butte","Theria","subclass","","","Hell Creek","",2124,0.910000026226044,759.477905273438,8442.6044921875,76.7499923706055,0.0486669391393661,26.0817337036133,6.888427734375,11275,1.32623690660694e-05,276.980163574219
"760",14515,"Brownie Butte","Opisthotriton kayi","species","Batrachosauroididae","Opisthotriton","Hell Creek","",2124,0.910000026226044,759.477905273438,8442.6044921875,76.7499923706055,0.0486669391393661,26.0817337036133,6.888427734375,11275,1.32623690660694e-05,276.980163574219
"761",14515,"Brownie Butte","Chirostenotes","genus","Caenagnathidae","Chirostenotes","Hell Creek","",2124,0.910000026226044,759.477905273438,8442.6044921875,76.7499923706055,0.0486669391393661,26.0817337036133,6.888427734375,11275,1.32623690660694e-05,276.980163574219
"762",14515,"Brownie Butte","Brachychampsa montana","species","Alligatoridae","Brachychampsa","Hell Creek","",2124,0.910000026226044,759.477905273438,8442.6044921875,76.7499923706055,0.0486669391393661,26.0817337036133,6.888427734375,11275,1.32623690660694e-05,276.980163574219
"763",14515,"Brownie Butte","Compsemys","genus","NO_FAMILY_SPECIFIED","Compsemys","Hell Creek","",2124,0.910000026226044,759.477905273438,8442.6044921875,76.7499923706055,0.0486669391393661,26.0817337036133,6.888427734375,11275,1.32623690660694e-05,276.980163574219
"764",14515,"Brownie Butte","Scapherpeton","genus","Scapherpetontidae","Scapherpeton","Hell Creek","",2124,0.910000026226044,759.477905273438,8442.6044921875,76.7499923706055,0.0486669391393661,26.0817337036133,6.888427734375,11275,1.32623690660694e-05,276.980163574219
"765",14515,"Brownie Butte","Mammalia","class","","","Hell Creek","",2124,0.910000026226044,759.477905273438,8442.6044921875,76.7499923706055,0.0486669391393661,26.0817337036133,6.888427734375,11275,1.32623690660694e-05,276.980163574219
"766",14515,"Brownie Butte","Metatheria","subclass","","","Hell Creek","",2124,0.910000026226044,759.477905273438,8442.6044921875,76.7499923706055,0.0486669391393661,26.0817337036133,6.888427734375,11275,1.32623690660694e-05,276.980163574219
"767",14515,"Brownie Butte","Crocodylidae","family","Crocodylidae","","Hell Creek","",2124,0.910000026226044,759.477905273438,8442.6044921875,76.7499923706055,0.0486669391393661,26.0817337036133,6.888427734375,11275,1.32623690660694e-05,276.980163574219
"768",14515,"Brownie Butte","Squamata","order","","","Hell Creek","",2124,0.910000026226044,759.477905273438,8442.6044921875,76.7499923706055,0.0486669391393661,26.0817337036133,6.888427734375,11275,1.32623690660694e-05,276.980163574219
"769",14515,"Brownie Butte","Reptilia","class","","","Hell Creek","",2124,0.910000026226044,759.477905273438,8442.6044921875,76.7499923706055,0.0486669391393661,26.0817337036133,6.888427734375,11275,1.32623690660694e-05,276.980163574219
"770",14515,"Brownie Butte","Trionychidae","family","Trionychidae","","Hell Creek","",2124,0.910000026226044,759.477905273438,8442.6044921875,76.7499923706055,0.0486669391393661,26.0817337036133,6.888427734375,11275,1.32623690660694e-05,276.980163574219
"771",14515,"Brownie Butte","Ceratopsia","unranked clade","NO_FAMILY_SPECIFIED","NO_GENUS_SPECIFIED","Hell Creek","",2124,0.910000026226044,759.477905273438,8442.6044921875,76.7499923706055,0.0486669391393661,26.0817337036133,6.888427734375,11275,1.32623690660694e-05,276.980163574219
"772",14515,"Brownie Butte","Hadrosauridae","family","Hadrosauridae","","Hell Creek","",2124,0.910000026226044,759.477905273438,8442.6044921875,76.7499923706055,0.0486669391393661,26.0817337036133,6.888427734375,11275,1.32623690660694e-05,276.980163574219
"773",14515,"Brownie Butte","Megalosauridae","family","Megalosauridae","","Hell Creek","",2124,0.910000026226044,759.477905273438,8442.6044921875,76.7499923706055,0.0486669391393661,26.0817337036133,6.888427734375,11275,1.32623690660694e-05,276.980163574219
"774",14515,"Brownie Butte","Avisaurus archibaldi","species","Avisauridae","Avisaurus","Hell Creek","",2124,0.910000026226044,759.477905273438,8442.6044921875,76.7499923706055,0.0486669391393661,26.0817337036133,6.888427734375,11275,1.32623690660694e-05,276.980163574219
"775",14515,"Brownie Butte","Leptalestes cooki","species","Pediomyidae","Leptalestes","Hell Creek","",2124,0.910000026226044,759.477905273438,8442.6044921875,76.7499923706055,0.0486669391393661,26.0817337036133,6.888427734375,11275,1.32623690660694e-05,276.980163574219
"776",14515,"Brownie Butte","Glasbius twitchelli","species","Glasbiidae","Glasbius","Hell Creek","",2124,0.910000026226044,759.477905273438,8442.6044921875,76.7499923706055,0.0486669391393661,26.0817337036133,6.888427734375,11275,1.32623690660694e-05,276.980163574219
"777",14515,"Brownie Butte","Gypsonictops illuminatus","species","Gypsonictopidae","Gypsonictops","Hell Creek","",2124,0.910000026226044,759.477905273438,8442.6044921875,76.7499923706055,0.0486669391393661,26.0817337036133,6.888427734375,11275,1.32623690660694e-05,276.980163574219
"778",14515,"Brownie Butte","Cimexomys minor","species","NO_FAMILY_SPECIFIED","Cimexomys","Hell Creek","",2124,0.910000026226044,759.477905273438,8442.6044921875,76.7499923706055,0.0486669391393661,26.0817337036133,6.888427734375,11275,1.32623690660694e-05,276.980163574219
"779",14515,"Brownie Butte","Mesodma formosa","species","Neoplagiaulacidae","Mesodma","Hell Creek","",2124,0.910000026226044,759.477905273438,8442.6044921875,76.7499923706055,0.0486669391393661,26.0817337036133,6.888427734375,11275,1.32623690660694e-05,276.980163574219
"780",14515,"Brownie Butte","Mesodma thompsoni","species","Neoplagiaulacidae","Mesodma","Hell Creek","",2124,0.910000026226044,759.477905273438,8442.6044921875,76.7499923706055,0.0486669391393661,26.0817337036133,6.888427734375,11275,1.32623690660694e-05,276.980163574219
"781",14515,"Brownie Butte","Cimolodon nitidus","species","Cimolodontidae","Cimolodon","Hell Creek","",2124,0.910000026226044,759.477905273438,8442.6044921875,76.7499923706055,0.0486669391393661,26.0817337036133,6.888427734375,11275,1.32623690660694e-05,276.980163574219
"782",14515,"Brownie Butte","Meniscoessus robustus","species","Cimolomyidae","Meniscoessus","Hell Creek","",2124,0.910000026226044,759.477905273438,8442.6044921875,76.7499923706055,0.0486669391393661,26.0817337036133,6.888427734375,11275,1.32623690660694e-05,276.980163574219
"783",14515,"Brownie Butte","Pediomys elegans","species","Pediomyidae","Pediomys","Hell Creek","",2124,0.910000026226044,759.477905273438,8442.6044921875,76.7499923706055,0.0486669391393661,26.0817337036133,6.888427734375,11275,1.32623690660694e-05,276.980163574219
"784",14515,"Brownie Butte","Aletridelphys hatcheri","species","Pediomyidae","Aletridelphys","Hell Creek","",2124,0.910000026226044,759.477905273438,8442.6044921875,76.7499923706055,0.0486669391393661,26.0817337036133,6.888427734375,11275,1.32623690660694e-05,276.980163574219
"785",14515,"Brownie Butte","Gypsonictops hypoconus","species","Gypsonictopidae","Gypsonictops","Hell Creek","",2124,0.910000026226044,759.477905273438,8442.6044921875,76.7499923706055,0.0486669391393661,26.0817337036133,6.888427734375,11275,1.32623690660694e-05,276.980163574219
