FID,POINTID,record_type,flags,lng,lat,lng_rot,lat_rot
296,297,Hadrosauridae,Middle Campanian,-111.46589700,50.66970100,-78.28827684,55.62176024
297,298,Tyrannosauridae,Middle Campanian,-85.02666500,32.16416500,-56.95862835,33.21980567
298,299,Tyrannosauridae,Middle Campanian,-85.31720000,32.12580100,-57.25591311,33.23175209
299,300,Tyrannosauridae,Middle Campanian,-111.46327200,50.74102800,-78.25436043,55.69049295
300,301,Tyrannosauridae,Middle Campanian,-108.93599700,47.78748700,-76.73461037,52.42769683
301,302,Tyrannosauridae,Middle Campanian,-111.13897700,50.06868400,-78.19064232,54.98803130
302,303,Tyrannosauridae,Middle Campanian,-110.87247500,49.12765500,-78.29105074,54.03305964
303,304,Tyrannosauridae,Middle Campanian,-110.87452700,49.12788000,-78.29318043,54.03359739
304,305,Tyrannosauridae,Middle Campanian,-110.76667000,50.04999900,-77.79480839,54.91185457
305,306,Tyrannosauridae,Middle Campanian,-113.88710000,53.34489800,-79.70553604,58.58553634
306,307,Tyrannosauridae,Middle Campanian,-110.58329800,48.93330000,-78.05670432,53.79923888
307,308,Tyrannosauridae,Middle Campanian,-109.90000200,46.20000100,-78.35604411,51.03337506
308,309,Tyrannosauridae,Middle Campanian,-109.66333000,46.40000200,-78.03050095,51.19138758
309,310,Tyrannosauridae,Middle Campanian,-109.50000000,49.09999800,-76.82128722,53.79148751
310,311,Tyrannosauridae,Middle Campanian,-107.83333600,50.50000000,-74.44231357,54.88412615
311,312,Tyrannosauridae,Middle Campanian,-108.94766200,47.77220900,-76.75297421,52.41467995
312,313,Tyrannosauridae,Middle Campanian,-108.00109900,46.76002500,-76.12260317,51.28090721
313,314,Tyrannosauridae,Middle Campanian,-108.00109900,46.76002500,-76.12260317,51.28090721
314,315,Tyrannosauridae,Middle Campanian,-110.72221400,49.15910000,-78.11573874,54.04021077
315,316,Tyrannosauridae,Middle Campanian,-110.71945200,49.16178900,-78.11166051,54.04239211
316,317,Tyrannosauridae,Middle Campanian,-110.70282000,49.07584400,-78.12847264,53.95632596
317,318,Tyrannosauridae,Middle Campanian,-111.61666900,50.68800000,-78.44443608,55.66293994
318,319,Tyrannosauridae,Middle Campanian,-111.62000300,50.65000200,-78.46457130,55.62661913
319,320,Tyrannosauridae,Middle Campanian,-111.61666900,50.68800000,-78.44443608,55.66293994
320,321,Tyrannosauridae,Middle Campanian,-111.62000300,50.65000200,-78.46457130,55.62661913
321,322,Tyrannosauridae,Middle Campanian,-111.61666900,50.68800000,-78.44443608,55.66293994
322,323,Tyrannosauridae,Middle Campanian,-112.20555900,49.28638800,-79.67381216,54.39350186
323,324,Tyrannosauridae,Middle Campanian,-111.48500800,50.75152600,-78.27343517,55.70405058
324,325,Tyrannosauridae,Middle Campanian,-111.51153600,50.75238400,-78.30193460,55.70900902
325,326,Tyrannosauridae,Middle Campanian,-110.93898800,49.09802200,-78.37502573,54.01461830
326,327,Tyrannosauridae,Middle Campanian,-110.93966700,49.10004800,-78.37494206,54.01669192
327,328,Tyrannosauridae,Middle Campanian,-110.94104000,49.10184900,-78.37570051,54.01865486
328,329,Tyrannosauridae,Middle Campanian,-110.84006500,49.08196300,-78.27445520,53.98363442
329,330,Tyrannosauridae,Middle Campanian,-112.27610800,47.99000200,-80.25993562,53.14337825
330,331,Tyrannosauridae,Middle Campanian,-112.58283200,47.63467800,-80.66022971,52.83024995
331,332,Tyrannosauridae,Middle Campanian,-113.75000000,48.63330100,-81.54136180,53.98267765
332,333,Tyrannosauridae,Middle Campanian,-112.58283200,47.63467800,-80.66022971,52.83024995
333,334,Tyrannosauridae,Middle Campanian,-113.75000000,48.63330100,-81.54136180,53.98267765
334,335,Tyrannosauridae,Middle Campanian,-112.96666700,48.65000200,-80.68018473,53.87730936
335,336,Tyrannosauridae,Middle Campanian,-105.20054600,38.37305500,-75.82933943,42.64791469
336,337,Tyrannosauridae,Middle Campanian,-107.03694200,38.83250000,-77.62875126,43.37228153
337,338,Tyrannosauridae,Middle Campanian,-78.45417000,34.55416900,-49.90225726,34.43811960
338,339,Tyrannosauridae,Middle Campanian,-110.97075700,38.00278900,-82.00145136,43.15175518
339,340,Tyrannosauridae,Middle Campanian,-110.97040600,38.00691200,-82.00001751,43.15575286
340,341,Ceratopsidae,Late Campanian,-103.33333600,29.66666800,-76.02274483,33.80696587
341,342,Ceratopsidae,Late Campanian,-103.51667000,29.31666800,-76.28761160,33.49176568
342,343,Ceratopsidae,Late Campanian,-103.19999700,29.20000100,-75.98745453,33.32696675
343,344,Ceratopsidae,Late Campanian,-103.20147700,29.17441900,-75.99452430,33.30204279
344,345,Ceratopsidae,Late Campanian,-103.20147700,29.17441900,-75.99452430,33.30204279
345,346,Ceratopsidae,Late Campanian,-103.55074300,29.25158900,-76.33676828,33.43314189
346,347,Ceratopsidae,Late Campanian,-103.63713100,29.22520100,-76.43131916,33.42082220
347,348,Ceratopsidae,Late Campanian,-103.25000000,29.25000000,-76.02797897,33.38404935
348,349,Ceratopsidae,Late Campanian,-103.55000300,29.20000100,-76.34718606,33.38228808
349,350,Ceratopsidae,Late Campanian,-103.36669900,28.90000000,-76.22357269,33.05827467
350,351,Ceratopsidae,Late Campanian,-103.16987600,29.10479200,-75.97714860,33.22856707
351,352,Ceratopsidae,Late Campanian,-103.16987600,29.10479200,-75.97714860,33.22856707
352,353,Ceratopsidae,Late Campanian,-103.25000000,29.25000000,-76.02797897,33.38404935
353,354,Ceratopsidae,Late Campanian,-109.22460200,41.64250200,-79.12627760,46.47817933
354,355,Ceratopsidae,Late Campanian,-109.20539900,41.71670200,-79.08357804,46.54780574
355,356,Ceratopsidae,Late Campanian,-111.51190200,50.69879900,-78.32568533,55.65712343
356,357,Ceratopsidae,Late Campanian,-101.40000200,25.70000100,-74.87999560,29.59757856
357,358,Ceratopsidae,Late Campanian,-101.40027600,25.50000000,-74.92090261,29.40077199
358,359,Ceratopsidae,Late Campanian,-101.80000300,25.36667100,-75.35560022,29.33316385
359,360,Ceratopsidae,Late Campanian,-101.40027600,25.50000000,-74.92090261,29.40077199
360,361,Ceratopsidae,Late Campanian,-101.69999700,25.50000000,-75.22661833,29.44850579
361,362,Ceratopsidae,Late Campanian,-109.61496700,31.07819000,-82.19381185,36.13949750
362,363,Ceratopsidae,Late Campanian,-111.52893100,50.73729700,-78.32745040,55.69709029
363,364,Ceratopsidae,Late Campanian,-111.56578100,50.74221400,-78.36542306,55.70758641
364,365,Ceratopsidae,Late Campanian,-111.32457000,50.81501400,-78.07111279,55.74060234
365,366,Ceratopsidae,Late Campanian,-111.51389300,50.73420700,-78.31242861,55.69175627
366,367,Ceratopsidae,Late Campanian,-111.52458200,50.72723400,-78.32710299,55.68665943
367,368,Ceratopsidae,Late Campanian,-111.48465700,50.75055300,-78.27347778,55.70305285
368,369,Ceratopsidae,Late Campanian,-111.49421700,50.73609200,-78.29019088,55.69052293
369,370,Ceratopsidae,Late Campanian,-111.48465700,50.75055300,-78.27347778,55.70305285
370,371,Ceratopsidae,Late Campanian,-110.26667000,49.95000100,-77.29594684,54.73663375
371,372,Ceratopsidae,Late Campanian,-111.30000300,50.73333400,-78.08010935,55.65761274
372,373,Ceratopsidae,Late Campanian,-111.80000300,50.73000000,-78.62588445,55.73212215
373,374,Ceratopsidae,Late Campanian,-111.50000000,50.77999900,-78.27731850,55.73398120
374,375,Ceratopsidae,Late Campanian,-111.49465200,50.73698800,-78.29027361,55.69145911
375,376,Ceratopsidae,Late Campanian,-111.48005700,50.73704900,-78.27436260,55.68924770
376,377,Ceratopsidae,Late Campanian,-111.45848800,50.74900400,-78.24567423,55.69747958
377,378,Ceratopsidae,Late Campanian,-111.50212900,50.74765800,-78.29375752,55.70296481
378,379,Ceratopsidae,Late Campanian,-111.59662600,50.78179900,-78.38173213,55.75075239
379,380,Ceratopsidae,Late Campanian,-111.48926500,50.74541900,-78.28073311,55.69879336
380,381,Ceratopsidae,Late Campanian,-111.62432900,50.79140100,-78.40770685,55.76436560
381,382,Ceratopsidae,Late Campanian,-111.46303600,50.75006900,-78.25015875,55.69921959
382,383,Ceratopsidae,Late Campanian,-111.51467900,50.76720800,-78.29888458,55.72386675
383,384,Ceratopsidae,Late Campanian,-111.52496300,50.74854700,-78.31822440,55.70737815
384,385,Ceratopsidae,Late Campanian,-111.57762100,50.81205400,-78.34780916,55.77712323
385,386,Ceratopsidae,Late Campanian,-111.47472400,50.75027800,-78.26278736,55.70124085
386,387,Ceratopsidae,Late Campanian,-111.51491500,50.74993900,-78.30667952,55.70716464
387,388,Ceratopsidae,Late Campanian,-111.39872000,50.75480300,-78.17811006,55.69379709
388,389,Ceratopsidae,Late Campanian,-111.63166000,50.80934500,-78.40784669,55.78289798
389,390,Ceratopsidae,Late Campanian,-111.32554600,50.78130300,-78.08693116,55.70808388
390,391,Ceratopsidae,Late Campanian,-110.41580200,49.14189900,-77.79152255,53.97571478
391,392,Ceratopsidae,Late Campanian,-111.39514900,50.74782600,-78.17727113,55.68647865
392,393,Ceratopsidae,Late Campanian,-111.51458000,50.73985300,-78.31071450,55.69733597
393,394,Ceratopsidae,Late Campanian,-111.50717900,50.74224100,-78.30161725,55.69849956
394,395,Ceratopsidae,Late Campanian,-111.46888700,50.74998100,-78.25656460,55.70004474
395,396,Ceratopsidae,Late Campanian,-111.58543400,50.81137800,-78.35661299,55.77768281
396,397,Ceratopsidae,Late Campanian,-111.42977100,50.75688600,-78.21098471,55.70064997
397,398,Ceratopsidae,Late Campanian,-111.63071400,50.80012500,-78.41084798,55.77381410
398,399,Ceratopsidae,Late Campanian,-111.61387600,50.78982900,-78.39700940,55.76121722
399,400,Ceratopsidae,Late Campanian,-111.50865900,50.73289100,-78.30730537,55.68966655
400,401,Ceratopsidae,Late Campanian,-111.46599600,50.74885200,-78.25391111,55.69850057
401,402,Ceratopsidae,Late Campanian,-111.56653600,50.73304700,-78.37024141,55.69881767
402,403,Ceratopsidae,Late Campanian,-111.60205100,50.82088100,-78.37055092,55.78947705
403,404,Ceratopsidae,Late Campanian,-111.60958100,50.78994400,-78.39228160,55.76066111
404,405,Ceratopsidae,Late Campanian,-111.51197100,50.73328000,-78.31074073,55.69055876
405,406,Ceratopsidae,Late Campanian,-111.59955600,50.81909600,-78.36861491,55.78735906
406,407,Ceratopsidae,Late Campanian,-111.39827000,50.75490200,-78.17757726,55.69382298
407,408,Ceratopsidae,Late Campanian,-111.41445200,50.74898900,-78.19776439,55.69061110
408,409,Ceratopsidae,Late Campanian,-111.51661700,50.74658600,-78.30999502,55.70417925
409,410,Ceratopsidae,Late Campanian,-111.50966600,50.73679000,-78.30670146,55.69360261
410,411,Ceratopsidae,Late Campanian,-111.48320800,50.74029900,-78.27637443,55.69288819
411,412,Ceratopsidae,Late Campanian,-111.51331300,50.74354600,-78.30772471,55.70071862
412,413,Ceratopsidae,Late Campanian,-111.56716900,50.74364500,-78.36631023,55.70918934
413,414,Ceratopsidae,Late Campanian,-111.57168600,50.74330900,-78.37137470,55.70956586
414,415,Ceratopsidae,Late Campanian,-111.49064600,50.74743700,-78.28135572,55.70096426
415,416,Ceratopsidae,Late Campanian,-111.58017000,50.81271000,-78.35029786,55.77815539
416,417,Ceratopsidae,Late Campanian,-111.57949800,50.79421200,-78.35765621,55.76012146
417,418,Ceratopsidae,Late Campanian,-111.57590500,50.74125700,-78.37686301,55.70823262
418,419,Ceratopsidae,Late Campanian,-111.85598800,50.82221600,-78.64668512,55.83020517
419,420,Ceratopsidae,Late Campanian,-111.61499800,50.82083100,-78.38467355,55.79144124
420,421,Ceratopsidae,Late Campanian,-110.48239900,49.14189900,-77.86346840,53.98611210
421,422,Ceratopsidae,Late Campanian,-111.52458200,50.72723400,-78.32710299,55.68665943
422,423,Ceratopsidae,Late Campanian,-111.51660200,50.74169900,-78.31211036,55.69943984
423,424,Ceratopsidae,Late Campanian,-111.51969900,50.76919900,-78.30347964,55.72657744
424,425,Ceratopsidae,Late Campanian,-111.52780200,50.77209900,-78.31103392,55.73064870
425,426,Ceratopsidae,Late Campanian,-111.43540200,50.76340100,-78.21426678,55.70784114
426,427,Ceratopsidae,Late Campanian,-111.42540000,50.76330200,-78.20342667,55.70618828
427,428,Ceratopsidae,Late Campanian,-111.59619900,50.82669800,-78.36163125,55.79420535
428,429,Ceratopsidae,Late Campanian,-111.51870000,50.74300000,-78.31382661,55.70102724
429,430,Ceratopsidae,Late Campanian,-111.40930200,50.75149900,-78.19106549,55.69224220
430,431,Ceratopsidae,Late Campanian,-111.49030300,50.76120000,-78.27497534,55.71425127
431,432,Ceratopsidae,Late Campanian,-111.40409900,50.75159800,-78.18536153,55.69152812
432,433,Ceratopsidae,Late Campanian,-111.48940300,50.75550100,-78.27648369,55.70858729
433,434,Ceratopsidae,Late Campanian,-111.57540100,50.79470100,-78.35298119,55.75995844
434,435,Ceratopsidae,Late Campanian,-111.47380100,50.75360100,-78.26033255,55.70431817
435,436,Ceratopsidae,Late Campanian,-111.47139700,50.75400200,-78.25754123,55.70433280
436,437,Ceratopsidae,Late Campanian,-111.49181400,50.73717900,-78.28710151,55.69120276
437,438,Ceratopsidae,Late Campanian,-111.51728800,50.74008900,-78.31355922,55.69798592
438,439,Ceratopsidae,Late Campanian,-111.47850800,50.73841100,-78.27208281,55.69032690
439,440,Ceratopsidae,Late Campanian,-111.50717900,50.73020200,-78.30686672,55.68682981
440,441,Ceratopsidae,Late Campanian,-111.52468900,50.75587800,-78.31472726,55.71444157
441,442,Ceratopsidae,Late Campanian,-111.30466500,50.84381100,-78.03683669,55.76540682
442,443,Ceratopsidae,Late Campanian,-111.37136800,50.75770200,-78.14708834,55.69234774
443,444,Ceratopsidae,Late Campanian,-111.30466500,50.84380700,-78.03683845,55.76540294
444,445,Ceratopsidae,Late Campanian,-111.48636600,50.72475100,-78.28659035,55.67830844
445,446,Ceratopsidae,Late Campanian,-111.46823900,50.72482700,-78.26683013,55.67556197
446,447,Ceratopsidae,Late Campanian,-110.38565800,51.43878200,-76.77335454,56.19759969
447,448,Ceratopsidae,Late Campanian,-110.38569600,51.43608500,-76.77461951,56.19499603
448,449,Ceratopsidae,Late Campanian,-110.38848100,51.46669000,-76.76374219,56.22504736
449,450,Ceratopsidae,Late Campanian,-109.16666400,52.44972200,-74.98273005,56.98153868
450,451,Ceratopsidae,Late Campanian,-111.45765700,50.77288800,-78.23434040,55.72050018
451,452,Ceratopsidae,Late Campanian,-111.51390100,50.75476100,-78.30347158,55.71168092
452,453,Ceratopsidae,Late Campanian,-111.62044500,50.82346700,-78.38945249,55.79484288
453,454,Ceratopsidae,Late Campanian,-111.48889900,50.75700000,-78.27528082,55.70996184
454,455,Ceratopsidae,Late Campanian,-110.24388900,48.02638200,-78.04760643,52.86484848
455,456,Ceratopsidae,Late Campanian,-111.23143000,50.82086200,-77.96726259,55.73174983
456,457,Ceratopsidae,Late Campanian,-111.32223500,50.81678000,-78.06779929,55.74194992
457,458,Ceratopsidae,Late Campanian,-111.55185700,50.74698600,-78.34818267,55.71004724
458,459,Ceratopsidae,Late Campanian,-110.44999700,49.06666600,-77.85893985,53.90799107
459,460,Ceratopsidae,Late Campanian,-111.37011700,50.75329600,-78.14765172,55.68788250
460,461,Ceratopsidae,Late Campanian,-111.54818700,50.71003700,-78.36028923,55.67365958
461,462,Ceratopsidae,Late Campanian,-111.47173300,50.74924100,-78.25998480,55.69977031
462,463,Ceratopsidae,Late Campanian,-112.98149900,52.08100100,-79.31187587,57.22369582
463,464,Ceratopsidae,Late Campanian,-111.62044500,50.82346700,-78.38945249,55.79484288
464,465,Ceratopsidae,Late Campanian,-110.84833500,31.69611400,-83.35231615,36.92938156
465,466,Ceratopsidae,Late Campanian,-108.22699700,36.28570200,-79.54052544,41.05455497
466,467,Ceratopsidae,Late Campanian,-108.20909900,36.27109900,-79.52536830,41.03750341
467,468,Ceratopsidae,Late Campanian,-107.97720300,36.15480000,-79.31091277,40.88815031
468,469,Ceratopsidae,Late Campanian,-108.46389000,36.62361100,-79.70492687,41.42225651
469,470,Ceratopsidae,Late Campanian,-108.08419800,36.31480000,-79.38336937,41.06151552
470,471,Ceratopsidae,Late Campanian,-108.08419800,36.21300100,-79.40871503,40.96152922
471,472,Ceratopsidae,Late Campanian,-108.01694500,36.32472200,-79.31031113,41.06106859
472,473,Ceratopsidae,Late Campanian,-112.87538900,51.61052300,-79.41094308,56.75174928
473,474,Ceratopsidae,Late Campanian,-112.58999600,51.40000200,-79.19295244,56.50376434
474,475,Ceratopsidae,Late Campanian,-112.87538900,51.61052300,-79.41094308,56.75174928
475,476,Ceratopsidae,Late Campanian,-113.88710000,53.34489800,-79.70553604,58.58553634
476,477,Ceratopsidae,Late Campanian,-103.31573500,29.40147600,-76.06259104,33.54340990
477,478,Ceratopsidae,Late Campanian,-109.63655100,47.71871200,-77.51241300,52.47078038
478,479,Ceratopsidae,Late Campanian,-109.49780300,47.52700000,-77.43636969,52.26259066
479,480,Ceratopsidae,Late Campanian,-109.90000200,46.20000100,-78.35604411,51.03337506
480,481,Ceratopsidae,Late Campanian,-108.94694500,47.77222100,-76.75220153,52.41457877
481,482,Ceratopsidae,Late Campanian,-109.00000000,47.89860900,-76.76039086,52.54579383
482,483,Ceratopsidae,Late Campanian,-109.58969900,47.80820100,-77.42784519,52.55047388
483,484,Ceratopsidae,Late Campanian,-109.90000200,46.20000100,-78.35604411,51.03337506
484,485,Ceratopsidae,Late Campanian,-109.90000200,46.20000100,-78.35604411,51.03337506
485,486,Ceratopsidae,Late Campanian,-109.66333000,46.40000200,-78.03050095,51.19138758
486,487,Ceratopsidae,Late Campanian,-109.11000100,46.09999800,-77.54583466,50.81272090
487,488,Ceratopsidae,Late Campanian,-109.50000000,49.09999800,-76.82128722,53.79148751
488,489,Ceratopsidae,Late Campanian,-107.83333600,50.50000000,-74.44231357,54.88412615
489,490,Ceratopsidae,Late Campanian,-109.67548400,48.61456300,-77.20526569,53.34765878
490,491,Ceratopsidae,Late Campanian,-108.00109900,46.76002500,-76.12260317,51.28090721
491,492,Ceratopsidae,Late Campanian,-108.00109900,46.76002500,-76.12260317,51.28090721
492,493,Ceratopsidae,Late Campanian,-111.86027500,37.62916600,-83.04123844,42.91566755
493,494,Ceratopsidae,Late Campanian,-111.74478900,37.55925400,-82.93618246,42.83003350
494,495,Ceratopsidae,Late Campanian,-111.74478900,37.55925400,-82.93618246,42.83003350
495,496,Ceratopsidae,Late Campanian,-111.76248900,37.52984200,-82.96240045,42.80372455
496,497,Ceratopsidae,Late Campanian,-111.76248900,37.52984200,-82.96240045,42.80372455
497,498,Ceratopsidae,Late Campanian,-111.72132100,37.49131400,-82.92837842,42.75982338
498,499,Ceratopsidae,Late Campanian,-111.69746400,37.46912400,-82.90862780,42.73451622
499,500,Ceratopsidae,Late Campanian,-111.69746400,37.46912400,-82.90862780,42.73451622
500,501,Ceratopsidae,Late Campanian,-111.69746400,37.46912400,-82.90862780,42.73451622
501,502,Ceratopsidae,Late Campanian,-111.73442100,37.42000600,-82.96022342,42.69166394
502,503,Ceratopsidae,Late Campanian,-111.85647600,37.62481700,-83.03829962,42.91083701
503,504,Ceratopsidae,Late Campanian,-111.85647600,37.62481700,-83.03829962,42.91083701
504,505,Ceratopsidae,Late Campanian,-108.08419800,36.31480000,-79.38336937,41.06151552
505,506,Ceratopsidae,Late Campanian,-107.88919800,36.18610000,-79.21082072,40.90554667
506,507,Ceratopsidae,Late Campanian,-108.56619300,36.35973000,-79.87841796,41.17851502
507,508,Ceratopsidae,Late Campanian,-108.22699700,36.28570200,-79.54052544,41.05455497
508,509,Ceratopsidae,Late Campanian,-108.29583000,36.70111100,-79.50880614,41.47295462
509,510,Ceratopsidae,Late Campanian,-107.90580000,36.16930000,-79.23241119,40.89156464
510,511,Ceratopsidae,Late Campanian,-107.90580000,36.16930000,-79.23241119,40.89156464
511,512,Ceratopsidae,Late Campanian,-107.88919800,36.18610000,-79.21082072,40.90554667
512,513,Ceratopsidae,Late Campanian,-108.08416700,36.34388700,-79.37608067,41.09007886
513,514,Ceratopsidae,Late Campanian,-108.09536000,36.28742200,-79.40190877,41.03631642
514,515,Ceratopsidae,Late Campanian,-107.27809900,42.85440100,-76.69014868,47.35916928
515,516,Ceratopsidae,Late Campanian,-111.80000300,50.73000000,-78.62588445,55.73212215
516,517,Ceratopsidae,Late Campanian,-110.72221400,49.15910000,-78.11573874,54.04021077
517,518,Ceratopsidae,Late Campanian,-110.71945200,49.16178900,-78.11166051,54.04239211
518,519,Ceratopsidae,Late Campanian,-110.70282000,49.07584400,-78.12847264,53.95632596
519,520,Ceratopsidae,Late Campanian,-112.20555900,49.28638800,-79.67381216,54.39350186
520,521,Ceratopsidae,Late Campanian,-111.62000300,50.63000100,-78.47324650,55.60722741
521,522,Ceratopsidae,Late Campanian,-110.68440200,49.07545900,-78.10871259,53.95308304
522,523,Ceratopsidae,Late Campanian,-110.68364000,49.07759500,-78.10702538,53.95503905
523,524,Ceratopsidae,Late Campanian,-110.70076800,49.07629000,-78.12607347,53.95643955
524,525,Ceratopsidae,Late Campanian,-110.70076800,49.07629000,-78.12607347,53.95643955
525,526,Ceratopsidae,Late Campanian,-110.71584300,49.07407800,-78.14326912,53.95663893
526,527,Ceratopsidae,Late Campanian,-110.73234600,49.18700800,-78.11537029,54.06889331
527,528,Ceratopsidae,Late Campanian,-110.73439000,49.19385100,-78.11480158,54.07585749
528,529,Ceratopsidae,Late Campanian,-110.65902700,49.07257500,-78.08244239,53.94632841
529,530,Ceratopsidae,Late Campanian,-111.52400200,50.74760100,-78.31759101,55.70631171
530,531,Ceratopsidae,Late Campanian,-110.57510400,49.36010000,-77.87469843,54.21245277
531,532,Ceratopsidae,Late Campanian,-108.13860300,51.55720100,-74.29548892,55.95538073
532,533,Ceratopsidae,Late Campanian,-110.06320200,50.72790100,-76.74133220,55.45864284
533,534,Ceratopsidae,Late Campanian,-110.08619700,50.74240100,-76.75983816,55.47630658
534,535,Ceratopsidae,Late Campanian,-110.59750400,49.20010000,-77.96423056,54.06059021
535,536,Ceratopsidae,Late Campanian,-101.39608000,27.87948600,-74.42253749,31.74126346
536,537,Ceratopsidae,Late Campanian,-151.42778000,69.52583300,-117.24178790,79.01780144
537,538,Ceratopsidae,Late Campanian,-151.00000000,70.00000000,-115.80607020,79.43581655
538,539,Ceratopsidae,Late Campanian,-104.41666400,29.56666800,-77.12291505,33.86583644
539,540,Ceratopsidae,Late Campanian,-112.99104300,49.91683600,-80.27233324,55.12654277
540,541,Ceratopsidae,Late Campanian,-112.98950200,49.91750000,-80.27037154,55.12695192
541,542,Ceratopsidae,Late Campanian,-112.98950200,49.91750000,-80.27037154,55.12695192
542,543,Ceratopsidae,Late Campanian,-112.99836000,49.91576000,-80.28078459,55.12661732
543,544,Ceratopsidae,Late Campanian,-113.00800300,50.18949900,-80.17680041,55.39393778
544,545,Ceratopsidae,Late Campanian,-112.65000200,48.96659900,-80.20773035,54.13544194
545,546,Ceratopsidae,Late Campanian,-112.65000200,48.96659900,-80.20773035,54.13544194
546,547,Ceratopsidae,Late Campanian,-112.70839700,48.96460000,-80.27210086,54.14263307
547,548,Ceratopsidae,Late Campanian,-112.66439800,48.96460000,-80.22421056,54.13575240
548,549,Ceratopsidae,Late Campanian,-113.75000000,48.63000100,-81.54267497,53.97946927
549,550,Ceratopsidae,Late Campanian,-112.65000200,48.96659900,-80.20773035,54.13544194
550,551,Ceratopsidae,Late Campanian,-112.65000200,48.96659900,-80.20773035,54.13544194
551,552,Ceratopsidae,Late Campanian,-112.64240300,48.93550100,-80.21210026,54.10405039
552,553,Ceratopsidae,Late Campanian,-112.64240300,48.93550100,-80.21210026,54.10405039
553,554,Ceratopsidae,Late Campanian,-112.64201400,48.97082100,-80.19731994,54.13829264
554,555,Ceratopsidae,Late Campanian,-119.10810100,55.06390000,-84.69640103,61.03183427
555,556,Ceratopsidae,Late Campanian,-119.55170400,55.06863800,-85.20151847,61.10133875
556,557,Ceratopsidae,Late Campanian,-119.52601600,55.08131000,-85.16540119,61.10984147
557,558,Ceratopsidae,Late Campanian,-108.84674100,40.03162800,-79.20667852,44.82410832
558,559,Ceratopsidae,Late Campanian,-108.86666900,44.98333400,-77.67600779,49.68619852
559,560,Ceratopsidae,Late Campanian,-110.44999700,48.99972200,-77.88597070,53.84297147
560,561,Ceratopsidae,Late Campanian,-110.59330000,49.11280100,-77.99511484,53.97515359
561,562,Ceratopsidae,Late Campanian,-112.95829800,51.74639900,-79.44021930,56.89613968
562,563,Ceratopsidae,Late Campanian,-111.40917200,50.74884000,-78.19208480,55.68964471
563,564,Ceratopsidae,Late Campanian,-111.60805500,50.81499900,-78.37966386,55.78470925
564,565,Hadrosauridae,Late Campanian,-103.33333600,29.66666800,-76.02274483,33.80696587
565,566,Hadrosauridae,Late Campanian,-103.33667000,28.92138900,-76.18811399,33.07456728
566,567,Hadrosauridae,Late Campanian,-103.44558000,28.61947300,-76.36481298,32.79479313
567,568,Hadrosauridae,Late Campanian,-103.44558000,28.61947300,-76.36481298,32.79479313
568,569,Hadrosauridae,Late Campanian,-103.44558000,28.61947300,-76.36481298,32.79479313
569,570,Hadrosauridae,Late Campanian,-103.41321600,28.94736100,-76.26116612,33.11220635
570,571,Hadrosauridae,Late Campanian,-103.44558000,28.61947300,-76.36481298,32.79479313
571,572,Hadrosauridae,Late Campanian,-103.44558000,28.61947300,-76.36481298,32.79479313
572,573,Hadrosauridae,Late Campanian,-103.44558000,28.61947300,-76.36481298,32.79479313
573,574,Hadrosauridae,Late Campanian,-103.51667000,29.31666800,-76.28761160,33.49176568
574,575,Hadrosauridae,Late Campanian,-103.19999700,29.20000100,-75.98745453,33.32696675
575,576,Hadrosauridae,Late Campanian,-103.25000000,29.25000000,-76.02797897,33.38404935
576,577,Hadrosauridae,Late Campanian,-103.55000300,29.20000100,-76.34718606,33.38228808
577,578,Hadrosauridae,Late Campanian,-103.36669900,28.90000000,-76.22357269,33.05827467
578,579,Hadrosauridae,Late Campanian,-103.16987600,29.10479200,-75.97714860,33.22856707
579,580,Hadrosauridae,Late Campanian,-103.16987600,29.10479200,-75.97714860,33.22856707
580,581,Hadrosauridae,Late Campanian,-103.16987600,29.10479200,-75.97714860,33.22856707
581,582,Hadrosauridae,Late Campanian,-103.16987600,29.10479200,-75.97714860,33.22856707
582,583,Hadrosauridae,Late Campanian,-103.33667000,28.92138900,-76.18811399,33.07456728
583,584,Hadrosauridae,Late Campanian,-103.56562000,29.22855400,-76.35705804,33.41283537
584,585,Hadrosauridae,Late Campanian,-103.16987600,29.10479200,-75.97714860,33.22856707
585,586,Hadrosauridae,Late Campanian,-103.36669900,28.90000000,-76.22357269,33.05827467
586,587,Hadrosauridae,Late Campanian,-108.76380200,41.68700000,-78.62397805,46.45036373
587,588,Hadrosauridae,Late Campanian,-109.19670100,41.77800000,-79.05586466,46.60642888
588,589,Hadrosauridae,Late Campanian,-108.74333200,41.62444300,-78.62111963,46.38599443
589,590,Hadrosauridae,Late Campanian,-109.13870200,41.86729800,-78.96728091,46.68481226
590,591,Hadrosauridae,Late Campanian,-109.60166900,46.25750000,-78.01567172,51.04295221
591,592,Hadrosauridae,Late Campanian,-109.12916600,45.82333400,-77.66454872,50.54614665
592,593,Hadrosauridae,Late Campanian,-109.31783300,46.28562900,-77.70163374,51.02605210
593,594,Hadrosauridae,Late Campanian,-109.60166900,46.25750000,-78.01567172,51.04295221
594,595,Hadrosauridae,Late Campanian,-110.48580200,49.36010000,-77.77815406,54.19851056
595,596,Hadrosauridae,Late Campanian,-112.89800300,49.52019900,-80.33396297,54.72693637
596,597,Hadrosauridae,Late Campanian,-110.50882700,49.34236500,-77.81030916,54.18488836
