FID,POINTID,record_type,flags,lng,lat,lng_rot,lat_rot
283,284,Ceratopsidae,Late Maastrichtian,-106.89656100,47.61391100,-79.54778545,53.32985101
284,285,Ceratopsidae,Late Maastrichtian,-106.89656100,47.61391100,-79.54778545,53.32985101
285,286,Ceratopsidae,Late Maastrichtian,-105.30000300,45.38333100,-78.70315430,50.89800908
286,287,Ceratopsidae,Late Maastrichtian,-107.11555500,47.54666500,-79.81529477,53.30148564
287,288,Ceratopsidae,Late Maastrichtian,-106.09999800,47.79999900,-78.60026346,53.37557407
288,289,Ceratopsidae,Late Maastrichtian,-106.19472500,47.55527900,-78.80633789,53.15474863
289,290,Ceratopsidae,Late Maastrichtian,-103.90000200,45.83333200,-77.01968887,51.09585843
290,291,Ceratopsidae,Late Maastrichtian,-104.02111100,46.46638900,-76.89854730,51.72996555
291,292,Ceratopsidae,Late Maastrichtian,-107.11555500,47.54666500,-79.81529477,53.30148564
292,293,Ceratopsidae,Late Maastrichtian,-107.33667000,47.65694400,-80.01143284,53.44535240
293,294,Ceratopsidae,Late Maastrichtian,-106.95469700,47.60870000,-79.61351954,53.33457283
294,295,Ceratopsidae,Late Maastrichtian,-107.01889800,47.53620100,-79.71391849,53.27513473
295,296,Ceratopsidae,Late Maastrichtian,-105.08000200,45.66000000,-78.35903260,51.12916608
296,297,Ceratopsidae,Late Maastrichtian,-105.07861300,45.67833300,-78.35043414,51.14671413
297,298,Ceratopsidae,Late Maastrichtian,-112.93525700,51.95325100,-84.30325816,58.51895075
298,299,Ceratopsidae,Late Maastrichtian,-112.78333300,51.84027900,-84.18651182,58.38545734
299,300,Ceratopsidae,Late Maastrichtian,-104.36666900,43.29999900,-78.46342353,48.71587235
300,301,Ceratopsidae,Late Maastrichtian,-108.64859800,41.56829800,-83.67024445,47.73827362
301,302,Ceratopsidae,Late Maastrichtian,-104.53333300,43.18333400,-78.68333254,48.63064919
302,303,Ceratopsidae,Late Maastrichtian,-104.56670400,43.15000200,-78.73084624,48.60387579
303,304,Ceratopsidae,Late Maastrichtian,-104.50000000,43.00000000,-78.71175573,48.44666629
304,305,Ceratopsidae,Late Maastrichtian,-104.53330200,43.23329900,-78.66572935,48.67924219
305,306,Ceratopsidae,Late Maastrichtian,-104.53330200,43.16669800,-78.68914172,48.61446242
306,307,Ceratopsidae,Late Maastrichtian,-104.50000000,43.00000000,-78.71175573,48.44666629
307,308,Ceratopsidae,Late Maastrichtian,-104.50000000,43.00000000,-78.71175573,48.44666629
308,309,Ceratopsidae,Late Maastrichtian,-104.55999800,47.79000100,-76.93247535,53.10325219
309,310,Ceratopsidae,Late Maastrichtian,-111.83055900,37.57916600,-88.29787768,44.33176361
310,311,Ceratopsidae,Late Maastrichtian,-104.63700100,43.11632900,-78.81809922,48.58301234
311,312,Ceratopsidae,Late Maastrichtian,-104.19780000,41.90779900,-78.76172507,47.33244440
312,313,Ceratopsidae,Late Maastrichtian,-104.19780000,41.90779900,-78.76172507,47.33244440
313,314,Ceratopsidae,Late Maastrichtian,-104.19780000,41.90779900,-78.76172507,47.33244440
314,315,Ceratopsidae,Late Maastrichtian,-104.37120100,41.73460000,-79.00506265,47.19306685
315,316,Ceratopsidae,Late Maastrichtian,-104.48200200,43.34940000,-78.56970943,48.78346576
316,317,Ceratopsidae,Late Maastrichtian,-108.68699600,41.55350100,-83.71670755,47.73003385
317,318,Ceratopsidae,Late Maastrichtian,-104.45727500,42.19590400,-78.94230891,47.65685004
318,319,Ceratopsidae,Late Maastrichtian,-104.55305500,43.15778000,-78.71346944,48.60913156
319,320,Ceratopsidae,Late Maastrichtian,-104.64426400,43.19197800,-78.79936581,48.65782872
320,321,Ceratopsidae,Late Maastrichtian,-104.64936100,43.23053700,-78.79128610,48.69619712
321,322,Ceratopsidae,Late Maastrichtian,-104.62846400,43.23772800,-78.76632002,48.69965653
322,323,Ceratopsidae,Late Maastrichtian,-104.55104100,43.18125900,-78.70306499,48.63162860
323,324,Ceratopsidae,Late Maastrichtian,-101.19999700,45.75027800,-74.16577326,50.54736475
324,325,Ceratopsidae,Late Maastrichtian,-105.23860900,42.64860900,-79.62640575,48.22922672
325,326,Ceratopsidae,Late Maastrichtian,-104.60369100,43.27409000,-78.72691925,48.73083164
326,327,Ceratopsidae,Late Maastrichtian,-104.66834300,43.28355000,-78.79300486,48.75097125
327,328,Ceratopsidae,Late Maastrichtian,-104.70717600,43.13935100,-78.88537440,48.61727217
328,329,Ceratopsidae,Late Maastrichtian,-106.98471800,41.78638800,-81.79717317,47.67951125
329,330,Ceratopsidae,Late Maastrichtian,-104.66241500,43.29844700,-78.78138748,48.76445765
330,331,Ceratopsidae,Late Maastrichtian,-104.62450400,43.25574100,-78.75572809,48.71650689
331,332,Ceratopsidae,Late Maastrichtian,-104.65797400,43.20004700,-78.81125119,48.66799633
332,333,Ceratopsidae,Late Maastrichtian,-104.54759200,43.21918500,-78.68603230,48.66793393
333,334,Ceratopsidae,Late Maastrichtian,-104.54759200,43.21918500,-78.68603230,48.66793393
334,335,Ceratopsidae,Late Maastrichtian,-104.55388600,43.21361200,-78.69474756,48.66357888
335,336,Ceratopsidae,Late Maastrichtian,-104.55388600,43.21361200,-78.69474756,48.66357888
336,337,Ceratopsidae,Late Maastrichtian,-104.55305500,43.15778000,-78.71346944,48.60913156
337,338,Ceratopsidae,Late Maastrichtian,-104.56308700,43.13201100,-78.73327351,48.58576324
338,339,Ceratopsidae,Late Maastrichtian,-104.47650900,43.16466500,-78.62891803,48.60286802
339,340,Ceratopsidae,Late Maastrichtian,-104.47911800,43.15728800,-78.63430725,48.59613453
340,341,Ceratopsidae,Late Maastrichtian,-104.46646900,43.20924800,-78.60247657,48.64453044
341,342,Ceratopsidae,Late Maastrichtian,-104.46347800,43.19329500,-78.60487795,48.62850753
342,343,Ceratopsidae,Late Maastrichtian,-104.47390700,43.18830500,-78.61782109,48.62542076
343,344,Ceratopsidae,Late Maastrichtian,-104.54439500,43.15831000,-78.70399003,48.60818127
344,345,Ceratopsidae,Late Maastrichtian,-104.41999800,43.31195100,-78.51641197,48.73653824
345,346,Ceratopsidae,Late Maastrichtian,-104.51444200,43.18361300,-78.66296280,48.62772207
346,347,Ceratopsidae,Late Maastrichtian,-104.61055800,43.48888800,-78.65828301,48.94088421
347,348,Ceratopsidae,Late Maastrichtian,-104.36638600,43.30166600,-78.46253115,48.71744545
348,349,Ceratopsidae,Late Maastrichtian,-104.56670400,43.06670000,-78.76002099,48.52284222
349,350,Ceratopsidae,Late Maastrichtian,-104.58329800,43.11669900,-78.76032933,48.57428834
350,351,Ceratopsidae,Late Maastrichtian,-104.65000200,43.26670100,-78.77924584,48.73148082
351,352,Ceratopsidae,Late Maastrichtian,-104.53330200,43.28329800,-78.64811350,48.72787082
352,353,Ceratopsidae,Late Maastrichtian,-104.41159800,43.44179900,-78.46141022,48.86137888
353,354,Ceratopsidae,Late Maastrichtian,-104.19239800,45.48207100,-77.47081497,50.80537803
354,355,Ceratopsidae,Late Maastrichtian,-104.49481200,43.42228700,-78.55764549,48.85651429
355,356,Ceratopsidae,Late Maastrichtian,-104.19239800,45.48207100,-77.47081497,50.80537803
356,357,Ceratopsidae,Late Maastrichtian,-103.69960000,45.39339800,-76.97534917,50.63497996
357,358,Ceratopsidae,Late Maastrichtian,-103.72010000,45.40790200,-76.99176963,50.65256189
358,359,Ceratopsidae,Late Maastrichtian,-103.50429500,45.51633800,-76.71822428,50.72062829
359,360,Ceratopsidae,Late Maastrichtian,-104.55305500,43.15778000,-78.71346944,48.60913156
360,361,Ceratopsidae,Late Maastrichtian,-105.85444600,42.88277800,-80.20885043,48.56039184
361,362,Ceratopsidae,Late Maastrichtian,-104.19239800,45.48207100,-77.47081497,50.80537803
362,363,Ceratopsidae,Late Maastrichtian,-103.96659900,45.39339800,-77.26216068,50.68074886
363,364,Ceratopsidae,Late Maastrichtian,-103.84240000,45.46110200,-77.10260058,50.72512448
364,365,Ceratopsidae,Late Maastrichtian,-104.49166900,40.38639100,-79.57178791,45.89922760
365,366,Ceratopsidae,Late Maastrichtian,-105.39444700,42.58444200,-79.81592413,48.19290376
366,367,Ceratopsidae,Late Maastrichtian,-104.64711800,43.12186400,-78.82702084,48.59010759
367,368,Ceratopsidae,Late Maastrichtian,-104.64518700,43.12080800,-78.82531782,48.58875379
368,369,Ceratopsidae,Late Maastrichtian,-104.91111000,43.14444400,-79.10265448,48.65666385
369,370,Ceratopsidae,Late Maastrichtian,-104.60840600,43.23786200,-78.74473888,48.69639308
370,371,Ceratopsidae,Late Maastrichtian,-104.57225800,43.22759200,-78.70954913,48.68028637
371,372,Ceratopsidae,Late Maastrichtian,-104.60540800,43.17866500,-78.76232842,48.63830597
372,373,Ceratopsidae,Late Maastrichtian,-106.86055800,40.28527800,-82.14266952,46.19409460
373,374,Ceratopsidae,Late Maastrichtian,-104.33319100,40.66996000,-79.31222208,46.14910410
374,375,Ceratopsidae,Late Maastrichtian,-104.76239800,40.90840100,-79.69419934,46.45375684
375,376,Ceratopsidae,Late Maastrichtian,-104.11888900,39.85722400,-79.34067698,45.32031836
376,377,Ceratopsidae,Late Maastrichtian,-105.18360900,39.84472300,-80.48070829,45.48650741
377,378,Ceratopsidae,Late Maastrichtian,-105.13510100,39.94089900,-80.39901089,45.57229439
378,379,Ceratopsidae,Late Maastrichtian,-105.22838600,39.75088500,-80.55758608,45.40236556
379,380,Ceratopsidae,Late Maastrichtian,-104.15820300,40.75975400,-79.09662602,46.20715259
380,381,Ceratopsidae,Late Maastrichtian,-107.19222300,33.15416700,-84.47045247,39.26500545
381,382,Ceratopsidae,Late Maastrichtian,-107.19222300,33.15416700,-84.47045247,39.26500545
382,383,Ceratopsidae,Late Maastrichtian,-107.19222300,33.15416700,-84.47045247,39.26500545
383,384,Ceratopsidae,Late Maastrichtian,-107.19222300,33.15416700,-84.47045247,39.26500545
384,385,Ceratopsidae,Late Maastrichtian,-107.19222300,33.15416700,-84.47045247,39.26500545
385,386,Ceratopsidae,Late Maastrichtian,-107.19222300,33.15416700,-84.47045247,39.26500545
386,387,Ceratopsidae,Late Maastrichtian,-107.00000000,41.79999900,-81.80921370,47.69530288
387,388,Ceratopsidae,Late Maastrichtian,-106.62278000,41.83499900,-81.39049591,47.66718894
388,389,Ceratopsidae,Late Maastrichtian,-111.25430300,39.22810000,-87.20948904,45.85908111
389,390,Ceratopsidae,Late Maastrichtian,-111.25430300,39.21360000,-87.21367324,45.84487700
390,391,Ceratopsidae,Late Maastrichtian,-111.10639200,39.28889100,-87.03077441,45.89557182
391,392,Ceratopsidae,Late Maastrichtian,-108.08419800,36.34389900,-84.59017471,42.53215142
392,393,Ceratopsidae,Late Maastrichtian,-108.02666500,36.30416900,-84.53928026,42.48399070
393,394,Ceratopsidae,Late Maastrichtian,-108.00000000,36.31416700,-84.50802617,42.48951094
394,395,Ceratopsidae,Late Maastrichtian,-108.01694500,36.32472200,-84.52332196,42.50257315
395,396,Ceratopsidae,Late Maastrichtian,-108.03111300,36.32305500,-84.53894538,42.50321221
396,397,Ceratopsidae,Late Maastrichtian,-108.00000000,36.31416700,-84.50802617,42.48951094
397,398,Ceratopsidae,Late Maastrichtian,-108.89250200,36.23694200,-85.48571739,42.55627220
398,399,Ceratopsidae,Late Maastrichtian,-108.08419800,36.34389900,-84.59017471,42.53215142
399,400,Ceratopsidae,Late Maastrichtian,-104.51696800,37.11803400,-80.57938514,42.71126041
400,401,Ceratopsidae,Late Maastrichtian,-107.40000200,49.40000200,-79.32343087,55.14207207
401,402,Ceratopsidae,Late Maastrichtian,-106.38330100,49.36666900,-78.22314318,54.93788724
402,403,Ceratopsidae,Late Maastrichtian,-106.38330100,49.36666900,-78.22314318,54.93788724
403,404,Ceratopsidae,Late Maastrichtian,-113.12460300,52.32840000,-84.33014914,58.91143680
404,405,Ceratopsidae,Late Maastrichtian,-113.00540200,51.89189900,-84.41375184,58.47097695
405,406,Ceratopsidae,Late Maastrichtian,-113.02890000,51.90639900,-84.43331993,58.48874844
406,407,Ceratopsidae,Late Maastrichtian,-112.94660200,51.91370000,-84.33590409,58.48258774
407,408,Ceratopsidae,Late Maastrichtian,-125.82917000,64.55555700,-90.70578525,72.53956016
408,409,Hadrosauridae,Late Maastrichtian,-105.03666700,39.83666600,-80.32616107,45.45412966
409,410,Hadrosauridae,Late Maastrichtian,-105.11027500,39.86750000,-80.39526215,45.49651043
410,411,Hadrosauridae,Late Maastrichtian,-105.03167000,39.60111200,-80.39353083,45.22335279
411,412,Hadrosauridae,Late Maastrichtian,-101.22583000,27.75444400,-79.49441796,32.98373927
412,413,Hadrosauridae,Late Maastrichtian,-106.87631200,41.93987700,-81.62956484,47.81132437
413,414,Hadrosauridae,Late Maastrichtian,-107.00000000,41.79999900,-81.80921370,47.69530288
414,415,Hadrosauridae,Late Maastrichtian,-106.87631200,41.93987700,-81.62956484,47.81132437
415,416,Hadrosauridae,Late Maastrichtian,-106.89023600,41.93475300,-81.64629540,47.80862472
416,417,Hadrosauridae,Late Maastrichtian,-106.89173100,41.94062000,-81.64597304,47.81459227
417,418,Hadrosauridae,Late Maastrichtian,-106.88062300,41.93874400,-81.63459504,47.81093073
418,419,Hadrosauridae,Late Maastrichtian,-106.88109600,41.93524200,-81.63626220,47.80759394
419,420,Hadrosauridae,Late Maastrichtian,-106.88224000,41.93532600,-81.63747004,47.80786455
420,421,Hadrosauridae,Late Maastrichtian,-106.87631200,41.93987700,-81.62956484,47.81132437
421,422,Hadrosauridae,Late Maastrichtian,-106.87631200,41.93987700,-81.62956484,47.81132437
422,423,Hadrosauridae,Late Maastrichtian,-106.89241000,41.93975800,-81.64699105,47.81386372
423,424,Hadrosauridae,Late Maastrichtian,-106.88224000,41.93532600,-81.63747004,47.80786455
424,425,Hadrosauridae,Late Maastrichtian,-106.88224000,41.93532600,-81.63747004,47.80786455
425,426,Hadrosauridae,Late Maastrichtian,-108.40000200,49.29999900,-80.47089477,55.21299900
426,427,Hadrosauridae,Late Maastrichtian,-108.81666600,49.51666600,-80.83439573,55.49181051
427,428,Hadrosauridae,Late Maastrichtian,-110.54972100,49.00000000,-82.99048384,55.27694764
428,429,Hadrosauridae,Late Maastrichtian,-110.54972100,49.00000000,-82.99048384,55.27694764
429,430,Hadrosauridae,Late Maastrichtian,-107.38333100,47.63333100,-80.07239816,53.43028850
430,431,Hadrosauridae,Late Maastrichtian,-103.30000300,46.09999800,-76.26993159,51.25100594
431,432,Hadrosauridae,Late Maastrichtian,-107.13330100,47.54999900,-79.83332521,53.30769066
432,433,Hadrosauridae,Late Maastrichtian,-106.98329900,47.51670100,-79.68309614,53.25027133
433,434,Hadrosauridae,Late Maastrichtian,-107.09999800,47.54999900,-79.79688853,53.30210619
434,435,Hadrosauridae,Late Maastrichtian,-107.09999800,47.56670000,-79.78994153,53.31828318
435,436,Hadrosauridae,Late Maastrichtian,-107.09999800,47.56670000,-79.78994153,53.31828318
436,437,Hadrosauridae,Late Maastrichtian,-106.40000200,47.51670100,-79.04618891,53.15208158
437,438,Hadrosauridae,Late Maastrichtian,-106.40000200,47.51670100,-79.04618891,53.15208158
438,439,Hadrosauridae,Late Maastrichtian,-106.30000300,47.58330200,-78.90935659,53.19967547
439,440,Hadrosauridae,Late Maastrichtian,-107.25000000,47.54999900,-79.96104874,53.32724558
440,441,Hadrosauridae,Late Maastrichtian,-106.43329600,47.59999800,-79.04772455,53.23835069
441,442,Hadrosauridae,Late Maastrichtian,-106.91670200,47.06670000,-79.79543033,52.80308383
442,443,Hadrosauridae,Late Maastrichtian,-106.26670100,47.59999800,-78.86607007,53.21021020
443,444,Hadrosauridae,Late Maastrichtian,-106.28330200,47.59999800,-78.88416555,53.21301628
444,445,Hadrosauridae,Late Maastrichtian,-107.05000300,47.51670100,-79.75603844,53.26146595
445,446,Hadrosauridae,Late Maastrichtian,-107.00000000,47.51670100,-79.70135698,53.25307484
446,447,Hadrosauridae,Late Maastrichtian,-106.18329600,47.86669900,-78.66281048,53.45422444
447,448,Hadrosauridae,Late Maastrichtian,-106.18329600,47.86669900,-78.66281048,53.45422444
448,449,Hadrosauridae,Late Maastrichtian,-106.09999800,47.79999900,-78.60026346,53.37557407
449,450,Hadrosauridae,Late Maastrichtian,-101.50000000,46.90000200,-74.02033924,51.71203241
450,451,Hadrosauridae,Late Maastrichtian,-101.50000000,46.90000200,-74.02033924,51.71203241
451,452,Hadrosauridae,Late Maastrichtian,-107.00000000,47.59999800,-79.66668932,53.33375329
452,453,Hadrosauridae,Late Maastrichtian,-107.00000000,47.59999800,-79.66668932,53.33375329
453,454,Hadrosauridae,Late Maastrichtian,-103.50222000,46.41305500,-76.36184167,51.58904262
454,455,Hadrosauridae,Late Maastrichtian,-103.50222000,46.41305500,-76.36184167,51.58904262
455,456,Hadrosauridae,Late Maastrichtian,-103.50222000,46.41305500,-76.36184167,51.58904262
456,457,Hadrosauridae,Late Maastrichtian,-103.50222000,46.41305500,-76.36184167,51.58904262
457,458,Hadrosauridae,Late Maastrichtian,-103.50222000,46.41305500,-76.36184167,51.58904262
458,459,Hadrosauridae,Late Maastrichtian,-103.50222000,46.41305500,-76.36184167,51.58904262
459,460,Hadrosauridae,Late Maastrichtian,-103.50222000,46.41305500,-76.36184167,51.58904262
460,461,Hadrosauridae,Late Maastrichtian,-106.09999800,47.79999900,-78.60026346,53.37557407
461,462,Hadrosauridae,Late Maastrichtian,-106.18879700,47.93972000,-78.63780454,53.52580882
462,463,Hadrosauridae,Late Maastrichtian,-108.22361000,47.34055700,-81.11539049,53.28648214
463,464,Hadrosauridae,Late Maastrichtian,-101.96788000,45.05366500,-75.25377955,50.00653571
464,465,Hadrosauridae,Late Maastrichtian,-106.22777600,47.69583100,-78.78343517,53.29639279
465,466,Hadrosauridae,Late Maastrichtian,-102.49749800,45.13583400,-75.78721367,50.17804990
466,467,Hadrosauridae,Late Maastrichtian,-103.96170000,45.94879900,-77.04067421,51.21834731
467,468,Hadrosauridae,Late Maastrichtian,-103.96170000,45.94879900,-77.04067421,51.21834731
468,469,Hadrosauridae,Late Maastrichtian,-103.75389900,45.97769900,-76.80582751,51.21067764
469,470,Hadrosauridae,Late Maastrichtian,-103.76689900,46.02640200,-76.80055992,51.26010081
470,471,Hadrosauridae,Late Maastrichtian,-103.76689900,46.02640200,-76.80055992,51.26010081
471,472,Hadrosauridae,Late Maastrichtian,-103.76689900,46.02640200,-76.80055992,51.26010081
472,473,Hadrosauridae,Late Maastrichtian,-103.76689900,46.02640200,-76.80055992,51.26010081
473,474,Hadrosauridae,Late Maastrichtian,-103.76689900,46.02640200,-76.80055992,51.26010081
474,475,Hadrosauridae,Late Maastrichtian,-103.76689900,46.02640200,-76.80055992,51.26010081
475,476,Hadrosauridae,Late Maastrichtian,-103.83699800,46.18030200,-76.81488479,51.42124502
476,477,Hadrosauridae,Late Maastrichtian,-103.93969700,46.40639900,-76.83500663,51.65788554
477,478,Hadrosauridae,Late Maastrichtian,-103.96440100,46.38190100,-76.87143358,51.63840278
478,479,Hadrosauridae,Late Maastrichtian,-103.77459700,46.20920200,-76.73626456,51.43851531
479,480,Hadrosauridae,Late Maastrichtian,-103.96440100,46.38190100,-76.87143358,51.63840278
480,481,Hadrosauridae,Late Maastrichtian,-104.02330000,46.44979900,-76.90757974,51.71427498
481,482,Hadrosauridae,Late Maastrichtian,-104.02330000,46.46429800,-76.90174634,51.72831642
482,483,Hadrosauridae,Late Maastrichtian,-103.89790300,46.33400000,-76.81905688,51.58058639
483,484,Hadrosauridae,Late Maastrichtian,-103.89790300,46.33400000,-76.81905688,51.58058639
484,485,Hadrosauridae,Late Maastrichtian,-103.89790300,46.33400000,-76.81905688,51.58058639
485,486,Hadrosauridae,Late Maastrichtian,-103.89790300,46.33400000,-76.81905688,51.58058639
486,487,Hadrosauridae,Late Maastrichtian,-104.00240300,46.46429800,-76.87924204,51.72472802
487,488,Hadrosauridae,Late Maastrichtian,-104.00240300,46.46429800,-76.87924204,51.72472802
488,489,Hadrosauridae,Late Maastrichtian,-104.00240300,46.46429800,-76.87924204,51.72472802
489,490,Hadrosauridae,Late Maastrichtian,-104.00240300,46.46429800,-76.87924204,51.72472802
490,491,Hadrosauridae,Late Maastrichtian,-103.89790300,46.36290000,-76.80747703,51.60857677
491,492,Hadrosauridae,Late Maastrichtian,-103.89790300,46.36290000,-76.80747703,51.60857677
492,493,Hadrosauridae,Late Maastrichtian,-103.89790300,46.36290000,-76.80747703,51.60857677
493,494,Hadrosauridae,Late Maastrichtian,-103.89790300,46.36290000,-76.80747703,51.60857677
494,495,Hadrosauridae,Late Maastrichtian,-103.89790300,46.36290000,-76.80747703,51.60857677
495,496,Hadrosauridae,Late Maastrichtian,-103.94609800,45.93903000,-77.02773759,51.20620397
496,497,Hadrosauridae,Late Maastrichtian,-103.94609800,45.93903000,-77.02773759,51.20620397
497,498,Hadrosauridae,Late Maastrichtian,-106.09999800,47.79999900,-78.60026346,53.37557407
498,499,Hadrosauridae,Late Maastrichtian,-101.62629700,45.53089900,-74.70543632,50.40944854
499,500,Hadrosauridae,Late Maastrichtian,-105.39920000,48.06309900,-77.72564121,53.51091485
500,501,Hadrosauridae,Late Maastrichtian,-106.69819600,47.63769900,-79.32109465,53.31951377
501,502,Hadrosauridae,Late Maastrichtian,-107.16840400,47.53749800,-79.87693178,53.30146551
502,503,Hadrosauridae,Late Maastrichtian,-106.75784300,47.57453200,-79.41263193,53.26838778
503,504,Hadrosauridae,Late Maastrichtian,-107.00000000,47.59999800,-79.66668932,53.33375329
504,505,Hadrosauridae,Late Maastrichtian,-100.63009600,46.08689900,-73.42661624,50.77308314
505,506,Hadrosauridae,Late Maastrichtian,-106.20361300,47.75055700,-78.73405508,53.34527137
506,507,Hadrosauridae,Late Maastrichtian,-107.00000000,47.59999800,-79.66668932,53.33375329
507,508,Hadrosauridae,Late Maastrichtian,-103.45166800,45.06277800,-76.83597005,50.27176599
508,509,Hadrosauridae,Late Maastrichtian,-106.80305500,46.37583200,-79.94866023,52.11413440
509,510,Hadrosauridae,Late Maastrichtian,-103.94636500,46.28688400,-76.89005902,51.54327442
510,511,Hadrosauridae,Late Maastrichtian,-106.89656100,47.61391100,-79.54778545,53.32985101
511,512,Hadrosauridae,Late Maastrichtian,-106.89656100,47.61391100,-79.54778545,53.32985101
512,513,Hadrosauridae,Late Maastrichtian,-105.30000300,45.38333100,-78.70315430,50.89800908
513,514,Hadrosauridae,Late Maastrichtian,-104.02111100,46.46638900,-76.89854730,51.72996555
514,515,Hadrosauridae,Late Maastrichtian,-104.02111100,46.46638900,-76.89854730,51.72996555
515,516,Hadrosauridae,Late Maastrichtian,-107.33667000,47.65694400,-80.01143284,53.44535240
516,517,Hadrosauridae,Late Maastrichtian,-107.11555500,47.54666500,-79.81529477,53.30148564
517,518,Hadrosauridae,Late Maastrichtian,-103.87426800,46.50389500,-76.72533617,51.74105432
518,519,Hadrosauridae,Late Maastrichtian,-107.38059200,46.24066900,-80.63199423,52.07942262
519,520,Hadrosauridae,Late Maastrichtian,-106.11434900,47.77619900,-78.62595626,53.35497396
520,521,Hadrosauridae,Late Maastrichtian,-106.56990100,47.63769900,-79.18101051,53.29789625
521,522,Hadrosauridae,Late Maastrichtian,-105.08000200,45.66000000,-78.35903260,51.12916608
522,523,Hadrosauridae,Late Maastrichtian,-103.43430300,29.33456600,-81.42897113,34.90335432
523,524,Hadrosauridae,Late Maastrichtian,-103.43430300,29.33456600,-81.42897113,34.90335432
524,525,Hadrosauridae,Late Maastrichtian,-79.00000000,73.50000000,-27.86539974,71.91052036
525,526,Hadrosauridae,Late Maastrichtian,-104.36666900,43.29999900,-78.46342353,48.71587235
526,527,Hadrosauridae,Late Maastrichtian,-108.66780100,41.56829800,-83.69110324,47.74137853
527,528,Hadrosauridae,Late Maastrichtian,-104.53333300,43.18333400,-78.68333254,48.63064919
528,529,Hadrosauridae,Late Maastrichtian,-104.56670400,43.15000200,-78.73084624,48.60387579
529,530,Hadrosauridae,Late Maastrichtian,-104.50000000,43.00000000,-78.71175573,48.44666629
530,531,Hadrosauridae,Late Maastrichtian,-104.53330200,43.23329900,-78.66572935,48.67924219
531,532,Hadrosauridae,Late Maastrichtian,-104.50000000,43.00000000,-78.71175573,48.44666629
532,533,Hadrosauridae,Late Maastrichtian,-104.69777700,43.36861000,-78.79459507,48.83867862
533,534,Hadrosauridae,Late Maastrichtian,-104.48333000,43.04999900,-78.67641230,48.49248436
534,535,Hadrosauridae,Late Maastrichtian,-111.83055900,37.57916600,-88.29787768,44.33176361
535,536,Hadrosauridae,Late Maastrichtian,-111.83055900,37.57916600,-88.29787768,44.33176361
536,537,Hadrosauridae,Late Maastrichtian,-104.63700100,43.11632900,-78.81809922,48.58301234
537,538,Hadrosauridae,Late Maastrichtian,-104.57415000,43.31161100,-78.68197173,48.76232350
538,539,Hadrosauridae,Late Maastrichtian,-104.19780000,41.90779900,-78.76172507,47.33244440
539,540,Hadrosauridae,Late Maastrichtian,-104.19780000,41.90779900,-78.76172507,47.33244440
540,541,Hadrosauridae,Late Maastrichtian,-104.37120100,41.73460000,-79.00506265,47.19306685
541,542,Hadrosauridae,Late Maastrichtian,-104.48200200,43.34940000,-78.56970943,48.78346576
542,543,Hadrosauridae,Late Maastrichtian,-104.91111000,43.16611100,-79.09506700,48.67774343
543,544,Hadrosauridae,Late Maastrichtian,-104.59130100,43.26950100,-78.71523487,48.72427137
544,545,Hadrosauridae,Late Maastrichtian,-109.17749800,44.09416600,-83.39613514,50.28740507
545,546,Hadrosauridae,Late Maastrichtian,-103.92379800,45.92810100,-77.00805338,51.19178705
546,547,Hadrosauridae,Late Maastrichtian,-104.53140300,43.34130100,-78.62559648,48.78395906
547,548,Hadrosauridae,Late Maastrichtian,-101.19999700,45.75027800,-74.16577326,50.54736475
548,549,Hadrosauridae,Late Maastrichtian,-104.61055800,43.48888800,-78.65828301,48.94088421
549,550,Hadrosauridae,Late Maastrichtian,-104.61055800,43.48888800,-78.65828301,48.94088421
550,551,Hadrosauridae,Late Maastrichtian,-108.80100300,45.04100000,-82.64199755,51.14791293
551,552,Hadrosauridae,Late Maastrichtian,-101.48069800,45.66830100,-74.49661409,50.51708914
552,553,Hadrosauridae,Late Maastrichtian,-104.58329800,43.11669900,-78.76032933,48.57428834
553,554,Hadrosauridae,Late Maastrichtian,-104.61669900,43.26670100,-78.74348828,48.72584627
554,555,Hadrosauridae,Late Maastrichtian,-104.65000200,43.26670100,-78.77924584,48.73148082
555,556,Hadrosauridae,Late Maastrichtian,-104.53330200,43.28329800,-78.64811350,48.72787082
556,557,Hadrosauridae,Late Maastrichtian,-104.58329800,43.15000200,-78.74865552,48.60668384
557,558,Hadrosauridae,Late Maastrichtian,-104.59999800,43.26670100,-78.72555808,48.72302000
558,559,Hadrosauridae,Late Maastrichtian,-105.53389000,42.96666700,-79.83449948,48.58840342
559,560,Hadrosauridae,Late Maastrichtian,-101.38995400,45.67255000,-74.39839784,50.50534616
560,561,Hadrosauridae,Late Maastrichtian,-104.91735100,45.10366100,-78.39638035,50.56170864
561,562,Hadrosauridae,Late Maastrichtian,-104.19239800,45.48207100,-77.47081497,50.80537803
562,563,Hadrosauridae,Late Maastrichtian,-103.97701300,45.32663300,-77.29900971,50.61777903
563,564,Hadrosauridae,Late Maastrichtian,-104.53140300,43.34130100,-78.62559648,48.78395906
564,565,Hadrosauridae,Late Maastrichtian,-105.24042500,45.34941900,-78.65172437,50.85500948
565,566,Hadrosauridae,Late Maastrichtian,-103.38121800,45.42947800,-76.61982763,50.61525183
566,567,Hadrosauridae,Late Maastrichtian,-103.50429500,45.51633800,-76.71822428,50.72062829
567,568,Hadrosauridae,Late Maastrichtian,-103.62745700,45.60325200,-76.81667475,50.82605169
