"","siteID","AllOut_0.5","COut_0.5","COut_all_0.5","DEM_0.5","LANDCVI_binary_0.5","LANDCVI_multiple_0.5","MGVF_0.5","MOut_0.5","MOut_all_0.5","Relief_0.5","SLOPE_0.5","WC_Prec_0.5","WC_Temp_0.5","mean_ptemp","mean_pprec","mean_pDEM","mean_psed"
"1",5881,0.560000002384186,0,0,781.525207519531,NA,3,94.5,0.560000002384186,0.560000002384186,206.38215637207,0.165332838892937,39.6634254455566,2.56017374992371,25.3226749420166,4.38888721466064,654,3601.2
"2",5882,0.600000023841858,0,0,788.513549804688,NA,1,96.75,0.600000023841858,0.600000023841858,236.761611938477,0.122823633253574,40.5250244140625,2.20988440513611,25.703393642719,4.21117137028621,672.692307692308,3594.80769230769
"3",5883,0.5799999833107,0,0,690,NA,4,67.5000228881836,0.5799999833107,0.5799999833107,415.1533203125,0.162746429443359,39.3708801269531,2.30882859230042,26.7595180783953,6.61598380122866,845,4486.53571428571
"4",6047,1,0.870000004768372,0.870000004768372,923.835815429688,NA,3,96.5,1,1,765.123596191406,0.356043756008148,45.2921752929688,2.93393301963806,26.403649965922,6.71416664123535,910,4390
"5",6048,1,0.490000009536743,0.490000009536743,775.054016113281,NA,3,96.75,1,1,683.209838867188,0.270123422145844,46.442985534668,2.97525930404663,24.6180820465088,3.49437570571899,680,3435
"6",6557,0.170000001788139,0,0,735.420593261719,NA,1,96.75,0.170000001788139,0.170000001788139,254.362167358398,0.087174728512764,41.4235877990723,2.6854305267334,29.1228497028351,2.85540336370468,47.5,2883.33333333333
"7",6892,0,0,0,822.983032226562,NA,1,85.4999923706055,0,0,193.710540771484,0.0782323777675629,34.7148399353027,2.80063199996948,27.9901552200317,2.70833468437195,355,3370
"8",6898,1,0.310000002384186,1,660.448303222656,NA,1,78.25,0,0.689999997615814,141.618194580078,0.057623028755188,29.5824298858643,2.366703748703,30.9177045822144,3.23887391885122,490,4095.83333333333
"9",7056,0.360000014305115,0,0,916.645751953125,NA,1,93,0.360000014305115,0.360000014305115,189.070449829102,0.108838088810444,34.7360877990723,3.1654953956604,28.946012878418,2.85360779762268,-16,2848
"10",7057,0.170000001788139,0,0,829.37744140625,NA,1,82.75,0.170000001788139,0.170000001788139,176.419586181641,0.0687960088253021,32.8781929016113,3.15306258201599,29.4210441895645,2.89259957571099,90.2189781021898,3347.48837209302
"11",7058,0.0799999982118607,0,0,830.659790039062,NA,1,80.25,0.0799999982118607,0.0799999982118607,250.878128051758,0.0500325560569763,31.7154865264893,3.00353455543518,31.4480419158936,2.92169880867004,510,4228
"12",7223,0.209999993443489,0,0,889.964782714844,NA,1,86,0.209999993443489,0.209999993443489,297.660400390625,0.108705051243305,31.4849758148193,3.55694699287415,29.2693204572124,2.86985032020077,51.875,3178.8
"13",7228,1,0.25,1,753.222900390625,NA,1,86.25,0,0.75,144.632965087891,0.0538195222616196,25.8202533721924,3.22792363166809,30.3643674521611,2.71783238443835,403.103448275862,3899.86206896552
"14",7391,1,0.759999990463257,1,718.403930664062,1,2,89.5,0,0.239999994635582,107.520576477051,0.00789243448525667,27.8302307128906,4.38689804077148,29.0105198573913,2.58753863460179,388.571428571428,3620.26645264848
"15",7392,1,0.759999990463257,1,774.816650390625,NA,1,87.75,0,0.239999994635582,192.189895629883,0.0305643621832132,27.5959720611572,4.30392789840698,29.3712199805439,2.40469703063873,339.734299516908,3613.43069306931
"16",7394,1,0.930000007152557,1,723.362609863281,NA,1,76.9999847412109,0,0,158.096771240234,0.0412924885749817,26.0875930786133,4.27871084213257,28.0204524432912,3.69531252804924,506.470588235294,3808.17647058824
"17",7557,1,1,1,746.900207519531,NA,1,91.75,0,0,65.8685760498047,0.0422060154378414,27.7916660308838,5.05687284469604,28.3914635976156,2.13737368583679,253.333333333333,3435
"18",7558,1,0.949999988079071,1,761.980224609375,NA,1,82.75,0,0.0500000007450581,75.8119506835938,0.0488755814731121,26.6993522644043,4.98115253448486,28.3690546787146,2.29939038825758,278.787878787879,3507.09090909091
"19",7560,1,0.620000004768372,1,785.454040527344,NA,1,74.5,0,0.379999995231628,169.583282470703,0.125570610165596,28.3657646179199,4.49535894393921,29.1213944753011,3.13443593184153,231.666666666667,4228
"20",7720,0.990000009536743,0,0.0500000007450581,942.661071777344,NA,3,90.5,0.930000007152557,0.990000009536743,261.059753417969,0.250485152006149,35.3730773925781,5.55826854705811,29.9054050445557,3.74567794799805,480,4228
"21",7723,1,1,1,813.125854492188,1,2,86.2499847412109,0,0,201.729888916016,0.106606401503086,30.1053009033203,5.74108552932739,27.8007595062256,2.23280973434448,262,3250.4
"22",7724,1,1,1,848.550354003906,NA,1,81.75,0,0,152.308410644531,0.0937426090240479,28.7690505981445,5.33322906494141,28.7584654490153,2.10961627960205,250,3435
"23",7726,0.860000014305115,0.159999996423721,0.6700000166893,1058.82800292969,1,2,90.5000076293945,0.189999997615814,0.699999988079071,700.126220703125,0.102079182863235,32.2750015258789,3.81277322769165,29.3989834141087,2.13995646141671,304.054054054054,3520.72972972973
"24",7887,0.9200000166893,0.389999985694885,0.6700000166893,1285.46166992188,NA,3,96.25,0.239999994635582,0.52999997138977,441.224090576172,0.257946342229843,34.4196739196777,5.14869689941406,28.9946735606474,3.85330360076007,540,4228
"25",7888,1,0.939999997615814,1,1044.83447265625,NA,1,89.75,0,0.00999999977648258,346.772613525391,0.269433379173279,34.1152534484863,5.6379976272583,28.9399259567261,3.71423716545105,540,4228
