collection_no,siteID,bin_assignment,lat,lng,Distance
59011,7391,teyep,50.733,-111.512,2897.7485
59012,7392,teyep,50.783,-111.364,3816.008411
59013,7392,teyep,50.784,-111.363,3822.479976
59014,7391,teyep,50.819,-111.6,2226.8385
59015,7392,teyep,50.749,-111.407,3480.514652
59016,7392,teyep,50.755,-111.398,3571.705584
59017,7392,teyep,50.756,-111.401,3571.584074
59018,7392,teyep,50.749,-111.414,3456.685901
59019,7391,teyep,50.742,-111.566,2521.693313
59020,7392,teyep,50.745,-111.49,3015.30047
59021,7392,teyep,50.743,-111.491,3012.705909
59022,7391,teyep,50.733,-111.547,2668.561683
59023,7391,teyep,50.76,-111.504,2897.640271
59024,7391,teyep,50.76,-111.504,2897.640271
59025,7391,teyep,50.747,-111.517,2833.013943
59026,7391,teyep,50.737,-111.51,2900.985412
59027,7392,teyep,50.74,-111.483,3071.745226
59037,7391,teyep,50.813,-111.606,2199.661373
59038,7391,teyep,50.738,-111.563,2551.308511
59039,7391,teyep,50.744,-111.513,2865.539023
59041,7391,teyeq,50.753,-111.514,2841.854822
59043,7391,teyep,50.753,-111.506,2894.905627
59046,7391,teyep,50.744,-111.567,2510.303597
59047,7391,teyep,50.743,-111.572,2479.922416
59048,7392,teyep,50.746,-111.493,2993.534184
59049,7392,teyep,50.735,-111.484,3076.38381
59050,7391,teyep,50.732,-111.52,2847.864965
59051,7392,teyep,50.745,-111.469,3154.127653
59052,7392,teyep,50.752,-111.476,3095.585456
59068,12211,teyeo,36.237,-108.893,1569.829792
59102,7391,teyep,50.74,-111.52,2828.291436
59103,7391,teyep,50.749,-111.505,2908.523807
59104,7392,teyep,50.761,-111.498,2936.26454
59105,7392,teyeq,50.762,-111.499,2928.342488
59106,7391,teyep,50.738,-111.503,2944.603812
59107,7392,teyep,50.809,-111.327,3994.688131
59108,7391,teyep,50.83,-111.615,2097.661213
59109,7392,teyep,50.747,-111.491,3004.859343
59110,7391,teyep,50.813,-111.58,2370.95992
59111,7391,teyep,50.74,-111.515,2861.154481
59113,7391,teyep,50.814,-111.598,2250.313314
59115,7391,teyep,50.793,-111.627,2054.80379
59116,7392,teyep,50.743,-111.489,3025.902404
59117,7391,teyep,50.752,-111.53,2737.590735
59119,7392,teyep,50.75,-111.479,3078.977571
59120,7391,teyep,50.742,-111.501,2948.867991
59121,7391,teyep,50.814,-111.63,2039.475581
59130,7392,teyep,50.749,-111.481,3067.442928
59131,7391,teyep,50.793,-111.592,2289.087228
59132,7391,teyep,50.743,-111.503,2933.565072
59135,7391,teyep,50.744,-111.55,2621.972044
59136,7391,teyep,50.794,-111.579,2376.336191
59137,7391,teyep,50.742,-111.512,2876.424064
59138,7391,teyep,50.794,-111.58,2369.642912
59139,7392,teyep,50.746,-111.483,3059.650606
59140,7391,teyep,50.794,-111.581,2362.949644
59141,7391,teyep,50.735,-111.501,2964.831838
59142,7392,teyep,50.768,-111.456,3208.818155
59143,7392,teyep,50.769,-111.398,3595.496052
59144,7392,teyep,50.771,-111.457,3199.637241
59145,7392,teyep,50.796,-111.397,3595.005896
59146,7392,teyep,50.761,-111.416,3482.769609
59217,9720,teyep,43.636,-109.353,2115.423079
59219,7391,teyep,50.726,-111.558,2613.982133
59220,7392,teyep,50.75,-111.477,3092.237777
59221,7392,teyep,50.75,-111.477,3092.237777
59222,7391,teyep,50.741,-111.576,2458.701241
59224,7392,teyep,50.747,-111.483,3057.787361
59225,7391,teyep,50.818,-111.578,2373.82404
59226,7392,teyep,50.747,-111.487,3031.320465
59228,7391,teyep,50.822,-111.856,555.2751717
59373,8053,teyeq,48.936,-112.642,728.0343653
59374,8567,teyen,47.1,-104.655,152.4844105
59378,7890,teyeq,49.483,-111.374,212.1616801
59379,7723,teyeq,49.826,-111.699,4.487126578
60169,9065,teyen,45.889,-104.553,70.65551266
60169,9065,teyen,45.889,-104.553,70.65551266
60172,9895,teyen,43.369,-104.698,3129.18883
60173,7391,teyep,50.815,-111.575,2399.774423
60363,7391,teyeq,50.748,-111.524,2784.805558
60364,7888,teyeq,49.286,-112.206,57.34704795
60518,8059,teyep,48.538,-109.815,218.8150853
60555,9895,teyen,43.284,-104.671,2394.118519
60563,7057,teyeo,51.539,-112.879,1024.043787
60766,8396,teyen,47.536,-107.083,2777.426927
60873,7391,teyep,50.821,-111.615,2123.908085
60876,7391,teyep,50.823,-111.604,2192.251422
60877,7391,teyep,50.823,-111.604,2192.251422
61433,7392,teyeq,50.859,-111.144,5079.229618
61452,8889,teyep,46.242,-109.592,1263.720219
61468,7560,teyeq,50.473,-110.385,1941.874564
61469,7391,teyeq,50.815,-111.581,2360.247822
61470,7391,teyeq,50.791,-111.618,2114.677108
61471,7392,teyeq,50.742,-111.489,3027.965935
61493,7392,teyeq,50.753,-111.419,3472.796102
61625,7392,teyep,50.729,-111.494,2984.259454
61627,7392,teyep,50.742,-111.489,3027.965935
61628,7057,teyeo,51.776,-112.958,1439.305438
61629,7057,teyeo,51.689,-112.931,422.2895627
61631,8053,teyeo,48.638,-112.978,993.2977056
61843,8386,teyeq,47.99,-112.276,282.4669957
61843,8386,teyeq,47.99,-112.276,282.4669957
61844,11706,teyeq,37.635,-112.119,309.3847767
61848,10385,teyep,41.624,-108.743,442.1254135
61849,10385,teyeq,41.769,-108.976,1081.001503
61858,12212,teyep,36.267,-108.2,607.9999155
62314,12212,teyep,36.086,-108.008,1530.544667
62317,12212,teyep,36.143,-108.109,442.5794491
62317,12212,teyep,36.143,-108.109,442.5794491
62318,12212,teyep,36.104,-108.088,852.3689355
62321,7888,teyeq,49.283,-112.2,16.76718568
62322,7888,teyeq,49.283,-112.2,16.76718568
62477,12046,teyep,36.633,-108.482,1411.985825
62478,12046,teyep,36.517,-108.411,1362.881332
62479,12046,teyep,36.522,-108.411,1380.159637
62480,12212,teyep,36.406,-108.291,333.0453857
62481,12212,teyep,36.281,-108.184,744.8561012
62483,12212,teyep,36.353,-108.121,1109.677813
62484,12046,teyep,36.705,-108.42,563.1734802
62485,12212,teyep,36.336,-108.06,1627.829058
62486,12212,teyeo,36.321,-108.041,1780.305211
62487,12212,teyep,36.344,-108.091,1364.517416
62488,12212,teyeo,36.325,-108.03,1749.573362
62489,12212,teyep,36.303,-108.041,1624.195865
62490,12212,teyep,36.486,-108.322,553.7074503
62528,12046,teyep,36.624,-108.464,1553.129296
62529,12212,teyeo,36.304,-108.027,1717.727263
62530,12046,teyep,36.701,-108.296,383.309326
62531,12213,teyeo,36.314,-108,1571.4608
62532,12212,teyeo,36.325,-108.017,1647.552228
62533,12212,teyep,36.325,-108.017,1647.552228
62534,12212,teyeo,36.323,-108.031,1766.345179
62535,12212,teyep,36.334,-108.083,1432.666029
62536,12212,teyep,36.268,-108.25,183.8263191
62537,12212,teyep,36.288,-108.228,370.8391649
62539,8053,teyeq,48.737,-112.732,1385.315331
62540,8220,teyeq,48.467,-112.452,1336.78503
62541,8053,teyeq,48.911,-112.642,501.8751456
62542,12213,teyeo,36.314,-108,1571.4608
62543,12213,teyeo,36.314,-108,1571.4608
62544,12212,teyeo,36.315,-108.031,1784.424517
62545,12212,teyeo,36.315,-108.031,1784.424517
62546,12213,teyeo,36.314,-108,1571.4608
62547,12213,teyep,36.169,-107.888,1595.245363
62548,12213,teyep,36.169,-107.906,1721.192325
62548,12213,teyep,36.169,-107.906,1721.192325
62549,12213,teyep,36.169,-107.906,1721.192325
62549,12213,teyep,36.169,-107.906,1721.192325
62723,8890,teyep,46.286,-109.318,151.6306269
64003,12212,teyep,36.344,-108.12,1118.258698
64004,12212,teyep,36.315,-108.102,1290.724361
64006,12212,teyep,36.257,-108.138,688.9830899
64009,12212,teyep,36.344,-108.263,96.05482789
64011,12380,teyep,35.908,-107.21,1921.181467
64012,12380,teyep,35.908,-107.246,2176.663148
64013,12213,teyep,36.155,-107.977,1489.797013
64094,12213,teyep,36.186,-107.889,1493.143553
64096,12212,teyep,36.315,-108.084,1441.778823
64149,7392,teyep,50.757,-111.466,3154.572001
64318,7391,teyep,50.73,-111.556,2617.113107
64319,7057,teyep,51.95,-112.935,1415.013747
64324,7223,teyeo,51.485,-112.772,321.1537151
64325,7724,teyep,49.986,-111.422,1414.526773
64326,7392,teyep,50.742,-111.489,3027.965935
64327,7391,teyep,50.786,-111.604,2208.580305
64335,7394,teyeq,50.713,-110.132,182.0187671
64336,7394,teyeq,50.728,-110.063,55.93042803
64338,7888,teyeq,49.286,-112.206,57.34704795
64352,7554,teyeo,50.189,-113.008,918.0301029
64353,6890,teyen,52.081,-113.005,1553.497204
64399,7891,teyeq,49.36,-110.575,711.531093
64400,7892,teyep,49.142,-110.482,1396.84742
64402,7066,teyep,51.557,-108.139,336.5200977
64427,7392,teyep,50.763,-111.462,3173.783406
64428,8567,teyen,47.054,-104.736,422.3412537
64429,8898,teyen,46.258,-105.118,1883.039687
64430,7057,teyeo,51.819,-112.982,1694.200556
64432,7057,teyeo,51.906,-112.97,1629.380538
64436,7057,teyeo,51.746,-112.958,1090.280701
64628,7057,teyen,51.819,-112.982,1694.200556
64629,7057,teyeo,51.746,-112.958,1090.280701
64630,7057,teyeo,51.746,-112.958,1090.280701
64631,7057,teyeo,51.819,-112.982,1694.200556
64632,7392,teyep,50.746,-111.493,2993.534184
64635,11213,teyep,39.033,-109.703,848.415142
64640,10718,teyeq,40.677,-108.25,1063.525853
64641,11051,teyeq,39.937,-107.957,75.60812209
64643,8393,teyep,47.772,-108.947,1678.267549
64644,9896,teyen,43.442,-104.412,1560.433592
64645,9895,teyen,43.158,-104.553,1055.324236
64654,7724,teyeq,49.951,-111.423,1020.976123
64785,8220,teyeq,48.302,-112.335,1.252711395
64786,7886,teyen,49.2,-113.3,12.05555011
64787,7721,teyeo,49.7,-112.817,20.87149751
64788,8059,teyep,48.568,-109.987,12.91111185
64789,8385,teyep,47.773,-112.598,2584.072639
64790,7891,teyep,49.45,-110.817,27.73533952
64791,7719,teyen,49.593,-113.976,647.0779019
65827,7391,teyep,50.727,-111.525,2827.622969
65895,7391,teyep,50.742,-111.517,2843.516058
65901,7391,teyep,50.769,-111.52,2780.576106
65903,7391,teyep,50.772,-111.528,2724.42325
65904,7392,teyep,50.763,-111.435,3353.882821
65906,7392,teyep,50.763,-111.425,3420.605668
65908,7391,teyep,50.827,-111.596,2228.514826
65924,7391,teyep,50.743,-111.519,2828.152758
65925,7392,teyep,50.751,-111.409,3493.890817
65926,7392,teyep,50.761,-111.49,2989.53903
65927,7392,teyep,50.752,-111.404,3521.003931
65928,7392,teyep,50.756,-111.489,3003.060527
65929,7391,teyep,50.795,-111.575,2403.390411
65931,7392,teyep,50.754,-111.474,3105.734258
65932,7392,teyep,50.754,-111.471,3125.663563
67129,8398,teyen,47.751,-106.204,362.8117857
67612,7057,teyeo,51.611,-112.875,443.1411774
67869,7391,teyep,50.74,-111.517,2848.007502
67870,7392,teyep,50.738,-111.479,3102.443754
67871,7391,teyep,50.73,-111.507,2937.993878
67872,7391,teyep,50.756,-111.525,2763.970522
67873,7392,teyep,50.844,-111.305,4041.775579
67874,7392,teyep,50.758,-111.371,3693.921382
67875,7392,teyep,50.844,-111.305,4041.775579
67876,7392,teyep,50.725,-111.486,2969.669117
67877,7392,teyep,50.725,-111.468,3030.699354
67878,7391,teyep,50.756,-111.525,2763.970522
67879,7393,teyeq,50.644,-110.91,4775.242233
67880,7394,teyeq,50.733,-110.075,38.87745154
67881,7228,teyep,51.439,-110.386,581.2833737
67882,7228,teyep,51.436,-110.386,572.6761447
67883,7228,teyep,51.467,-110.388,567.9788038
67884,7394,teyeq,50.73,-110.089,31.91726477
67885,6898,teyep,52.45,-109.167,130.5847297
67892,7392,teyeq,50.751,-111.408,3497.294921
67893,7392,teyep,50.773,-111.458,3191.496454
67894,7391,teyep,50.755,-111.514,2838.574673
68042,12212,teyeo,36.344,-108.084,1423.959134
68045,8386,teyeq,47.806,-112.223,242.2270916
68253,13534,teyep,32.226,-111.104,696.4558073
69151,7891,teyeq,49.121,-110.863,2081.972287
69151,7891,teyeq,49.121,-110.863,2081.972287
69152,8057,teyep,48.945,-110.562,2311.121146
69213,8391,teyep,47.719,-109.637,4500.17825
69214,9072,teyen,45.673,-101.39,273.3422547
69281,8063,teyep,48.562,-107.778,93.89398667
69621,7223,teyeo,51.456,-112.728,133.4230046
69621,7223,teyeo,51.456,-112.728,133.4230046
69624,8557,teyep,47.398,-109.651,1511.951819
69799,11707,teyep,37.629,-111.86,74.3817158
69931,8219,teyeq,48.497,-112.524,1328.829109
70051,8053,teyeq,48.938,-112.651,706.0450594
70052,7391,teyeq,50.6,-111.62,1252.004602
70054,7391,teyeq,50.6,-111.62,1252.004602
70055,7391,teyeq,50.6,-111.62,1252.004602
70276,11707,teyep,37.631,-111.857,72.61726792
70335,12212,teyeo,36.315,-108.031,1784.424517
70340,10389,teyeo,41.8,-107,447.8024712
70341,10389,teyeo,41.8,-107,447.8024712
70343,10389,teyen,41.8,-107,447.8024712
71435,11045,teyeq,39.699,-110.929,487.430786
71436,11045,teyeq,39.728,-110.867,4.0120264
71484,7886,teyeo,49.192,-113.306,29.34103623
72143,8396,teyen,47.657,-107.337,4913.794975
72144,7558,teyeq,50.45,-111.12,2173.983333
72145,9896,teyen,43.384,-104.471,1607.444986
73461,6892,teyeo,52.283,-112.15,34.70340757
73891,8063,teyep,48.596,-107.895,997.7533279
73927,11057,teyen,39.985,-104.82,21.60374164
73947,9232,teyen,45.46,-104.157,1986.240061
73948,9065,teyen,45.591,-104.91,3677.374453
74009,8397,teyen,47.6,-107,3301.471327
74120,7891,teyep,49.351,-110.559,821.5743619
74175,9234,teyen,45.063,-103.452,342.0607947
74642,7721,teyeo,49.92,-112.974,550.3171588
74657,7391,teyep,50.823,-111.62,2086.85597
75280,10389,teyen,41.94,-106.876,1988.493097
75281,10389,teyen,41.94,-106.876,1988.493097
75283,10389,teyen,41.939,-106.891,2036.647532
75284,10389,teyen,41.935,-106.89,1992.005901
75285,10389,teyen,41.939,-106.881,1997.249024
75286,10389,teyen,41.8,-107,447.8024712
75287,10389,teyen,41.935,-106.881,1956.388599
75289,10389,teyen,41.935,-106.881,1956.388599
75290,10389,teyen,41.935,-106.881,1956.388599
75292,10389,teyen,41.938,-106.853,1886.876329
75293,10389,teyen,41.938,-106.853,1886.876329
75294,10389,teyen,41.938,-106.853,1886.876329
75295,10389,teyen,41.939,-106.881,1997.249024
75296,10389,teyen,41.939,-106.881,1997.249024
75297,10389,teyen,41.956,-106.891,2210.488596
75298,10389,teyen,41.954,-106.885,2167.342498
75299,10389,teyen,41.956,-106.886,2191.852218
75429,10389,teyen,41.94,-106.876,1988.493097
75430,10389,teyen,41.94,-106.876,1988.493097
75431,10389,teyen,41.94,-106.876,1988.493097
75432,10389,teyen,41.94,-106.876,1988.493097
75433,10389,teyen,41.94,-106.892,2050.782757
75434,10389,teyen,41.94,-106.892,2050.782757
75435,10389,teyen,41.94,-106.892,2050.782757
75439,10389,teyen,41.94,-106.892,2050.782757
75441,10389,teyen,41.94,-106.892,2050.782757
75442,10389,teyen,41.94,-106.892,2050.782757
75443,10389,teyen,41.935,-106.882,1960.339539
75445,10389,teyen,41.935,-106.882,1960.339539
75446,10389,teyen,41.935,-106.882,1960.339539
75447,10389,teyen,41.935,-106.882,1960.339539
75467,11707,teyep,37.637,-111.859,121.4515199
75475,7057,teyeo,51.953,-112.935,1414.627623
75476,7392,teyep,50.757,-111.489,3001.598014
75836,11873,teyep,37.416,-111.766,2476.541983
75837,11874,teyep,37.4,-111.2,4102.372206
75838,11874,teyep,37.4,-111.2,4102.372206
75839,11708,teyeq,37.6,-111.35,1869.035633
75840,11708,teyeq,37.6,-111.35,1869.035633
75845,11708,teyeq,37.6,-111.35,1869.035633
75846,11708,teyep,37.8,-111.5,607.9998031
75847,11708,teyep,37.8,-111.5,607.9998031
75849,11871,teyep,37.202,-112.88,282.9607267
75850,11871,teyep,37.202,-112.88,282.9607267
75851,11708,teyeq,37.6,-111.35,1869.035633
76030,7392,teyep,50.733,-111.3,3698.682659
76055,7391,teyep,50.733,-111.512,2897.7485
76062,6557,teyeo,53.448,-113.545,82.84604487
76105,12212,teyep,36.315,-108.084,1441.778823
76106,12212,teyep,36.344,-108.084,1423.959134
76107,12212,teyep,36.344,-108.084,1423.959134
76714,12212,teyep,36.294,-108.227,379.3811368
76715,10883,teyep,40.032,-108.847,602.63793
76747,12212,teyeo,36.269,-108.167,721.0228977
76752,7391,teyep,50.775,-111.573,2421.330256
76753,12213,teyep,36.155,-107.817,1293.834877
76760,12212,teyep,36.315,-108.084,1441.778823
76761,12212,teyep,36.344,-108.084,1423.959134
76762,12212,teyep,36.344,-108.084,1423.959134
76763,12212,teyep,36.344,-108.084,1423.959134
77259,8224,teyep,48.026,-110.244,848.7529045
77261,7392,teyep,50.821,-111.231,4581.078019
77265,7392,teyep,50.817,-111.322,4001.244343
77266,7391,teyep,50.747,-111.552,2602.167995
78054,12545,teyeq,35.5,-107.655,1785.447562
79692,7057,teyeo,51.688,-112.911,407.6797051
80023,11869,teyeq,37.286,-113.763,735.5545874
80026,11705,teyeq,37.909,-112.749,211.493633
81041,8397,teyen,47.584,-106.925,3001.577838
81042,8398,teyen,47.654,-106.277,878.8867551
83299,8895,teyen,46.376,-106.803,672.0927117
84299,11056,teyeo,39.736,-105.212,24.36242296
84300,11874,teyeq,37.178,-111.349,2757.039526
84301,11873,teyeq,37.191,-111.647,1278.191628
84455,8901,teyen,46.287,-103.946,104.8347621
85498,8397,teyen,47.614,-106.897,3322.768407
85499,8397,teyen,47.614,-106.897,3322.768407
86515,7892,teyep,49.067,-110.45,1370.455714
86842,11045,teyeq,39.727,-110.864,6.437001805
86892,11056,teyeo,39.845,-105.184,89.15151579
87125,5881,teyep,55.069,-119.552,1660.165261
88987,9065,teyen,45.766,-104.832,2575.112451
88987,9065,teyen,45.766,-104.832,2575.112451
88988,9065,teyen,45.788,-104.773,2073.09587
88988,9065,teyen,45.788,-104.773,2073.09587
88990,9065,teyen,45.73,-104.891,3175.259664
88990,9065,teyen,45.73,-104.891,3175.259664
89604,5883,teyep,55.26,-118.511,359.6243291
89605,5883,teyep,55.254,-118.513,290.493459
89606,5883,teyep,55.252,-118.51,267.5288867
90189,8219,teyeq,48.067,-113,3778.91645
91359,9231,teyen,45.104,-104.917,1236.716272
92963,7057,teyeo,51.509,-112.843,786.7002267
94148,11210,teyeo,39.3,-111.15,310.1005272
94368,8386,teyeq,47.715,-112.223,17.9063179
94370,7223,teyeo,51.456,-112.673,111.2507216
94765,7391,teyep,50.742,-111.518,2836.936098
96081,10726,teyeo,40.8,-104.467,1900.42952
96082,10725,teyeo,40.95,-104.917,57.88597141
96083,10725,teyeo,40.8,-104.65,1121.816966
96084,10726,teyeo,40.8,-104.467,1900.42952
96455,7223,teyeo,51.41,-112.63,35.84409096
96457,7223,teyeo,51.4,-112.59,16.784234
96534,7391,teyep,50.667,-111.601,2000.644535
96603,8219,teyeo,48.429,-112.831,544.4519152
96813,12211,teyep,36.292,-108.55,1322.231433
96814,12211,teyep,36.292,-108.55,1322.231433
97762,7392,teyep,50.753,-111.37,3646.867198
97795,12212,teyeo,36.344,-108.066,1576.809191
97796,12212,teyeo,36.344,-108.066,1576.809191
97797,7057,teyeo,51.805,-112.958,1553.244126
97798,9067,teyen,45.713,-103.561,604.5872348
97800,11707,teyep,37.559,-111.745,1178.75657
97801,11707,teyep,37.559,-111.745,1178.75657
97802,11707,teyep,37.53,-111.762,1338.699399
97803,11707,teyep,37.53,-111.762,1338.699399
97804,11873,teyep,37.491,-111.721,1910.501348
97805,11873,teyep,37.491,-111.721,1910.501348
97806,11873,teyep,37.469,-111.697,2237.386128
97808,11873,teyep,37.469,-111.697,2237.386128
97809,11873,teyep,37.469,-111.697,2237.386128
97810,11873,teyep,37.469,-111.697,2237.386128
97811,11873,teyep,37.42,-111.734,2590.3824
98674,7391,teyep,50.748,-111.502,2930.227194
98677,7391,teyep,50.748,-111.502,2930.227194
99441,9230,teyen,45.383,-105.3,106.3988416
99589,8900,teyen,46.464,-104.002,1582.547234
99816,7392,teyep,50.783,-111.5,2905.556646
99864,9894,teyen,43.433,-105.05,2616.952939
99881,8562,teyen,47.317,-107.15,745.3219336
100110,8399,teyen,47.95,-105.633,824.5464652
100582,12213,teyep,36.217,-107.9,1434.646305
100583,12212,teyep,36.333,-108.033,1737.108284
100675,12045,teyep,36.6,-108.567,1158.058952
100677,12211,teyep,36.3,-108.55,1328.922714
100678,12212,teyep,36.1,-108.083,898.8898856
100679,12211,teyep,36.367,-108.567,1280.621577
100851,8386,teyeq,47.817,-112.183,28.36110017
100852,8396,teyen,47.547,-107.116,3002.365949
102177,8386,teyeq,47.715,-112.223,17.9063179
102178,8386,teyeq,47.715,-112.223,17.9063179
102179,8386,teyeq,47.715,-112.223,17.9063179
102180,8386,teyeq,47.715,-112.223,17.9063179
102181,8386,teyeq,47.715,-112.223,17.9063179
102182,8386,teyeq,47.715,-112.223,17.9063179
109659,8398,teyen,47.624,-106.186,234.6166067
109660,8398,teyen,47.8,-106.1,365.3869433
109661,8398,teyen,47.555,-106.195,298.3668182
110464,9065,teyen,45.866,-104.877,2444.459887
110464,9065,teyen,45.866,-104.877,2444.459887
114017,7057,teyeo,51.544,-112.889,1089.989322
115750,9385,teyeo,44.967,-110.667,136.6368731
116229,7391,teyep,50.75,-111.517,2827.276806
116536,7726,teyeq,49.956,-110.262,27.17842715
116537,7392,teyeq,50.7,-111.5,2669.38875
116538,7558,teyeq,50.48,-111.38,1174.946757
116566,5883,teyep,55.243,-118.533,163.6567817
117451,12212,teyeo,36.315,-108.031,1784.424517
117848,7391,teyep,50.787,-111.601,2228.507053
117921,7392,teyeq,50.7,-111.5,2669.38875
117922,7391,teyeq,50.696,-111.632,2118.523748
117923,7391,teyeq,50.811,-111.577,2394.849021
117924,7223,teyeo,51.4,-112.709,237.1984138
117927,7391,teyeq,50.738,-111.554,2610.240762
117928,7391,teyeq,50.81,-111.6,2245.384958
117929,7391,teyeq,50.81,-111.623,2094.142634
117930,7391,teyeq,50.723,-111.554,2647.656259
118024,7391,teyeq,50.9,-111.8,670.0164829
118188,7391,teyep,50.731,-111.566,2549.127937
118189,7391,teyeq,50.811,-111.589,2315.786864
118190,7391,teyeq,50.814,-111.629,2046.065085
118381,8901,teyen,46.287,-103.946,104.8347621
118461,9896,teyen,43.242,-104.286,74.85944185
118466,10062,teyen,42.758,-104.432,13.46997942
118483,8397,teyen,47.6,-107,3301.471327
119007,8397,teyen,47.699,-106.578,2995.610759
119009,8895,teyen,46.266,-106.678,24.01522609
120363,8386,teyeq,47.721,-112.329,686.9766763
120364,11873,teyeq,37.452,-111.532,3228.337958
121580,12212,teyeo,36.344,-108.066,1576.809191
121581,12212,teyeo,36.344,-108.066,1576.809191
122902,9896,teyen,43.021,-104.472,376.3924151
122903,8900,teyen,46.331,-104.01,353.2286571
122904,8900,teyen,46.371,-104.075,401.0738193
122905,8900,teyen,46.376,-104.428,58.76205787
122906,8232,teyen,48.009,-106.449,9.374045796
123086,7391,teyeq,50.798,-111.619,2110.308527
123097,7391,teyeq,50.719,-111.531,2761.332577
123098,9896,teyen,43.021,-104.472,376.3924151
123099,8398,teyen,47.517,-106.45,1992.478496
123100,8567,teyen,47.085,-104.698,260.7066754
123100,8567,teyen,47.085,-104.698,260.7066754
123351,7392,teyeq,50.759,-111.393,3629.093392
123414,7392,teyep,50.75,-111.475,3105.499149
123415,7892,teyep,49.067,-110.45,1370.455714
123570,9895,teyen,43.214,-104.554,1646.633204
123590,12212,teyep,36.315,-108.013,1664.587426
123815,7735,teyeo,49.606,-105.747,569.7656837
124934,9067,teyen,45.833,-103.9,3451.41278
127733,8742,teyen,46.696,-100.253,271.4692851
128455,8390,teyep,47.88,-110.363,1184.164275
128455,8390,teyep,47.88,-110.363,1184.164275
128456,12213,teyep,36.27,-107.851,811.164372
128457,7391,teyeq,50.737,-111.51,2900.985412
128458,8398,teyen,47.877,-106.177,59.4049996
128459,7391,teyeq,50.796,-111.6,2236.451487
128460,7391,teyeq,50.737,-111.51,2900.985412
128461,7899,teyen,49.051,-106.574,1446.998385
128462,10882,teyeq,40.315,-109.335,433.9110715
128558,9895,teyen,43.329,-104.598,2288.073109
128559,9895,teyen,43.312,-104.574,2085.274741
128560,9051,teyep,45.82,-111.63,448.4772797
128561,12213,teyep,36.184,-107.888,1497.760434
128562,12213,teyep,36.169,-107.888,1595.245363
128563,12213,teyep,36.111,-107.87,1974.759741
129262,8900,teyen,46.23,-104.229,784.8541299
130797,11880,teyeo,37.004,-108.085,817.2734768
131865,8560,teyen,47.341,-108.224,3810.021177
131868,11707,teyep,37.625,-111.856,19.9247653
131870,11707,teyep,37.647,-111.862,140.6426815
131973,8397,teyen,47.536,-106.933,2460.60302
132512,11707,teyep,37.667,-111.733,611.0108086
133002,10062,teyen,43,-104.5,636.100931
133004,7726,teyep,49.96,-110.343,35.05534173
135740,7057,teyeo,51.996,-112.883,1071.465871
135741,7057,teyeo,51.996,-112.883,1071.465871
135743,7057,teyeo,51.996,-112.883,1071.465871
135811,7724,teyeq,49.507,-111.357,494.4220178
137531,9557,teyen,44.367,-107.6,1341.080547
137565,8562,teyen,47.266,-107.126,126.6395608
137601,8901,teyen,46.421,-103.961,1405.546478
137704,8901,teyen,46.413,-103.502,1004.792006
137705,8901,teyen,46.413,-103.502,1004.792006
137706,8901,teyen,46.413,-103.502,1004.792006
137707,8901,teyen,46.413,-103.502,1004.792006
137708,8901,teyen,46.413,-103.502,1004.792006
137710,8901,teyen,46.413,-103.502,1004.792006
137711,8901,teyen,46.413,-103.502,1004.792006
137712,8901,teyen,46.413,-103.502,1004.792006
137713,8901,teyen,46.413,-103.502,1004.792006
137715,8901,teyen,46.413,-103.502,1004.792006
137716,8901,teyen,46.413,-103.502,1004.792006
137718,8900,teyen,46.466,-104.021,1530.880053
137720,8900,teyen,46.466,-104.021,1530.880053
137722,8901,teyen,46.413,-103.502,1004.792006
137723,8901,teyen,46.413,-103.502,1004.792006
137724,8901,teyen,46.413,-103.502,1004.792006
137727,8901,teyen,46.413,-103.502,1004.792006
137728,8901,teyen,46.413,-103.502,1004.792006
137729,8901,teyen,46.413,-103.502,1004.792006
137730,8901,teyen,46.413,-103.502,1004.792006
137731,8901,teyen,46.413,-103.502,1004.792006
137732,8901,teyen,46.413,-103.502,1004.792006
137795,9895,teyen,43.067,-104.6,138.3105598
137796,9895,teyen,43.067,-104.6,138.3105598
137797,9895,teyen,43.067,-104.6,138.3105598
137798,9895,teyen,43.214,-104.554,1646.633204
137833,11873,teyep,37.452,-111.532,3228.337958
138447,5881,teyep,55.085,-119.991,1304.951546
138562,11542,teyeo,38.091,-111.033,2113.326161
138563,11210,teyeo,39.183,-111.309,1293.599029
138564,11210,teyeo,39.183,-111.309,1293.599029
138565,11210,teyeo,39.183,-111.309,1293.599029
138566,11210,teyeo,39.183,-111.309,1293.599029
138567,11210,teyeo,39.183,-111.309,1293.599029
138573,8219,teyeq,48.497,-112.679,691.9375667
138830,12213,teyep,36.16,-107.929,1892.622131
138831,12213,teyep,36.154,-107.933,1864.003885
138832,12212,teyep,36.287,-108.095,1183.287282
138833,12212,teyeo,36.287,-108.095,1183.287282
138834,12212,teyeo,36.287,-108.095,1183.287282
138835,12212,teyep,36.344,-108.209,362.4976885
138836,12212,teyeo,36.287,-108.095,1183.287282
138968,7057,teyeo,51.586,-112.819,627.6538665
138980,8054,teyeq,48.646,-112.354,120.7032113
140241,11707,teyep,37.629,-111.86,74.3817158
140916,8058,teyep,48.656,-110.105,1051.492452
141582,8900,teyen,46.331,-104.01,353.2286571
141583,8900,teyen,46.331,-104.01,353.2286571
