collection_no,siteID,bin_assignment,lat,lng,Distance
48629,8398,teyen,47.94,-106.189,229.69703
48686,7892,teyep,49.204,-110.369,628.3918877
48836,8234,teyen,48.063,-105.399,805.9511879
48838,12213,teyep,36.184,-107.888,1497.760434
48839,12212,teyep,36.371,-108.261,78.86311419
48842,11210,teyeo,39.214,-111.254,765.2711539
48843,8901,teyen,46.348,-103.898,591.7367729
48844,8398,teyen,47.667,-106.367,1509.297951
48845,8397,teyen,47.533,-106.917,2400.574488
48846,9065,teyen,45.85,-104.833,2162.249626
48846,9065,teyen,45.85,-104.833,2162.249626
48847,8398,teyen,47.964,-106.456,370.8593359
48848,8398,teyen,47.964,-106.456,370.8593359
49000,11056,teyen,39.676,-105.099,45.80367031
49001,8393,teyep,47.766,-108.949,1682.464512
49005,8233,teyen,48.287,-105.84,2440.069106
49016,8398,teyen,47.84,-106.161,63.79542536
49079,7056,teyeo,51.906,-113.005,1548.675875
49234,7057,teyeo,51.652,-112.911,51.90437138
49235,7391,teyep,50.73,-111.556,2617.113107
49237,7392,teyep,50.746,-111.475,3112.570398
49238,9895,teyen,43.341,-104.531,1814.327896
49523,11056,teyen,39.751,-105.204,170.23003
49524,10887,teyeo,40.285,-106.861,710.823074
49525,11057,teyeo,39.921,-104.865,81.16263199
49526,11057,teyeo,39.985,-104.82,21.60374164
49527,11056,teyen,39.811,-105.011,37.45158238
49528,11056,teyen,39.794,-105.019,50.40966957
49529,10726,teyeo,40.67,-104.333,358.9315566
49529,10726,teyeo,40.67,-104.333,358.9315566
49529,10726,teyeo,40.67,-104.333,358.9315566
49530,11224,teyeo,39.397,-104.001,775.5039023
49531,11390,teyen,38.846,-104.351,87.0360713
49533,11389,teyen,38.672,-104.698,16.12793979
49534,11056,teyen,39.791,-105.2,227.0570465
49535,11056,teyen,39.868,-105.11,155.4327855
49536,11056,teyeo,39.845,-105.184,89.15151579
49537,11056,teyeo,39.746,-105.224,1.105319726
49538,11056,teyen,39.613,-105.016,39.22210428
49539,11056,teyen,39.837,-105.037,31.08021259
49540,11056,teyeo,39.751,-105.228,9.019349205
49541,11057,teyen,39.894,-104.995,59.85415297
49542,11222,teyen,39.305,-105.3,216.2802838
49543,11056,teyen,39.705,-105.086,36.35323683
49544,11056,teyen,39.649,-105.135,62.81857038
49545,11056,teyeo,39.956,-105.229,18.4766939
49546,11056,teyeo,39.956,-105.229,18.4766939
49547,11056,teyen,39.868,-105.11,155.4327855
49548,11057,teyen,39.739,-104.984,12.37269953
49549,11056,teyen,39.601,-105.032,93.4723185
49550,11056,teyen,39.934,-105.044,71.98668688
49551,11056,teyen,39.909,-105.148,55.02307231
49552,11056,teyeo,39.941,-105.135,26.02365498
49553,11056,teyeo,39.7,-105.141,8.939976004
49554,11058,teyen,39.615,-104.044,23.69694116
49555,11057,teyen,39.858,-104.963,22.25102345
49556,11057,teyen,39.895,-104.892,114.8063135
49620,11705,teyeq,37.7,-113,346.0859012
50082,9072,teyen,45.75,-101.2,967.5712494
50083,8053,teyeq,48.965,-112.664,619.9595497
50084,9400,teyen,44.998,-103.183,1143.077853
50085,9895,teyen,43.272,-104.571,2081.324293
50086,10060,teyen,42.649,-105.239,289.6371597
50087,9895,teyen,43.274,-104.604,2261.719497
50088,8397,teyen,47.638,-106.698,3552.173515
50304,12212,teyep,36.254,-108.064,1107.449965
50305,9718,teyeo,43.964,-110.411,1465.680863
50306,9718,teyeo,43.84,-110.411,99.65547423
50825,8057,teyep,48.967,-110.55,2150.395821
50826,8057,teyep,48.967,-110.933,3880.785056
50826,8057,teyep,48.967,-110.933,3880.785056
50827,8057,teyep,48.933,-110.583,2498.790259
50828,8057,teyep,48.933,-110.583,2498.790259
50829,8057,teyep,48.95,-110.617,2651.895075
50830,8058,teyep,48.983,-110.45,1433.270792
50906,8890,teyep,46.46,-109.41,1602.854695
50907,8889,teyep,46.4,-109.663,27.33633552
50909,8890,teyep,46.1,-109.11,1653.61727
50930,9895,teyen,43.284,-104.668,2391.124088
50931,9895,teyen,43.139,-104.707,890.5040775
51316,7057,teyeo,51.533,-112.883,1050.505643
51534,12379,teyep,35.953,-108,1685.295539
51682,8889,teyep,46.436,-109.834,8.661562699
51683,8891,teyep,46.23,-108.981,347.8358154
51861,7391,teyep,50.753,-111.506,2894.905627
51862,7391,teyep,50.733,-111.512,2897.7485
51863,7391,teyep,50.742,-111.56,2561.014821
51965,7056,teyeo,51.79,-113.005,1551.724393
51966,7056,teyeo,51.79,-113.005,1551.724393
51982,12547,teyeq,35.32,-106.941,1667.361245
51983,12543,teyeq,35.398,-108.667,687.5733696
51984,12547,teyeq,35.32,-106.941,1667.361245
51985,12547,teyeq,35.32,-106.941,1667.361245
51986,12547,teyeq,35.32,-106.941,1667.361245
51987,12547,teyeq,35.32,-106.941,1667.361245
52035,12217,teyep,36.212,-105.635,267.0162857
52036,11710,teyep,37.864,-110.097,1886.428552
52058,12212,teyep,36.213,-108.084,727.3032895
52060,11707,teyep,37.678,-111.777,249.4659713
52071,7721,teyeo,49.917,-112.991,514.481803
52072,7721,teyeo,49.917,-112.99,514.5244815
52076,7721,teyeo,49.915,-112.993,490.918859
52077,7721,teyeo,49.915,-112.993,490.918859
52088,10223,teyen,42.156,-106.908,3892.292527
52089,10223,teyen,42.09,-106.884,3648.141477
52106,9895,teyen,43.152,-104.622,813.437488
52107,10394,teyen,41.908,-104.198,116.2211797
52249,7721,teyeo,49.916,-112.998,502.6641057
52435,8053,teyeq,48.971,-112.642,780.0308673
52465,7057,teyeo,51.688,-112.911,407.6797051
52466,7057,teyeo,51.557,-112.866,938.0801708
52467,7057,teyeo,51.95,-112.899,1179.146498
52468,7057,teyeo,51.936,-112.958,1555.318308
52469,7057,teyeo,51.746,-112.958,1090.280701
52470,7392,teyeq,50.772,-111.489,2985.005983
52471,7391,teyeq,50.806,-111.626,2070.043981
52472,7391,teyep,50.824,-111.604,2190.190362
52473,7391,teyeq,50.6,-111.62,1252.004602
52474,7391,teyeq,50.6,-111.62,1252.004602
52475,7391,teyep,50.6,-111.62,1252.004602
52476,7391,teyeq,50.6,-111.62,1252.004602
52477,7391,teyeq,50.9,-111.8,670.0164829
52478,7392,teyeq,50.721,-111.477,2959.700623
52479,7057,teyeo,51.557,-112.866,938.0801708
52480,7391,teyeo,50.787,-111.592,2288.765259
52481,7391,teyeq,50.688,-111.617,2119.07813
52482,7391,teyeq,50.65,-111.62,1764.556381
52483,7391,teyeq,50.688,-111.617,2119.07813
52484,7391,teyeq,50.65,-111.62,1764.556381
52485,7391,teyeq,50.688,-111.617,2119.07813
52487,7392,teyep,50.748,-111.395,3511.285421
52646,7559,teyeq,50.05,-110.767,186.3843721
52647,7723,teyeq,49.75,-111.667,912.9984005
52648,7392,teyep,50.759,-111.484,3032.083593
52654,7223,teyeo,51.383,-112.517,112.1657185
52654,7223,teyeo,51.383,-112.517,112.1657185
52655,6892,teyeo,52.492,-112.183,1020.720787
52656,5882,teyep,55.05,-119.367,1411.618209
52658,6048,teyep,54.933,-119.45,2841.50711
52680,7056,teyen,51.917,-113.033,1364.775158
52681,9895,teyen,43.298,-104.662,2550.373863
52682,9895,teyen,43.256,-104.625,2041.319757
52683,9895,teyen,43.2,-104.658,1397.422615
52684,9895,teyen,43.219,-104.548,1718.102936
52685,9895,teyen,43.214,-104.554,1646.633204
52686,9895,teyen,43.158,-104.553,1055.324236
52687,9895,teyen,43.132,-104.563,763.582559
52688,9896,teyen,43.165,-104.477,1056.356887
52689,9896,teyen,43.157,-104.479,1043.794802
52690,9896,teyen,43.209,-104.466,1125.168084
52691,9896,teyen,43.193,-104.463,1048.91387
52692,9896,teyen,43.188,-104.474,1112.453273
52693,9895,teyen,43.158,-104.544,1094.562575
52694,9896,teyen,43.312,-104.42,916.1882161
52695,9895,teyen,43.184,-104.514,1391.719008
52836,7900,teyen,49.117,-106.35,40.11624277
52837,8064,teyen,49,-107.3,3551.93652
52856,11045,teyeq,39.694,-110.92,425.0029025
52871,9896,teyen,43.128,-104.072,2034.450508
52873,8393,teyeq,47.787,-108.936,1639.645561
52874,12212,teyep,36.342,-108.076,1491.95763
52875,12212,teyep,36.408,-108.353,859.0302772
52875,12212,teyep,36.408,-108.353,859.0302772
52903,8398,teyen,47.667,-106.267,801.6840337
52904,8398,teyen,47.667,-106.3,1035.200173
52925,11210,teyeo,39.289,-111.106,321.905914
52926,11210,teyeo,39.289,-111.106,321.905914
52927,7891,teyep,49.3,-110.6,456.5177901
52970,11210,teyeo,39.289,-111.106,321.905914
52971,11210,teyeo,39.289,-111.106,321.905914
52991,7887,teyeq,49.283,-112.577,1717.848054
52992,7887,teyeq,49.138,-112.577,1452.410194
53042,8053,teyeq,48.911,-112.642,501.8751456
53043,8053,teyeq,48.911,-112.642,501.8751456
53044,8053,teyeq,48.911,-112.642,501.8751456
53045,8053,teyeq,48.911,-112.642,501.8751456
53046,8053,teyeq,48.911,-112.642,501.8751456
53047,8053,teyeq,48.911,-112.642,501.8751456
53048,8051,teyeq,48.63,-113.75,679.9077674
53049,7888,teyeq,49.283,-112.2,16.76718568
53050,7888,teyeq,49.283,-112.2,16.76718568
53051,7888,teyeq,49.283,-112.2,16.76718568
53052,8219,teyeq,48.483,-112.583,956.6583207
53055,8386,teyeq,47.812,-112.184,4.7843058
53056,8386,teyeq,47.812,-112.184,4.7843058
53057,8386,teyeq,47.812,-112.184,4.7843058
53058,8386,teyeq,47.812,-112.184,4.7843058
53128,9233,teyen,45.461,-103.842,2180.76541
53155,12053,teyen,36.511,-104.915,5.217264349
53228,8397,teyen,47.521,-106.967,2342.141954
53490,11705,teyeq,37.901,-112.959,601.8734677
53514,12211,teyep,36.485,-108.569,1323.103409
53515,12212,teyep,36.269,-108.167,721.0228977
53516,9065,teyen,45.785,-104.953,3240.658321
53516,9065,teyen,45.785,-104.953,3240.658321
53517,12211,teyep,36.292,-108.55,1322.231433
53824,9552,teyen,44.06,-110.376,2238.067372
53896,12212,teyep,36.278,-108.256,132.8208451
53899,12212,teyep,36.5,-108.083,1080.909697
53976,7391,teyep,50.815,-111.595,2268.017347
53980,12213,teyep,36.184,-107.888,1497.760434
53981,12211,teyep,36.36,-108.566,1274.514957
53982,12212,teyep,36.286,-108.227,379.3403379
53996,8220,teyeq,48.464,-112.47,1220.649566
53999,8220,teyeq,48.464,-112.47,1220.649566
54000,8220,teyeq,48.464,-112.47,1220.649566
54001,7391,teyep,50.806,-111.624,2083.375439
54002,9066,teyen,45.501,-104.16,1794.058997
54080,8398,teyen,47.812,-106.278,893.3645554
54081,8399,teyen,47.683,-105.978,1250.932738
54097,12213,teyep,36.169,-107.799,1073.278059
54098,12213,teyep,36.169,-107.799,1073.278059
54100,12213,teyeo,36.169,-107.799,1073.278059
54101,12213,teyep,36.169,-107.799,1073.278059
54103,12213,teyeo,36.169,-107.799,1073.278059
54104,12212,teyep,36.344,-108.209,362.4976885
54105,7729,teyen,49.517,-108.817,36.49217212
54176,9895,teyen,43.489,-104.611,2599.262082
54177,9895,teyen,43.489,-104.611,2599.262082
54178,9895,teyen,43.489,-104.611,2599.262082
54179,9896,teyen,43.302,-104.366,494.9086675
55247,8052,teyeo,48.976,-113.344,279.7682838
55266,8053,teyeo,48.858,-112.736,358.9105819
55267,8054,teyeo,48.699,-112.432,696.0351848
55274,8392,teyep,47.527,-109.498,3323.874074
55288,13210,teyeo,33.154,-107.192,0.695325933
55289,13210,teyeo,33.154,-107.192,0.695325933
55290,13210,teyeo,33.154,-107.192,0.695325933
55291,13210,teyeo,33.154,-107.192,0.695325933
55292,13210,teyeo,33.154,-107.192,0.695325933
55293,13210,teyeo,33.154,-107.192,0.695325933
55295,12212,teyep,36.315,-108.048,1688.166896
55296,12213,teyep,36.14,-107.799,1366.507324
55317,7391,teyep,50.74,-111.515,2861.154481
55324,8385,teyeq,47.635,-112.583,1818.897605
55326,9223,teyen,45.041,-108.801,800.5887605
55352,7391,teyep,50.742,-111.507,2909.345406
55353,8396,teyen,47.567,-107.083,3108.235767
55354,8398,teyen,47.6,-106.217,454.3853612
55355,8398,teyen,47.683,-106.217,439.9529707
55363,7057,teyeo,51.996,-112.883,1071.465871
55385,8396,teyen,47.537,-107.168,3105.188124
55386,8053,teyeq,48.936,-112.642,728.0343653
55882,12212,teyep,36.271,-108.209,532.3519307
55883,12212,teyep,36.257,-108.191,516.0858137
56005,12212,teyep,36.388,-108.074,1508.221456
56006,12212,teyep,36.388,-108.074,1508.221456
56007,12212,teyep,36.388,-108.074,1508.221456
56008,12212,teyep,36.388,-108.074,1508.221456
56009,12212,teyep,36.388,-108.074,1508.221456
56011,12212,teyep,36.388,-108.074,1508.221456
56012,12212,teyep,36.388,-108.074,1508.221456
56015,12212,teyep,36.388,-108.074,1508.221456
56016,12212,teyep,36.388,-108.074,1508.221456
56017,12212,teyep,36.388,-108.074,1508.221456
56019,12212,teyep,36.286,-108.102,1139.692807
56021,12212,teyep,36.286,-108.102,1139.692807
56022,12212,teyep,36.286,-108.102,1139.692807
56023,12212,teyep,36.286,-108.102,1139.692807
56024,12212,teyep,36.286,-108.102,1139.692807
56025,12212,teyep,36.286,-108.102,1139.692807
56027,12212,teyep,36.286,-108.102,1139.692807
56028,12212,teyep,36.286,-108.102,1139.692807
56040,12212,teyep,36.344,-108.084,1423.959134
56041,12212,teyep,36.344,-108.084,1423.959134
56042,12212,teyep,36.344,-108.084,1423.959134
56043,12212,teyep,36.344,-108.084,1423.959134
56044,12212,teyep,36.344,-108.084,1423.959134
56046,12212,teyep,36.294,-108.103,1214.269944
56084,12212,teyep,36.27,-108.144,798.1104529
56085,12212,teyep,36.27,-108.144,798.1104529
56086,12212,teyep,36.27,-108.144,798.1104529
56087,12212,teyep,36.271,-108.227,379.3381667
56088,12212,teyep,36.27,-108.144,798.1104529
56089,12212,teyep,36.27,-108.144,798.1104529
56090,12212,teyep,36.27,-108.144,798.1104529
56091,12212,teyep,36.27,-108.144,798.1104529
56092,12212,teyep,36.27,-108.144,798.1104529
56093,12212,teyep,36.271,-108.209,532.3519307
56094,12212,teyep,36.27,-108.144,798.1104529
56095,12212,teyep,36.27,-108.144,798.1104529
56096,12212,teyep,36.27,-108.144,798.1104529
56097,12212,teyep,36.27,-108.144,798.1104529
56098,12212,teyep,36.27,-108.144,798.1104529
56099,12212,teyep,36.27,-108.144,798.1104529
56100,12212,teyep,36.27,-108.144,798.1104529
56101,12212,teyep,36.27,-108.144,798.1104529
56102,12212,teyep,36.269,-108.168,719.0207563
56103,12212,teyep,36.269,-108.168,719.0207563
56104,12212,teyep,36.269,-108.168,719.0207563
56105,12212,teyep,36.269,-108.168,719.0207563
56106,12212,teyep,36.3,-108.191,627.0051239
56106,12212,teyep,36.3,-108.191,627.0051239
56107,12212,teyep,36.3,-108.191,627.0051239
56107,12212,teyep,36.3,-108.191,627.0051239
56108,12212,teyep,36.3,-108.191,627.0051239
56108,12212,teyep,36.3,-108.191,627.0051239
56109,12212,teyep,36.3,-108.191,627.0051239
56109,12212,teyep,36.3,-108.191,627.0051239
56110,12212,teyep,36.3,-108.191,627.0051239
56110,12212,teyep,36.3,-108.191,627.0051239
56111,12212,teyep,36.3,-108.191,627.0051239
56111,12212,teyep,36.3,-108.191,627.0051239
56112,12212,teyep,36.192,-108.091,561.6229726
56113,12212,teyep,36.192,-108.091,561.6229726
56114,12212,teyep,36.192,-108.091,561.6229726
56115,12212,teyep,36.228,-108.084,810.1205799
56116,12212,teyep,36.228,-108.066,945.1698217
56117,12212,teyep,36.22,-108.075,833.5100668
56118,12212,teyep,36.22,-108.075,833.5100668
56119,12212,teyep,36.213,-108.066,862.3961561
56120,12212,teyep,36.22,-108.075,833.5100668
56121,12212,teyep,36.213,-108.084,727.3032895
56122,12212,teyep,36.22,-108.075,833.5100668
56261,12213,teyep,36.061,-107.962,2002.511297
56262,12213,teyep,36.061,-107.962,2002.511297
56263,12213,teyep,36.061,-107.962,2002.511297
56265,12213,teyep,36.061,-107.962,2002.511297
56266,12212,teyep,36.344,-108.066,1576.809191
56267,12212,teyep,36.344,-108.066,1576.809191
56268,12212,teyep,36.344,-108.066,1576.809191
56269,12212,teyep,36.344,-108.066,1576.809191
56270,12212,teyep,36.344,-108.066,1576.809191
56271,12212,teyep,36.294,-108.103,1214.269944
56272,12212,teyep,36.294,-108.103,1214.269944
56274,12212,teyep,36.329,-108.048,1731.365419
56275,12212,teyep,36.329,-108.048,1731.365419
56277,12212,teyep,36.284,-108.103,1115.486208
56278,12212,teyep,36.269,-108.167,721.0228977
56284,12212,teyep,36.3,-108.084,1361.71394
56286,12212,teyep,36.3,-108.084,1361.71394
56287,12212,teyep,36.3,-108.084,1361.71394
56291,12212,teyep,36.257,-108.173,572.2924535
56291,12212,teyep,36.257,-108.173,572.2924535
56293,12212,teyep,36.27,-108.144,798.1104529
56294,12212,teyep,36.27,-108.144,798.1104529
56295,12212,teyep,36.27,-108.144,798.1104529
56297,12212,teyep,36.27,-108.144,798.1104529
56298,12212,teyep,36.27,-108.144,798.1104529
56299,12212,teyep,36.27,-108.144,798.1104529
56302,12212,teyep,36.27,-108.144,798.1104529
56303,12212,teyep,36.27,-108.144,798.1104529
56304,12212,teyep,36.27,-108.144,798.1104529
56306,12212,teyep,36.315,-108.173,700.5485186
56307,12212,teyep,36.27,-108.144,798.1104529
56308,12212,teyep,36.27,-108.144,798.1104529
56309,12212,teyep,36.27,-108.144,798.1104529
56310,12212,teyep,36.27,-108.144,798.1104529
56311,12212,teyep,36.27,-108.144,798.1104529
56312,12212,teyep,36.27,-108.144,798.1104529
56315,12212,teyep,36.278,-108.256,132.8208451
56316,12212,teyep,36.278,-108.256,132.8208451
56317,12212,teyep,36.278,-108.256,132.8208451
56318,12213,teyep,36.021,-107.636,2524.865963
56319,12213,teyep,36.021,-107.636,2524.865963
56320,12213,teyep,36.021,-107.636,2524.865963
56322,12213,teyep,36.155,-107.834,1377.818815
56323,12381,teyep,35.906,-106.539,841.1596163
56324,12380,teyep,35.966,-107.495,2770.839096
56325,12213,teyep,36.169,-107.959,1633.639052
56326,12213,teyep,36.169,-107.959,1633.639052
56360,12213,teyep,36.169,-107.941,1786.875027
56361,12213,teyep,36.061,-107.962,2002.511297
56363,12213,teyep,36.061,-107.962,2002.511297
56364,12213,teyep,36.061,-107.962,2002.511297
56366,12213,teyep,36.228,-107.941,1718.105312
56367,12213,teyep,36.228,-107.941,1718.105312
56368,12213,teyep,36.228,-107.941,1718.105312
56369,12213,teyep,36.228,-107.941,1718.105312
56370,12213,teyep,36.228,-107.941,1718.105312
56371,12213,teyep,36.024,-107.798,2626.884933
56372,12213,teyep,36.024,-107.798,2626.884933
56373,12213,teyep,36.024,-107.798,2626.884933
56374,12213,teyep,36.024,-107.798,2626.884933
56375,12213,teyep,36.024,-107.798,2626.884933
56378,12213,teyep,36.024,-107.798,2626.884933
56379,12213,teyep,36.024,-107.798,2626.884933
56381,12380,teyep,35.897,-107.455,3345.030046
56383,12212,teyep,36.242,-108.191,354.6925842
56384,12212,teyep,36.242,-108.191,354.6925842
56385,12212,teyep,36.242,-108.191,354.6925842
56386,12212,teyep,36.242,-108.191,354.6925842
56387,12212,teyep,36.242,-108.191,354.6925842
56388,12212,teyep,36.242,-108.191,354.6925842
56390,12212,teyep,36.143,-108.109,442.5794491
56390,12212,teyep,36.143,-108.109,442.5794491
56391,12213,teyep,36.061,-107.962,2002.511297
56392,12212,teyep,36.27,-108.144,798.1104529
56393,12213,teyep,36.024,-107.798,2626.884933
56424,12212,teyep,36.27,-108.144,798.1104529
56425,12212,teyep,36.27,-108.144,798.1104529
56426,12212,teyep,36.27,-108.144,798.1104529
56427,12212,teyep,36.27,-108.144,798.1104529
56428,12212,teyep,36.27,-108.144,798.1104529
56429,12212,teyep,36.27,-108.144,798.1104529
56430,12212,teyep,36.329,-108.138,967.9156233
56431,12212,teyep,36.344,-108.138,965.4083299
56432,12212,teyep,36.315,-108.173,700.5485186
56434,12212,teyep,36.315,-108.173,700.5485186
56435,12212,teyep,36.315,-108.173,700.5485186
56436,12212,teyep,36.278,-108.256,132.8208451
56437,12213,teyep,36.184,-107.841,1172.005756
56438,12213,teyep,36.242,-107.834,819.946912
56440,12213,teyep,36.061,-107.962,2002.511297
56441,12213,teyep,36.024,-107.798,2626.884933
56442,12213,teyep,36.097,-107.852,2029.817844
56443,12212,teyep,36.286,-108.12,1059.427912
56444,12212,teyep,36.286,-108.12,1059.427912
56445,12212,teyep,36.184,-108.12,297.841332
56446,12212,teyep,36.329,-108.048,1731.365419
56447,12212,teyep,36.3,-108.048,1557.445612
56448,12212,teyep,36.3,-108.066,1455.078712
56449,12212,teyep,36.286,-108.102,1139.692807
56450,12212,teyep,36.3,-108.066,1455.078712
56451,12212,teyep,36.3,-108.102,1278.90455
56452,12212,teyep,36.3,-108.102,1278.90455
56453,12212,teyep,36.294,-108.103,1214.269944
56454,12212,teyep,36.294,-108.103,1214.269944
56455,12543,teyep,35.458,-108.662,702.851815
56456,12380,teyep,35.922,-107.388,2779.06707
56457,12380,teyep,35.922,-107.37,2670.350716
56458,12380,teyep,35.966,-107.478,2713.389925
56566,12213,teyep,36.155,-107.817,1293.834877
56567,12213,teyep,36.155,-107.817,1293.834877
56569,12213,teyep,36.155,-107.817,1293.834877
56570,12213,teyep,36.155,-107.817,1293.834877
56571,12213,teyep,36.155,-107.817,1293.834877
56572,12213,teyep,36.169,-107.817,1159.447172
56575,12379,teyep,35.992,-107.582,2745.579002
56575,12379,teyep,35.992,-107.582,2745.579002
56576,12379,teyep,35.992,-107.582,2745.579002
56576,12379,teyep,35.992,-107.582,2745.579002
56577,12379,teyep,35.992,-107.582,2745.579002
56577,12379,teyep,35.992,-107.582,2745.579002
56578,12379,teyep,35.992,-107.582,2745.579002
56578,12379,teyep,35.992,-107.582,2745.579002
56579,12379,teyep,35.992,-107.582,2745.579002
56579,12379,teyep,35.992,-107.582,2745.579002
56580,12379,teyep,35.992,-107.582,2745.579002
56580,12379,teyep,35.992,-107.582,2745.579002
56581,12379,teyep,35.992,-107.582,2745.579002
56581,12379,teyep,35.992,-107.582,2745.579002
56582,12379,teyep,35.992,-107.582,2745.579002
56582,12379,teyep,35.992,-107.582,2745.579002
56584,12379,teyep,35.992,-107.582,2745.579002
56584,12379,teyep,35.992,-107.582,2745.579002
56585,12379,teyep,35.992,-107.582,2745.579002
56585,12379,teyep,35.992,-107.582,2745.579002
56587,12379,teyep,35.992,-107.582,2745.579002
56587,12379,teyep,35.992,-107.582,2745.579002
56588,12379,teyep,35.992,-107.582,2745.579002
56588,12379,teyep,35.992,-107.582,2745.579002
56589,12379,teyep,35.992,-107.582,2745.579002
56589,12379,teyep,35.992,-107.582,2745.579002
56591,12379,teyep,35.992,-107.582,2745.579002
56591,12379,teyep,35.992,-107.582,2745.579002
56593,12379,teyep,35.992,-107.582,2745.579002
56593,12379,teyep,35.992,-107.582,2745.579002
56594,12379,teyep,35.992,-107.582,2745.579002
56594,12379,teyep,35.992,-107.582,2745.579002
56595,12379,teyep,35.992,-107.582,2745.579002
56595,12379,teyep,35.992,-107.582,2745.579002
56597,12379,teyep,35.992,-107.582,2745.579002
56597,12379,teyep,35.992,-107.582,2745.579002
56598,12379,teyep,35.992,-107.582,2745.579002
56598,12379,teyep,35.992,-107.582,2745.579002
56601,12379,teyep,35.992,-107.582,2745.579002
56601,12379,teyep,35.992,-107.582,2745.579002
56602,12379,teyep,35.992,-107.582,2745.579002
56602,12379,teyep,35.992,-107.582,2745.579002
56603,12379,teyep,35.992,-107.582,2745.579002
56603,12379,teyep,35.992,-107.582,2745.579002
56604,12379,teyep,35.992,-107.582,2745.579002
56604,12379,teyep,35.992,-107.582,2745.579002
56605,12379,teyep,35.992,-107.582,2745.579002
56605,12379,teyep,35.992,-107.582,2745.579002
56606,12379,teyep,35.992,-107.582,2745.579002
56606,12379,teyep,35.992,-107.582,2745.579002
56607,12379,teyep,35.992,-107.582,2745.579002
56607,12379,teyep,35.992,-107.582,2745.579002
56613,12381,teyep,36,-107,187.4328571
56616,12212,teyep,36.286,-108.245,226.3599666
56622,12212,teyep,36.271,-108.245,226.324389
56624,12212,teyep,36.271,-108.209,532.3519307
56625,12212,teyep,36.271,-108.209,532.3519307
56627,12212,teyep,36.271,-108.209,532.3519307
56637,12212,teyep,36.257,-108.209,479.6913293
56638,12212,teyep,36.271,-108.227,379.3381667
56644,12212,teyep,36.213,-108.084,727.3032895
56646,12047,teyep,36.836,-107.768,452.5431619
56648,12046,teyep,36.988,-108.175,92.67290491
56650,12046,teyep,36.988,-108.175,92.67290491
56652,12046,teyep,36.972,-108.175,120.304239
57142,8397,teyep,47.654,-106.882,3783.04687
57158,9896,teyen,43.233,-104.5,1447.954226
57159,9895,teyen,43.067,-104.6,138.3105598
57161,9895,teyen,43.067,-104.567,134.7207353
57162,9895,teyen,43.117,-104.583,529.4200292
57163,9895,teyen,43.267,-104.617,2172.962793
57166,9895,teyen,43.267,-104.65,2177.305559
57168,9895,teyen,43.283,-104.533,1778.375743
57169,9895,teyen,43.15,-104.583,861.9627421
57170,9895,teyen,43.267,-104.6,2182.12732
57764,10059,teyen,42.967,-105.534,534.937675
57765,8397,teyen,47.575,-106.758,2863.420714
57914,8397,teyen,47.6,-107,3301.471327
57919,8907,teyen,46.087,-100.63,288.3241774
58156,8393,teyep,47.772,-108.948,1685.247675
58157,8057,teyen,49,-110.55,2076.820862
58520,11707,teyep,37.647,-111.862,140.6426815
58758,7392,teyep,50.75,-111.469,3145.290106
58759,7392,teyep,50.737,-111.495,2999.476333
58760,7391,teyep,50.739,-111.532,2751.871052
58807,8219,teyen,48.431,-112.826,505.9011779
58808,7392,teyeq,50.721,-111.397,3231.965454
58813,9236,teyen,45.096,-102.091,213.1495644
58900,7391,teyep,50.737,-111.523,2815.740433
58901,7391,teyep,50.734,-111.512,2895.247146
58902,7391,teyep,50.737,-111.504,2940.365611
58903,7392,teyep,50.749,-111.49,3007.82542
58904,7392,teyep,50.745,-111.485,3048.339287
58905,7392,teyep,50.747,-111.445,3309.48431
58906,7392,teyep,50.747,-111.444,3316.113754
58907,7391,teyep,50.811,-111.591,2302.611321
58908,7391,teyep,50.813,-111.589,2311.667102
58909,7391,teyep,50.811,-111.585,2342.136656
58910,7392,teyep,50.757,-111.43,3394.203593
58911,7392,teyep,50.762,-111.427,3408.314252
58912,7391,teyep,50.8,-111.631,2031.357892
58913,7391,teyep,50.807,-111.62,2111.119478
58943,7391,teyep,50.801,-111.615,2138.982854
58944,7391,teyep,50.804,-111.612,2161.465251
58945,7391,teyep,50.79,-111.614,2141.363177
58946,7391,teyep,50.795,-111.606,2195.933236
58947,7391,teyep,50.793,-111.597,2255.617539
58948,7391,teyep,50.785,-111.618,2115.080418
58949,7391,teyep,50.785,-111.624,2074.914668
58950,7391,teyep,50.733,-111.509,2917.392224
58951,7391,teyep,50.733,-111.509,2917.392224
58952,7392,teyep,50.749,-111.466,3166.861372
58953,7391,teyep,50.761,-111.566,2483.958767
58954,7391,teyep,50.733,-111.567,2537.589499
58955,7391,teyep,50.821,-111.632,2011.918858
58956,7391,teyep,50.812,-111.631,2037.1279
58957,7392,teyep,50.73,-111.425,3227.467758
58958,7392,teyep,50.761,-111.422,3442.752623
58959,7392,teyep,50.768,-111.455,3215.496655
58960,7392,teyep,50.77,-111.453,3227.156059
58962,7391,teyep,50.821,-111.602,2209.544488
59004,7391,teyep,50.826,-111.595,2239.204069
59005,7391,teyep,50.749,-111.568,2492.480338
59006,7391,teyep,50.79,-111.61,2168.144316
59007,7391,teyep,50.792,-111.606,2195.168234
59008,7391,teyep,50.571,-111.511,1331.162301
59009,7391,teyep,50.734,-111.514,2882.151496
59010,7391,teyep,50.738,-111.502,2951.174968
