"","Taxon","DIC","Res","Bin.type","Model.type"
"1","Ankylosauridae",733.88874220892,0.5,"scotese","sp"
"2","Hadrosauridae",1741.89737885901,0.5,"scotese","sp"
"3","Ceratopsidae",1396.01802585375,0.5,"scotese","sp"
"4","Tyrannosauridae",881.344916556063,0.5,"scotese","sp"
