"","Taxon","DIC","Res","Bin.type","Model.type"
"1","Ankylosauridae",546.275880389022,0.5,"formation","hc.rw"
"2","Hadrosauridae",1448.02583868745,0.5,"formation","hc.rw"
"3","Ceratopsidae",1178.0962576655,0.5,"formation","hc.rw"
"4","Tyrannosauridae",592.957703434923,0.5,"formation","hc.rw"
