"","Taxon","DIC","Res","Bin.type","Model.type"
"1","Ankylosauridae",847.550624490202,1,"scotese","sp"
"2","Hadrosauridae",2140.71063871159,1,"scotese","sp"
"3","Ceratopsidae",1726.48480386882,1,"scotese","sp"
"4","Tyrannosauridae",1135.69072176745,1,"scotese","sp"
