"","y.1","y.2","y.3","y.4","y.5"
"6056",0,0,0,NA,NA
"6890",1,1,0,NA,NA
"7056",0,0,0,0,1
"7057",0,0,0,0,0
"7059",0,NA,NA,NA,NA
"7389",0,NA,NA,NA,NA
"7566",0,NA,NA,NA,NA
"7718",1,NA,NA,NA,NA
"7719",1,NA,NA,NA,NA
"7729",1,0,0,NA,NA
"7731",0,NA,NA,NA,NA
"7886",0,NA,NA,NA,NA
"7894",0,0,0,0,NA
"7896",1,0,0,0,0
"7898",0,NA,NA,NA,NA
"7899",0,0,0,NA,NA
"7900",0,1,NA,NA,NA
"8057",1,NA,NA,NA,NA
"8064",0,NA,NA,NA,NA
"8219",0,NA,NA,NA,NA
"8232",0,NA,NA,NA,NA
"8233",0,NA,NA,NA,NA
"8234",1,NA,NA,NA,NA
"8396",1,0,1,0,0
"8397",0,1,0,1,0
"8398",0,0,1,0,0
"8399",0,0,NA,NA,NA
"8401",0,NA,NA,NA,NA
"8560",0,1,NA,NA,NA
"8562",0,0,0,0,0
"8563",1,NA,NA,NA,NA
"8564",0,NA,NA,NA,NA
"8567",0,1,0,0,0
"8568",0,0,1,NA,NA
"8721",0,NA,NA,NA,NA
"8735",1,0,NA,NA,NA
"8740",0,1,NA,NA,NA
"8742",0,NA,NA,NA,NA
"8889",0,NA,NA,NA,NA
"8894",0,0,0,0,1
"8895",0,1,NA,NA,NA
"8898",0,NA,NA,NA,NA
"8900",1,0,0,0,0
"8901",1,0,1,0,0
"8902",1,0,0,0,0
"8907",1,0,NA,NA,NA
"9059",0,NA,NA,NA,NA
"9064",0,1,0,NA,NA
"9065",0,0,0,0,0
"9066",0,NA,NA,NA,NA
"9067",0,0,1,1,0
"9068",0,1,NA,NA,NA
"9070",0,NA,NA,NA,NA
"9071",0,1,NA,NA,NA
"9072",1,1,1,NA,NA
"9222",0,NA,NA,NA,NA
"9223",1,NA,NA,NA,NA
"9229",0,NA,NA,NA,NA
"9230",1,1,NA,NA,NA
"9231",1,NA,NA,NA,NA
"9232",0,1,0,NA,NA
"9233",1,0,1,1,1
"9234",0,1,0,0,0
"9235",0,NA,NA,NA,NA
"9236",0,1,1,NA,NA
"9237",1,NA,NA,NA,NA
"9389",0,NA,NA,NA,NA
"9391",1,NA,NA,NA,NA
"9400",0,0,NA,NA,NA
"9403",0,NA,NA,NA,NA
"9405",0,NA,NA,NA,NA
"9552",0,NA,NA,NA,NA
"9554",0,1,NA,NA,NA
"9555",0,NA,NA,NA,NA
"9557",0,NA,NA,NA,NA
"9725",0,NA,NA,NA,NA
"9726",0,NA,NA,NA,NA
"9729",0,NA,NA,NA,NA
"9730",0,0,NA,NA,NA
"9894",0,NA,NA,NA,NA
"9895",1,0,0,0,1
"9896",1,0,0,0,0
"10059",1,1,NA,NA,NA
"10060",0,0,NA,NA,NA
"10062",0,1,0,0,0
"10223",1,0,0,NA,NA
"10228",0,NA,NA,NA,NA
"10385",0,1,NA,NA,NA
"10387",0,NA,NA,NA,NA
"10389",0,1,0,0,1
"10394",1,1,1,0,NA
"11056",0,0,0,0,1
"11057",0,0,0,0,0
"11058",0,NA,NA,NA,NA
"11222",0,NA,NA,NA,NA
"11223",0,0,0,NA,NA
"11389",0,0,0,0,0
"11390",0,NA,NA,NA,NA
"11707",1,NA,NA,NA,NA
"11887",1,1,1,NA,NA
"12046",1,NA,NA,NA,NA
"12053",0,NA,NA,NA,NA
"12211",1,NA,NA,NA,NA
"12212",0,1,0,0,0
"12213",0,1,0,0,0
"12380",0,NA,NA,NA,NA
