"","cells","mean_DEM","mean_MGVF","mean_prec","mean_temp","max_DEM","min_DEM","relief","counting_colls$Coll_count","Maas_terr_outcrop","Maas_all_outcrop","Cret_outcrop"
"1",6056,998.208353678385,90,48.0277773539225,1.3555554151535,1148.09118652344,912.286010742188,235.80517578125,3,0.790000021457672,0.790000021457672,0.790000021457672
"2",6890,842.11666690602,92,39.2107842389275,3.05147056018605,847.446411132812,790.733581542969,56.7128295898438,3,0.170000001788139,0.170000001788139,0.170000001788139
"3",7056,801.224839952257,80.5555555555556,34.7592591179742,3.29351856973436,865.885314941406,757.135559082031,108.749755859375,7,0.360000014305115,0.360000014305115,0.360000014305115
"4",7057,794.488371153136,91.7432432432432,34.1351362176844,3.34436929548109,894.114807128906,742.039672851562,152.075134277344,14,0.170000001788139,0.170000001788139,0.170000001788139
"5",7059,791.945251464844,92,31.5833339691162,2.61666679382324,791.945251464844,791.945251464844,0,1,0,0.280000001192093,0.280000001192093
"6",7389,881.137084960938,95,30.3333339691162,3.95000004768372,881.137084960938,881.137084960938,0,1,0,0.00999999977648258,0.00999999977648258
"7",7566,809.149597167969,70,32.1666679382324,3.61666655540466,809.149597167969,809.149597167969,0,1,0,0.959999978542328,0.959999978542328
"8",7718,1177.87963867188,97,42.3333320617676,5.01666688919067,1177.87963867188,1177.87963867188,0,1,0.419999986886978,0.419999986886978,0.579999983310699
"9",7719,1131.80639648438,98,40.6666679382324,5.05000019073486,1131.80639648438,1131.80639648438,0,1,0.419999986886978,0.419999986886978,0.419999986886978
"10",7729,933.974956311678,84.6315789473684,31.587719867104,3.97938597829718,934.536926269531,923.859497070312,10.6774291992188,3,0.340000003576279,0.569999992847443,0.569999992847443
"11",7731,850.759582519531,82,31.3333339691162,3.81666660308838,850.759582519531,850.759582519531,0,1,0.0299999993294477,0.740000009536743,0.740000009536743
"12",7886,1156.99291992188,72,40.4166679382324,5.33333349227905,1156.99291992188,1156.99291992188,0,1,0.970000028610229,1,1
"13",7894,1001.21126403809,83.55,34.3333320617676,3.51250001192093,1028.31433105469,976.752624511719,51.5617065429688,4,0.0500000007450581,0.990000009536743,1
"14",7896,967.649410385683,81.9638554216867,30.4337349627391,3.80230944127922,969.831909179688,926.06298828125,43.7689208984375,7,0.100000001490116,0.850000023841858,0.850000023841858
"15",7898,918.549499511719,95,30.1666660308838,3.90000009536743,918.549499511719,918.549499511719,0,1,0.140000000596046,0.839999973773956,0.839999973773956
"16",7899,874.668408203125,69.6,29.6833339691162,4.72333316802978,885.0947265625,872.061828613281,13.0328979492188,3,0.150000005960464,0.680000007152557,0.680000007152557
"17",7900,840.872497558594,94.0476190476191,32.1746043250674,4.95158708663214,908.233337402344,837.504455566406,70.7288818359375,2,0.0599999986588955,0.100000001490116,0.100000001490116
"18",8057,851.823791503906,52,25.3333339691162,5.67499971389771,851.823791503906,851.823791503906,0,1,0,0,0.990000009536743
"19",8064,755.442138671875,56,26.75,5.11666679382324,755.442138671875,755.442138671875,0,1,0,0.509999990463257,0.970000028610229
"20",8219,1350.79431152344,78,31.0833339691162,5.78333330154419,1350.79431152344,1350.79431152344,0,1,0.0700000002980232,0.0799999982118607,0.259999990463257
"21",8232,642.563903808594,86,24.5,7.35000038146973,642.563903808594,642.563903808594,0,1,0.0599999986588955,0.660000026226044,0.660000026226044
"22",8233,766.62548828125,77,25.8333339691162,6.36666679382324,766.62548828125,766.62548828125,0,1,0.319999992847443,0.449999988079071,0.449999988079071
"23",8234,638.800537109375,64,27.1666660308838,7.16666650772095,638.800537109375,638.800537109375,0,1,0.259999990463257,0.5,0.5
"24",8396,852.725616829527,63.3527607361963,26.7566462791771,6.69228015355537,920.926330566406,732.620666503906,188.3056640625,26,0.449999988079071,0.879999995231628,0.879999995231628
"25",8397,796.910374785633,67.5463414634146,26.846341621585,6.93939016388684,849.7041015625,713.642578125,136.0615234375,38,0.349999994039536,0.689999997615814,0.689999997615814
"26",8398,752.501303152117,62.2120075046904,25.6371166737397,6.74909333663855,800.976989746094,685.114318847656,115.862670898438,73,0.519999980926514,0.600000023841858,0.600000023841858
"27",8399,715.782836914062,73,26.5416660308838,6.88749980926514,788.656433105469,642.909240722656,145.747192382812,2,0.170000001788139,0.170000001788139,0.170000001788139
"28",8401,762.694580078125,70,30.6666660308838,6.54166650772095,762.694580078125,762.694580078125,0,1,0,0,0
