"","cells","mean_max_ptemp","mean_min_ptemp","mean_max_pprec","mean_min_pprec","mean_PDEM","plat"
"29",7891,-519.35665951622,-561.79020526394,12678065110.8668,7099953688.89641,759.830866807611,55.9871463002114
"30",7892,-519.31745062934,-561.72077094184,12679496135.1111,7100331178.66667,742.222222222222,55.8824888888889
"31",7894,-519.341674804688,-561.763610839844,12678612992,7100098048,840,55.677
"32",8051,-518.832153320312,-560.86767578125,11037486080,7235537920,840,56.34518
"33",8053,-519.218643851902,-561.620996447577,12146517155.2464,7118843896.57971,469.565217391304,56.2131782608696
"34",8054,-519.067810058594,-561.367614746094,12202066944,7085515776,400,55.9098
"35",8057,-519.249505690586,-561.600426191165,12681976376.8889,7100985287.11111,760,55.776549382716
"36",8058,-519.208221435547,-561.527252197266,12683483648,7101382912,660,55.59525
"37",8059,-519.154050386869,-561.431330754207,12685461228.3077,7101904344.61539,560,55.2381961538462
"38",8063,NA,NA,NA,NA,480,54.7913
"39",8219,-518.843409220378,-561.049453735352,11880494080,7045851690.66667,436.666666666667,55.8022583333333
"40",8220,-518.859111785889,-561.040744781494,12091837568,7049631424,400,55.73409375
"41",8224,-518.381713867188,-559.981811523438,12571849728,6994337280,760,54.844
"42",8231,NA,NA,NA,NA,120,54.4116
"43",8385,-518.308920053335,-560.245612511268,11600764416,6900346525.53846,800,55.1489230769231
"44",8386,-518.329839968214,-560.223899691713,11848699602.8235,6930064243.45098,407.843137254902,55.0705529411765
"45",8389,-518.3955078125,-560.010498046875,12578776064,7000230912,760,54.6425
"46",8390,-518.371032714844,-559.95947265625,12566461440,6989753344,760,54.7337
"47",8391,-518.15522257487,-559.510267469618,12458093871.4074,6897555209.48148,638.518518518518,54.4761092592593
"48",8392,-518.112762451172,-559.421905517578,12436770816,6879414272,640,54.30545
"49",8393,-518.051743727464,-559.294907789964,12406131633.2308,6853346816,640,54.2992461538462
"50",8397,NA,NA,NA,NA,260,53.74525
"51",8557,-518.073669433594,-559.340576171875,12417143808,6862715904,520,54.1169
"52",8560,-517.911193847656,-559.002380371094,12335557632,6793303552,560,53.6695
"53",8726,-517.834594726562,-558.842895507812,12297074688,6760562176,560,53.1339
"54",8889,-517.641845703125,-558.441722040591,12200295691.1304,6678223782.95652,560,53.1388869565217
"55",8890,-517.630265052872,-558.41763891355,12194481451.9596,6673277300.36364,560,53.027596969697
"56",8891,-517.595458984375,-558.34521484375,12177004544,6658407936,560,52.8632
"57",9051,-516.927856445312,-557.623168945312,11750328320,7276662784,1040,53.2196
"58",9053,-517.198018391927,-557.674357096354,12065662634.6667,6793526613.33333,680,52.8236
"59",9054,-517.296142578125,-557.825073242188,12073427968,6721487872,680,52.8061
"60",9066,NA,NA,NA,NA,-360,51.141
"61",9232,NA,NA,NA,NA,-360,50.8508
"62",9557,-516.190099080404,-555.044448852539,12568388138.6667,6444703104,760,50.5779875
"63",9720,-515.455505371094,-554.334777832031,12136667136,6803972096,1200,50.6428
"64",9722,-516.034729003906,-554.663696289062,12657823744,6437346304,1200,50.475
"65",9723,-516.154235839844,-554.95654296875,12589039616,6443004416,1040,50.529
"66",9890,-515.67333984375,-553.778198242188,12865824768,6420236800,920,49.5626
"67",9897,NA,NA,NA,NA,-160,48.7077
"68",10056,-515.67333984375,-553.778198242188,12865824768,6420236800,1120,49.2761
"69",10384,-514.253252301897,-551.885463169643,12435998720,6662328320,914.285714285714,48.7611857142857
"70",10385,-514.443450927734,-552.083755493164,12547945728,6612943744,880,48.676575
"71",10718,-514.231201171875,-551.286560058594,12990036992,6491204096,960,47.5742
"72",10882,-513.064636230469,-548.967529296875,13529005056,6587171328,1040,47.4662
"73",10883,-513.198791503906,-548.52734375,14526440448,6701886976,1040,47.0877
"74",10885,-513.26220703125,-548.319152832031,14998118400,6756134912,840,47.1169
"75",11045,-513.778324672154,-548.631622314453,15761133714.2857,6664738048,960,47.2225714285714
"76",11050,-513.26220703125,-548.319152832031,14998118400,6756134912,840,46.9154
"77",11051,-513.290100097656,-548.227661132812,15205416960,6779976192,840,46.802
"78",11210,-513.871256510417,-548.185831705729,16567327744,6604399274.66667,680,46.9210666666667
"79",11212,-513.537231445312,-547.878540039062,16213044224,6653871104,1040,46.4782
"80",11213,-513.448364257812,-547.886840820312,16039863296,6747082240,560,46.3161
"81",11383,-513.46875,-547.641540527344,16533326848,6932699648,1040,45.8439
"82",11542,-513.498168945312,-546.678344726562,17519124480,6199977472,1480,45.6829333333333
"83",11543,-513.499755859375,-546.691955566406,17514283008,6217814272,1480,45.6518235294118
"84",11705,-514.435401024757,-546.366831593699,20024307605.6104,5678069294.54545,1368.83116883117,45.5428064935065
"85",11706,-513.368189493815,-546.066797892253,17705757013.3333,5578965845.33333,1026.66666666667,45.4723583333333
"86",11707,-513.31178203382,-546.137493735866,17544206821.0526,5721006336,1200,45.4310907894737
"87",11708,-513.357624053955,-546.255373001099,17577423274.6667,5871285856,1112.08333333333,45.4340697916667
"88",11710,-513.457183837891,-546.445648193359,17865452544,6418156544,840,45.2841
"89",11869,-513.846069335938,-545.569458007812,19296184320,5555646976,680,44.8438
"90",11870,-513.204711914062,-545.600463867188,17836046336,5332702208,680,45.0093
"91",11871,-514.618591308594,-546.090637207031,20883425280,5629559808,680,45.228
"92",11872,-513.779122488839,-545.932498023624,18912814323.8095,5514766628.57143,680,45.2415571428571
"93",11873,-513.162947029903,-545.870186641298,17479084714.6667,5595577708.87356,1200,45.1919379310345
"94",11874,-513.159529976223,-545.832840629246,17610841844.8696,5761042298.43478,1200,45.061852173913
"95",12045,-513.312805175781,-545.424194335938,19230728192,6873325568,680,43.7302
"96",12046,-513.270885266756,-545.397650467722,19391191902.3158,6895098098.52632,690.526315789474,43.66895
"97",12047,-513.309448242188,-545.499633789062,19347689472,6920155648,760,43.7837
"98",12211,-513.23112581983,-545.14333616657,19329607932.8395,6830416011.06173,1008.88888888889,43.4443901234568
"99",12212,-513.165642643282,-545.133528927131,19528823584.1029,6834892604.91318,1021.47909967846,43.3414520900322
"100",12213,-513.095057986561,-544.958467315516,19621708380.8497,6794625623.54404,938.652849740933,43.1285953367876
"101",12217,NA,NA,NA,NA,520,42.5598
"102",12379,-513.061118164062,-544.872814941406,19665079828.48,6774757007.36,924.8,42.932536
"103",12380,-513.006168910435,-544.734021868025,19735353490.2857,6742563730.28571,920,42.6942214285714
"104",12381,-512.928995768229,-544.608215332031,19634335744,6757818538.66667,1240,42.6371333333333
"105",12543,-513.060587565104,-544.269897460938,19609956352,6808648533.33333,940,42.60805
"106",12545,-512.7744140625,-544.218627929688,19830083584,6667858944,1400,42.4723
"107",12547,-512.543090820312,-543.846374511719,19513004032,6717903360,1400,42.1433
"108",13240,-514.290893554688,-542.224487304688,40824037376,21798719488,80,36.732
"109",13534,-515.022277832031,-542.567565917969,27164110848,10872691712,400,39.9458
