"","cells","mean_DEM","mean_MGVF","mean_prec","mean_temp","max_DEM","min_DEM","relief","counting_colls$Coll_count","Camp_terr_outcrop","Camp_all_outcrop","Cret_outcrop"
"54",8889,1254.78078294837,66.0869565217391,28.5289853966754,7.07862317043802,1279.0693359375,1241.31640625,37.7529296875,5,0.180000007152557,0.349999994039536,0.430000007152557
"55",8890,1245.35067224984,67.2626262626263,28.052188738428,6.99149829209453,1303.70434570312,1144.1962890625,159.508056640625,11,0.180000007152557,0.730000019073486,0.790000021457672
"56",8891,1108.91333007812,75,27.6666660308838,7.58333349227905,1108.91333007812,1108.91333007812,0,1,0.0399999991059303,0.189999997615814,0.589999973773956
"57",9051,1301.41259765625,94,25.3333339691162,7.13333320617676,1301.41259765625,1301.41259765625,0,1,0,0,0
"58",9053,1707.7802327474,95,39.2222226460775,5.39722220102946,1815.35070800781,1653.99499511719,161.355712890625,2,0,0.0500000007450581,0.0500000007450581
"59",9054,1402.66943359375,94,34.5833320617676,6.91666650772095,1402.66943359375,1402.66943359375,0,1,0,0.0299999993294477,0.0299999993294477
"60",9066,1028.76843261719,70,28.8333339691162,7.36666679382324,1028.76843261719,1028.76843261719,0,1,0,0.119999997317791,0.409999996423721
"61",9232,1018.87432861328,76,31.0833339691162,7.14166688919067,1018.87432861328,1018.87432861328,0,1,0,0.589999973773956,0.660000026226044
"62",9557,1395.19186401367,26.125,20.3611106872559,7.34444439411163,1407.66369628906,1355.45092773438,52.2127685546875,10,0.0399999991059303,0.0399999991059303,0.0599999986588955
"63",9720,2423.39990234375,54,27.75,2.40833330154419,2423.39990234375,2423.39990234375,0,1,0,0,0
"64",9722,1524.6865234375,19,21.5833339691162,7.10833311080933,1524.6865234375,1524.6865234375,0,1,0.0599999986588955,0.0599999986588955,0.100000001490116
"65",9723,1261.97595214844,94,17.25,7.55000019073486,1261.97595214844,1261.97595214844,0,1,0.0599999986588955,0.0599999986588955,0.109999999403954
"66",9890,1859.2646484375,39,23.5,6.33333349227905,1859.2646484375,1859.2646484375,0,1,0.00999999977648258,0.00999999977648258,0.0199999995529652
"67",9897,1039.61889648438,81,33.75,8.5,1039.61889648438,1039.61889648438,0,1,0,0.259999990463257,0.259999990463257
"68",10056,1923.42724609375,47,20.6666660308838,6.31666660308838,1923.42724609375,1923.42724609375,0,1,0.0399999991059303,0.0399999991059303,0.0500000007450581
"69",10384,1987.44494628906,20.4285714285714,16.5595237186977,5.54285717010498,2081.75659179688,1937.39221191406,144.364379882812,7,0.189999997615814,0.349999994039536,0.349999994039536
"70",10385,2094.40643310547,30,16.9583330154419,4.96458327770233,2172.65307617188,2049.87841796875,122.774658203125,4,0.25,0.310000002384186,0.389999985694885
"71",10718,1874.41149902344,31,23.75,6.63333320617676,1874.41149902344,1874.41149902344,0,1,0,0,0
"72",10882,1522.58776855469,29,18.6666660308838,8.48333358764648,1522.58776855469,1522.58776855469,0,1,0.0299999993294477,0.0799999982118607,0.0799999982118607
"73",10883,1706.81640625,41,22.9166660308838,8.50833320617676,1706.81640625,1706.81640625,0,2,0.230000004172325,0.349999994039536,0.349999994039536
"74",10885,2105.48876953125,81,35.5833320617676,5.79166698455811,2105.48876953125,2105.48876953125,0,1,0.319999992847443,0.740000009536743,0.740000009536743
"75",11045,2089.47376360212,61.0714285714286,27.0297622680664,7.07321439470564,2382.17138671875,1944.22595214844,437.945434570312,6,0.0599999986588955,0.379999995231628,0.419999986886978
"76",11050,1962.20922851562,56,31.1666660308838,6.65000009536743,1962.20922851562,1962.20922851562,0,1,0,0,0
"77",11051,2224.62841796875,97,35.25,5.33333301544189,2224.62841796875,2224.62841796875,0,2,0.0700000002980232,0.140000000596046,0.140000000596046
"78",11210,2333.74471028646,73.3333333333333,28.0833333333333,5.85833326975505,2416.63598632812,2167.96215820312,248.673828125,2,0.219999998807907,0.430000007152557,0.680000007152557
"79",11212,1356.48388671875,14,15.1666669845581,11.5749998092651,1356.48388671875,1356.48388671875,0,1,0.300000011920929,0.490000009536743,0.550000011920929
"80",11213,1791.55676269531,33,22.8333339691162,10.125,1791.55676269531,1791.55676269531,0,1,0.209999993443489,0.25,0.25
"81",11383,2077.12817382812,84,28.8333339691162,7.83333349227905,2077.12817382812,2077.12817382812,0,1,0.0799999982118607,0.479999989271164,0.479999989271164
"82",11542,1755.04577636719,11,16.1666660308838,11.3666667938232,1755.04577636719,1755.04577636719,0,2,0,0.0700000002980232,0.0700000002980232
"83",11543,1859.22380873736,15.4411764705882,17.2279409240274,10.7887256005231,1954.83959960938,1729.92761230469,224.911987304688,15,0,0.370000004768372,0.370000004768372
"84",11705,2615.50751762886,85.948051948052,40.0714276301396,4.61244591799649,2758.12719726562,1799.2451171875,958.882080078125,7,0,0,0
"85",11706,2222.06076049805,44.0833333333333,27.2083333333333,6.64097225666046,2477.67236328125,1959.60827636719,518.064086914062,7,0,0,0
"86",11707,2006.75094604492,35.4078947368421,22.5559209020514,8.49342091459977,2616.63696289062,1818.18371582031,798.453247070312,47,0,0,0.0299999993294477
"87",11708,1770.49254608154,13.1145833333333,18.3107639153798,10.7126735349496,1875.60437011719,1591.15014648438,284.454223632812,20,0.00999999977648258,0.0199999995529652,0.0199999995529652
"88",11710,1601.65618896484,17,17.9999995231628,12.1291670799255,1971.79711914062,1231.51525878906,740.281860351562,2,0,0,0
"89",11869,1156.86901855469,27,22.6666660308838,14.408332824707,1156.86901855469,1156.86901855469,0,1,0,0,0
