"","cells","mean_DEM","mean_MGVF","mean_prec","mean_temp","max_DEM","min_DEM","relief","counting_colls$Coll_count","Camp_terr_outcrop","Camp_all_outcrop","Cret_outcrop"
"1",7391,677.681584317919,67.1901408450704,27.7975349963551,4.7971831610505,761.998962402344,643.302185058594,118.69677734375,51,0.759999990463257,1,1
"2",7392,695.933080794963,59.2765957446809,27.3173760353251,4.89574472954933,736.08544921875,642.271667480469,93.8137817382812,16,0.759999990463257,1,1
"3",7393,770.759948730469,83,26.0833339691162,4.29166698455811,770.759948730469,770.759948730469,0,1,0.75,1,1
"4",7394,673.776226043701,69.59375,25.3489577770233,4.45703138411045,730.135437011719,625.058227539062,105.077209472656,6,0.930000007152557,1,1
"5",7557,748.27783203125,92,28,5.33333349227905,748.27783203125,748.27783203125,0,1,1,1,1
"6",7558,739.403437687801,55.3076923076923,26.6538467407227,5.64743586686941,777.550048828125,736.613037109375,40.93701171875,3,0.949999988079071,1,1
"7",7559,693.816101074219,85,26.9166660308838,5.55833339691162,693.816101074219,693.816101074219,0,1,0.990000009536743,1,1
"8",7560,710.286173502604,76,26.4444446563721,4.49722226460775,731.020385742188,668.817749023438,62.20263671875,2,0.620000004768372,1,1
"9",7720,939.564331054688,90,34.6666679382324,5.71666669845581,939.564331054688,939.564331054688,0,1,0,0.0500000007450581,0.990000009536743
"10",7723,772.88417561849,85,28.9166666666667,5.73333326975505,804.537292480469,714.912292480469,89.625,3,1,1,1
"11",7724,782.961730957031,76.5,28.375,5.82916665077209,843.47705078125,722.446411132812,121.030639648438,2,1,1,1
"12",7725,820.980895996094,81,28.6666660308838,5.40000009536743,820.980895996094,820.980895996094,0,1,0.680000007152557,0.970000028610229,1
"13",7726,762.8564453125,73,28.5833339691162,5.27500009536743,762.8564453125,762.8564453125,0,1,0.159999996423721,0.670000016689301,0.860000014305115
"14",7887,1216.92188218061,93.7647058823529,35.8676470588235,4.80098023134119,1235.17517089844,1183.45751953125,51.7176513671875,3,0.389999985694885,0.670000016689301,0.920000016689301
"15",7888,1018.0205871582,86,34.5749988555908,6.02833342552185,1018.54699707031,1013.28289794922,5.26409912109375,9,0.939999997615814,1,1
"16",7890,894.841613769531,90,30.75,5.46666669845581,894.841613769531,894.841613769531,0,1,0.790000021457672,1,1
"17",7891,957.151447915623,56.9594017094017,28.7280980908973,5.29318022218525,1005.32092285156,880.62451171875,124.696411132812,29,0.879999995231628,1,1
"18",7892,894.154541015625,73,27.6666660308838,5.21666669845581,894.154541015625,894.154541015625,0,1,0.389999985694885,1,1
"19",8051,2469.9228515625,16,63.8333320617676,-1.40000009536743,2469.9228515625,2469.9228515625,0,6,0,0,0
"20",8053,1275.98574961787,68.9855072463768,31.3586957074594,5.21292271821395,1347.01403808594,1241.34350585938,105.670532226562,23,0.389999985694885,0.519999980926514,0.720000028610229
