"","cells","mean_max_ptemp","mean_min_ptemp","mean_max_pprec","mean_min_pprec","mean_PDEM","plat"
"1",7391,-520.859731754786,-563.88994329748,13872330708.7324,7364799307.71831,680,57.6977394366197
"2",7392,-520.95921033494,-563.967744867852,14087280727.1489,7412718178.04255,680,57.6870936170213
"3",7393,-519.847351074219,-562.659301757812,12660154368,7095229952,560,57.4445
"4",7394,-519.672988891602,-562.350467681885,12666519040,7096908704,480,57.404446875
"5",7557,-519.9580078125,-562.855285644531,12656116736,7094164992,360,57.1499
"6",7558,-519.783529428335,-562.546311598558,12662483534.7692,7095843997.53846,367.692307692308,57.0092769230769
"7",7559,-519.678771972656,-562.360778808594,12666307584,7096852480,560,56.8583
"8",7560,-519.66298421224,-562.332763671875,12666884096,7097004544,506.666666666667,57.1672666666667
"9",7720,-519.893798828125,-562.691528320312,12270682112,7273531904,360,57.1888
"10",7723,-519.801127115885,-562.577412923177,12661841920,7095675050.66667,360,56.8742
"11",7724,-519.692840576172,-562.385620117188,12665794560,7096717312,560,56.7029
"12",7725,-519.559387207031,-562.149291992188,12670665728,7098001920,760,56.4923
"13",7726,-519.573425292969,-562.174133300781,12670152704,7097866752,560,56.6534
"14",7887,-519.504157571232,-562.075888241039,12344731166.1176,7143537212.23529,374.117647058824,56.5098352941177
"15",7888,-519.536743164062,-562.122436523438,12521688064,7115373568,400,56.47214
"16",7890,-519.576965332031,-562.180358886719,12670024704,7097832960,760,56.469
"17",7891,-519.355934469109,-561.788920867137,12678091579.0769,7099960670.08547,760,55.9856121794872
"18",7892,-519.306518554688,-561.701416015625,12679895040,7100436480,760,55.8665
"19",8051,-518.832153320312,-560.86767578125,11037486080,7235537920,840,56.34518
"20",8053,-519.218643851902,-561.620996447577,12146517155.2464,7118843896.57971,469.565217391304,56.2131782608696
"21",8054,-519.067810058594,-561.367614746094,12202066944,7085515776,400,55.9098
"22",8219,-518.843409220378,-561.049453735352,11880494080,7045851690.66667,436.666666666667,55.8022583333333
"23",8220,-518.859111785889,-561.040744781494,12091837568,7049631424,400,55.73409375
"24",8385,-518.3101953125,-560.247512207031,11601369948.16,6900734382.08,800,55.1491
"25",8386,-518.329839968214,-560.223899691713,11848699602.8235,6930064243.45098,407.843137254902,55.0705529411765
"26",8393,-518.055297851562,-559.30224609375,12407907328,6854857728,640,54.3167
"27",9053,-517.343811035156,-557.988159179688,12074775552,6816589824,680,53.0744
"28",9054,-517.296142578125,-557.825073242188,12073427968,6721487872,680,52.8061
"29",9557,-516.190099080404,-555.044448852539,12568388138.6667,6444703104,760,50.5779875
"30",9722,-516.034729003906,-554.663696289062,12657823744,6437346304,1200,50.475
"31",9723,-516.154235839844,-554.95654296875,12589039616,6443004416,1040,50.529
"32",9890,-515.67333984375,-553.778198242188,12865824768,6420236800,920,49.5626
"33",10056,-515.67333984375,-553.778198242188,12865824768,6420236800,1120,49.2761
"34",10385,-514.389709472656,-552.060974121094,12483543040,6637120512,880,48.7789
"35",10718,-514.231201171875,-551.286560058594,12990036992,6491204096,960,47.5742
"36",10882,-513.064636230469,-548.967529296875,13529005056,6587171328,1040,47.4662
"37",11045,-513.778324672154,-548.631622314453,15761133714.2857,6664738048,960,47.2225714285714
"38",11051,-513.290100097656,-548.227661132812,15205416960,6779976192,840,46.802
"39",11210,-513.871256510417,-548.185831705729,16567327744,6604399274.66667,680,46.9210666666667
"40",11212,-513.537231445312,-547.878540039062,16213044224,6653871104,1040,46.4782
"41",11383,-513.46875,-547.641540527344,16533326848,6932699648,1040,45.8439
"42",11542,-513.498168945312,-546.678344726562,17519124480,6199977472,1480,45.6829333333333
"43",11543,-513.499755859375,-546.691955566406,17514283008,6217814272,1480,45.6518235294118
"44",11705,-514.435401024757,-546.366831593699,20024307605.6104,5678069294.54545,1368.83116883117,45.5428064935065
"45",11706,-513.368189493815,-546.066797892253,17705757013.3333,5578965845.33333,1026.66666666667,45.4723583333333
"46",11707,-513.288196563721,-546.079067230225,17533382144,5659958912,1200,45.3760875
"47",11708,-513.252075195312,-546.043884277344,17576056832,5803283456,1200,45.2906
"48",11869,-513.846069335938,-545.569458007812,19296184320,5555646976,680,44.8438
"49",11870,-513.204711914062,-545.600463867188,17836046336,5332702208,680,45.0093
"50",11873,-513.054530552455,-545.653416224888,17418463232,5497250962.28571,1200,45.0351857142857
"51",11874,-513.118225097656,-545.601440429688,17611677696,5735141376,1200,44.8837
"52",12212,-513.089111328125,-544.943481445312,19629285376,6791154176,1040,43.1464
"53",12380,-512.974609375,-544.654296875,19775715328,6724073472,920,42.5656
"54",12543,-513.05625,-544.259387207031,19618863923.2,6807785369.6,944,42.59964
"55",12545,-512.7744140625,-544.218627929688,19830083584,6667858944,1400,42.4723
"56",12547,-512.543090820312,-543.846374511719,19513004032,6717903360,1400,42.1433
"57",13240,-514.290893554688,-542.224487304688,40824037376,21798719488,80,36.732
