"","cells","mean_DEM","mean_MGVF","mean_prec","mean_temp","max_DEM","min_DEM","relief","mean_plat","counting_colls$Coll_count","mean_Cpre","mean_Ctemp"
"62",191347,745.230346679688,97,27.8333339691162,5.35833311080933,745.230346679688,745.230346679688,0,59.9,1,1.46671836773749e-05,4.1696716308594
"63",191348,762.831391305634,73,28.5833339691162,5.27500009536743,762.8564453125,762.029663085938,0.8267822265625,59.879696969697,3,1.4979771549406e-05,3.81508789062502
"64",192164,799.202941894531,86,29.3333339691162,5.55833339691162,799.202941894531,799.202941894531,0,60.15,1,1.43494617077522e-05,3.71474609375002
"65",192977,939.564331054688,90,34.6666679382324,5.71666669845581,939.564331054688,939.564331054688,0,60.54,1,1.36375392685295e-05,4.06890258789065
"66",192994,804.537292480469,96,29.4166660308838,5.65833330154419,804.537292480469,804.537292480469,0,60.07,1,1.43494617077522e-05,3.71474609375002
"67",194523,59.8536338806152,89,113.916664123535,9.41666698455811,59.8536338806152,59.8536338806152,0,58,1,2.70579839707352e-05,-1.90775146484373
"68",194628,1264.388671875,100,45.8333320617676,4.68333339691162,1264.388671875,1264.388671875,0,60.35,1,1.33204839585233e-05,4.09627685546877
"69",194657,843.47705078125,79,29.5833339691162,5.77500009536743,843.47705078125,843.47705078125,0,59.77,1,1.43545958053437e-05,4.52425537109377
"70",194661,820.980895996094,81,28.6666660308838,5.40000009536743,820.980895996094,820.980895996094,0,59.75,1,1.43545958053437e-05,4.52425537109377
"71",195487,894.841613769531,90,30.75,5.46666669845581,894.841613769531,894.841613769531,0,59.75,1,1.43545958053437e-05,4.52425537109377
"72",195492,901.306518554688,74,29.1666660308838,4.80833339691162,901.306518554688,901.306518554688,0,59.57,1,1.46671836773749e-05,4.1696716308594
"73",196325,998.121561686198,57.3333333333333,29.8055559794108,4.20555543899536,1005.32092285156,983.722839355469,21.5980834960938,59.4166666666667,2,1.46671836773749e-05,4.1696716308594
"74",197135,1235.17517089844,98,36.75,4.63333320617676,1235.17517089844,1235.17517089844,0,59.89,2,1.37470060508349e-05,5.01516113281252
"75",197138,1013.28289794922,86,34.5,6.05833339691162,1013.28289794922,1013.28289794922,0,59.55,2,1.40420079333126e-05,4.87886962890627
"76",197139,1018.54699707031,86,34.5833320617676,6.02500009536743,1018.54699707031,1018.54699707031,0,59.7807407407407,7,1.40420079333126e-05,4.87886962890627
"77",197154,922.604026794434,50.125,29.2708333730698,4.95781251788139,955.596313476562,920.404541015625,35.1917724609375,59.31,2,1.46671836773749e-05,4.1696716308594
"78",197155,978.264404296875,72,29.9166660308838,4.32499980926514,978.264404296875,978.264404296875,0,59.37,2,1.46671836773749e-05,4.1696716308594
"79",197157,959.638977050781,79,28.1666660308838,4.5,959.638977050781,959.638977050781,0,59.22,1,1.46671836773749e-05,4.1696716308594
"80",197965,1183.45751953125,86,34.25,5.10833311080933,1183.45751953125,1183.45751953125,0,59.76,1,1.37470060508349e-05,5.01516113281252
"81",197981,963.319946289062,72,28.25,5.64166641235352,963.319946289062,963.319946289062,0,59.2842857142857,5,1.43545958053437e-05,4.52425537109377
"82",197982,927.553671131963,50.0434782608696,28.3586950716765,5.53949283516925,931.967712402344,881.206237792969,50.761474609375,59.2891304347826,3,1.43545958053437e-05,4.52425537109377
"83",197983,956.901456351902,64.104347826087,29.2681156158447,4.96695652422698,972.81201171875,929.68603515625,43.1259765625,59.31,4,1.43545958053437e-05,4.52425537109377
"84",197984,913.093872070312,60,28.9166660308838,5.16666698455811,913.093872070312,913.093872070312,0,59.04,1,1.46671836773749e-05,4.1696716308594
"85",197986,967.367980957031,54,29.3333339691162,4.83333301544189,967.367980957031,967.367980957031,0,59.2,1,1.46671836773749e-05,4.1696716308594
"86",198811,982.09716796875,78,28.3333339691162,5.56666660308838,982.09716796875,982.09716796875,0,59.28,1,1.43545958053437e-05,4.52425537109377
"87",198812,969.738891601562,72,28.5833339691162,5.23333358764648,969.738891601562,969.738891601562,0,59.24,1,1.43545958053437e-05,4.52425537109377
"88",198813,939.090706873422,44,28.3796294626564,5.45631317177204,955.131958007812,880.62451171875,74.5074462890625,59.1998611111111,5,1.43545958053437e-05,4.52425537109377
"89",198814,973.309066109035,43.304347826087,28.8106877907463,5.30715597194174,999.243713378906,902.861389160156,96.38232421875,59.1839130434783,7,1.43521087327668e-05,4.5344236954399
"90",198816,894.154541015625,73,27.6666660308838,5.21666669845581,894.154541015625,894.154541015625,0,59.12,4,1.46671836773749e-05,4.1696716308594
"91",198817,880.079772949219,56,26.3333339691162,5.20833349227905,880.079772949219,880.079772949219,0,59.07,1,1.46671836773749e-05,4.1696716308594
"92",198826,917.654235839844,73,26,4.15833330154419,917.654235839844,917.654235839844,0,58.89,1,1.40251040647854e-05,4.59670410156252
"93",199623,1248.64868164062,83,31.3333339691162,5.15833330154419,1248.64868164062,1248.64868164062,0,59.38,1,1.37470060508349e-05,5.01516113281252
"94",199624,1271.07407226563,63.1454545454545,31.4439393130216,5.12060604962436,1347.01403808594,1241.34350585938,105.670532226562,59.3705555555556,20,1.37470060508349e-05,5.01516113281252
"95",199641,1035.71728515625,64,27.8333339691162,5.5,1035.71728515625,1035.71728515625,0,59.16,1,1.43545958053437e-05,4.52425537109377
"96",199644,914.952331542969,55.2,25.9999996185303,5.45166654586792,918.761657714844,914,4.76165771484375,59.056,4,1.43545958053437e-05,4.52425537109377
"97",199645,913.053819173177,60.1733333333333,25.6177778371175,5.50166666030884,914,858.168579101562,55.8314208984375,59.04,15,1.43545958053437e-05,4.52425537109377
"98",199646,849.243896484375,77,25.5,5.5,849.243896484375,849.243896484375,0,59.04,1,1.46671836773749e-05,4.1696716308594
"99",201283,1278.39025878906,76,30,5.5,1278.39025878906,1278.39025878906,0,59.18,1,1.37470060508349e-05,5.01516113281252
"100",202103,2469.9228515625,16,63.8333320617676,-1.40000009536743,2469.9228515625,2469.9228515625,0,59.56,6,1.29735726659419e-05,5.4461608886719
"101",202111,1300.57531738281,94,31.0833339691162,5.61666679382324,1300.57531738281,1300.57531738281,0,59.42,1,1.34520041683572e-05,5.1514831542969
"102",202117,1127.40539550781,64,26.9166660308838,6.81666660308838,1127.40539550781,1127.40539550781,0,59.25,1,1.37470060508349e-05,5.01516113281252
"103",202139,823,69,23.4166660308838,6.04166650772095,823,823,0,58.65,1,1.40754445965285e-05,5.02822265625002
"104",202144,845.59814453125,80,26.4166660308838,6,845.59814453125,845.59814453125,0,58.5,2,1.40754445965285e-05,5.02822265625002
"105",202971,824.147888183594,76,24.4166660308838,6.04999971389771,824.147888183594,824.147888183594,0,58.54,1,1.40754445965285e-05,5.02822265625002
"106",202972,791.001831054688,72,25.6666660308838,6.29166650772095,791.001831054688,791.001831054688,0,58.47,1,1.40754445965285e-05,5.02822265625002
"107",202973,771.236328125,64,25,6.41666698455811,771.236328125,771.236328125,0,58.48,1,1.40754445965285e-05,5.02822265625002
"108",202974,793.51685333252,53,26.0052083730698,6.39062520861626,795.682189941406,793.372497558594,2.3096923828125,58.46,3,1.40754445965285e-05,5.02822265625002
"109",202992,778.526611328125,50,26.4166660308838,5.88333320617676,778.526611328125,778.526611328125,0,57.99,1,1.3095675058139e-05,4.9326110839844
"110",202993,718.3232421875,58,25.9166669845581,6.30416679382324,752.783264160156,683.863220214844,68.9200439453125,57.93,2,1.3095675058139e-05,4.9326110839844
"111",203773,1206.07141113281,85,28.5833339691162,6.78333330154419,1206.07141113281,1206.07141113281,0,58.94,1,1.39325074997032e-05,6.1788269042969
"112",203774,1190.86206054688,68,28.0833339691162,6.78333330154419,1190.86206054688,1190.86206054688,0,59.2,1,1.37470060508349e-05,5.01516113281252
"113",203775,1179.27099609375,74.5,27.125,6.90000009536743,1192.66516113281,1165.87683105469,26.788330078125,58.91,2,1.39325074997032e-05,6.1788269042969
"114",203776,1128.61264648438,47.4,26.5499996185303,7.16166667938232,1135.05993652344,1114.89282226562,20.1671142578125,58.862,5,1.39325074997032e-05,6.1788269042969
"115",203780,1010.07312011719,57,24.6666660308838,7.42500019073486,1010.07312011719,1010.07312011719,0,58.75,1,1.39325074997032e-05,6.1788269042969
"116",203832,678.556518554688,75,24.8333339691162,6.09999990463257,678.556518554688,678.556518554688,0,NA,1,NA,NA
"117",204604,1286.04455566406,79,29.25,6.05833339691162,1286.04455566406,1286.04455566406,0,58.8,1,1.39325074997032e-05,6.1788269042969
"118",204607,1142.46411132812,87,26.4166660308838,6.55833339691162,1142.46411132812,1142.46411132812,0,58.68,1,1.39325074997032e-05,6.1788269042969
"119",207091,2016.33569335938,96,47.8333320617676,1.32500004768372,2016.33569335938,2016.33569335938,0,58.85,1,1.33557559820474e-05,7.01503906250002
"120",207118,791.118957519531,65,27.75,7.36666679382324,791.118957519531,791.118957519531,0,58.12,1,1.41257851282717e-05,5.45974121093752
"121",207928,1195.29370117188,87,25.5,6.875,1195.29370117188,1195.29370117188,0,58.37,1,1.39325074997032e-05,6.1788269042969
"122",207954,1047.42419433594,54,30.75,6.15833330154419,1047.42419433594,1047.42419433594,0,57.88,1,1.34837055156822e-05,5.88677368164065
"123",208754,1789.34265136719,88,38.8333320617676,2.89166665077209,1789.34265136719,1789.34265136719,0,58.79,1,1.33557559820474e-05,7.01503906250002
"124",208755,1354.02124023438,100,30.25,6.5,1354.02124023438,1354.02124023438,0,58.28,1,1.36888893393916e-05,6.46636352539065
"125",208756,1387.6201171875,57,30.1666660308838,6.64166641235352,1387.6201171875,1387.6201171875,0,NA,1,NA,NA
"126",208758,1161.77307128906,86,23.5833339691162,7.70833349227905,1161.77307128906,1161.77307128906,0,58.44,1,1.39325074997032e-05,6.1788269042969
"127",208759,1159.72629957933,65,22.9166660308838,7.4762820830712,1159.77758789062,1159.11083984375,0.666748046875,58.19,5,1.39325074997032e-05,6.1788269042969
"128",208777,907.238342285156,65,32.1666679382324,7.30000019073486,907.238342285156,907.238342285156,0,58.01,1,1.41257851282717e-05,5.45974121093752
"129",208785,982.57080078125,65,29.9166660308838,6.57499980926514,982.57080078125,982.57080078125,0,57.74,1,1.34837055156822e-05,5.88677368164065
"130",208791,842.807250976562,53,29,7.15833330154419,842.807250976562,842.807250976562,0,57.66,1,1.34837055156822e-05,5.88677368164065
"131",209585,1486.91284179688,87,33.8333320617676,5.35833358764648,1486.91284179688,1486.91284179688,0,58.47,1,1.33557559820474e-05,7.01503906250002
"132",209587,1277.46643066406,66,26.25,7.45000028610229,1277.46643066406,1277.46643066406,0,58.39,1,1.36888893393916e-05,6.46636352539065
"133",209588,1284.3783991887,66.8846153846154,26.1410255432129,7.31891012191772,1331.19006347656,1220.54431152344,110.645751953125,58.36,11,1.36888893393916e-05,6.46636352539065
"134",209604,977.9599609375,80,38.5833320617676,7.30833339691162,977.9599609375,977.9599609375,0,57.94,1,1.43102442962117e-05,6.90371093750002
"135",209614,778.616560502486,78.4545454545455,27.2045452811501,7.44848494096236,791.414855957031,756.219543457031,35.1953125,57.6736363636364,4,1.34837055156822e-05,5.88677368164065
"136",209615,974.062438964844,67,29.9166660308838,6.64166641235352,974.062438964844,974.062438964844,0,57.72,1,1.34837055156822e-05,5.88677368164065
"137",209617,887.216064453125,50,28.6666660308838,7.11666679382324,887.216064453125,887.216064453125,0,57.65,1,1.34837055156822e-05,5.88677368164065
"138",209621,733.918874104818,55.6666666666667,26.7569443384806,7.65416669845581,871.123962402344,709.579223632812,161.544738769531,57.4958333333333,8,1.34492663619312e-05,5.84440002441409
"139",209644,685,0,26.0833339691162,7.64999961853027,685,685,0,56.68,1,1.46226620927337e-05,6.03350219726565
"140",210415,1341.19482421875,53,30.0833339691162,7,1341.19482421875,1341.19482421875,0,58.34,2,1.33557559820474e-05,7.01503906250002
"141",210472,704.231872558594,59,26.6666660308838,7.53333330154419,704.231872558594,704.231872558594,0,56.62,1,1.46226620927337e-05,6.03350219726565
"142",211276,1028.03356933594,89,32.5833320617676,6.64166641235352,1028.03356933594,1028.03356933594,0,57.46,1,1.34837055156822e-05,5.88677368164065
"143",212934,968.9365234375,93,30.6666660308838,7.29166650772095,968.9365234375,968.9365234375,0,57.38,1,1.38969744511996e-05,6.39522705078127
"144",213778,895.291076660156,58,28.0833339691162,7.28333330154419,895.291076660156,895.291076660156,0,56.88,1,1.34864285428193e-05,6.89925537109377
"145",217930,874.312377929688,55,28.8333339691162,8.10833358764648,874.312377929688,874.312377929688,0,56.35,3,1.34864285428193e-05,6.89925537109377
"146",220402,1276.75,63,29.3333339691162,6.93333339691162,1276.75,1276.75,0,56.55,1,1.49465176946251e-05,7.6378112792969
"147",220404,1241.31640625,72,28.5,7.09166669845581,1241.31640625,1241.31640625,0,56.47,1,1.445982070436e-05,7.39162597656252
"148",220406,1224.84484863281,73,27.25,7.03333330154419,1224.84484863281,1224.84484863281,0,NA,2,NA,NA
"149",220408,1246.21419722946,51.7777777777778,26.5123457025599,6.99413587428905,1246.55871582031,1245.89428710938,0.6644287109375,56.43,2,1.445982070436e-05,7.39162597656252
"150",221238,1144.1962890625,73,26.5,7.52500009536743,1144.1962890625,1144.1962890625,0,NA,1,NA,NA
"151",222065,1262.30969238281,59.5,28.1666660308838,7.13333320617676,1279.0693359375,1245.55004882812,33.519287109375,56.31,3,1.47031691994925e-05,7.51471862792971
"152",222067,1158,77,26.6666660308838,7.44166660308838,1158,1158,0,56.27,2,1.445982070436e-05,7.39162597656252
"153",222071,1108.91333007812,75,27.6666660308838,7.58333349227905,1108.91333007812,1108.91333007812,0,56.13,1,1.445982070436e-05,7.39162597656252
"154",223729,1303.70434570312,84,30.5833339691162,6.79999971389771,1303.70434570312,1303.70434570312,0,56.04,1,1.445982070436e-05,7.39162597656252
"155",223730,1284.77124023438,72,30.5833339691162,6.84999990463257,1284.77124023438,1284.77124023438,0,56.04,3,1.445982070436e-05,7.39162597656252
"156",224541,1815.35070800781,91,39.1666679382324,4.54166698455811,1815.35070800781,1815.35070800781,0,56.42,1,1.49737734318478e-05,8.16610107421877
"157",225364,1301.41259765625,94,25.3333339691162,7.13333320617676,1301.41259765625,1301.41259765625,0,56.67,1,1.53388664330123e-05,9.65776977539065
"158",227033,1653.99499511719,97,39.25,5.82499980926514,1653.99499511719,1653.99499511719,0,55.79,1,1.58295370056294e-05,8.98970947265627
"159",227926,1028.76843261719,70,28.8333339691162,7.36666679382324,1028.76843261719,1028.76843261719,0,54.23,1,1.60155050252797e-05,7.60616455078127
"160",229590,1018.87432861328,76,31.0833339691162,7.14166688919067,1018.87432861328,1018.87432861328,0,53.93,1,1.62598153110594e-05,8.6297546386719
"161",239513,1395.19186401367,26.125,20.3611106872559,7.34444439411163,1407.66369628906,1355.45092773438,52.2127685546875,53.8370833333333,10,1.65308429131983e-05,10.1045471191406
"162",241171,1261.97595214844,94,17.25,7.55000019073486,1261.97595214844,1261.97595214844,0,53.8,1,1.65308429131983e-05,10.1045471191406
"163",241996,1524.6865234375,19,21.5833339691162,7.10833311080933,1524.6865234375,1524.6865234375,0,53.77,1,1.71590727404691e-05,10.1437927246094
"164",243647,2423.39990234375,54,27.75,2.40833330154419,2423.39990234375,2423.39990234375,0,54.05,1,1.78040281753056e-05,11.0854736328125
"165",246990,1859.2646484375,39,23.5,6.33333349227905,1859.2646484375,1859.2646484375,0,52.82,1,1.73486769199371e-05,10.9167724609375
"166",247854,1039.61889648438,81,33.75,8.5,1039.61889648438,1039.61889648438,0,52.29,1,1.60860636242433e-05,10.0149475097656
"167",250308,1923.42724609375,47,20.6666660308838,6.31666660308838,1923.42724609375,1923.42724609375,0,52.54,1,1.73486769199371e-05,10.9167724609375
"168",254286,NA,0,169.75,11.716667175293,-Inf,Inf,-Inf,53.53,1,3.83687984140124e-05,4.40371093750002
"169",258589,2081.75659179688,24,17,4.51666641235352,2081.75659179688,2081.75659179688,0,52.12,1,2.00916274479823e-05,12.0407653808594
"170",259418,2009.00634765625,17,16.5,5.55000019073486,2009.00634765625,2009.00634765625,0,52,1,2.12116865441203e-05,12.7961669921875
"171",259419,2011.95788574219,24,16.4166660308838,5.27500009536743,2011.95788574219,2011.95788574219,0,51.8,1,2.12116865441203e-05,12.7961669921875
"172",259421,2172.65307617188,38,18.0833339691162,4.375,2172.65307617188,2172.65307617188,0,51.73,1,1.99528876692057e-05,12.3205200195313
"173",259422,2091.31591796875,34,16.9166660308838,5.04166650772095,2091.31591796875,2091.31591796875,0,51.63,1,1.99528876692057e-05,12.3205200195313
"174",260248,1963.93292236328,20.5,16.5416669845581,5.85416674613953,1978.19311523438,1949.67272949219,28.5203857421875,51.695,2,2.12116865441203e-05,12.7961669921875
"175",260250,1937.39221191406,15,16.25,5.90000009536743,1937.39221191406,1937.39221191406,0,51.63,1,2.12116865441203e-05,12.7961669921875
"176",260253,2056.82836914062,24,16.4166660308838,5.22083330154419,2063.7783203125,2049.87841796875,13.89990234375,51.57,2,1.99528876692057e-05,12.3205200195313
"177",261078,1944.1357421875,22,16.6666660308838,5.84999990463257,1944.1357421875,1944.1357421875,0,51.64,1,2.12116865441203e-05,12.7961669921875
"178",268558,1874.41149902344,31,23.75,6.63333320617676,1874.41149902344,1874.41149902344,0,NA,1,NA,NA
"179",271037,1522.58776855469,29,18.6666660308838,8.48333358764648,1522.58776855469,1522.58776855469,0,NA,1,NA,NA
"180",271882,2105.48876953125,81,35.5833320617676,5.79166698455811,2105.48876953125,2105.48876953125,0,52.04,1,2.2533622541232e-05,12.9494567871094
"181",273532,1706.81640625,41,22.9166660308838,8.50833320617676,1706.81640625,1706.81640625,0,50.84,2,2.38024531427072e-05,14.0226379394531
"182",274369,1962.20922851562,56,31.1666660308838,6.65000009536743,1962.20922851562,1962.20922851562,0,NA,1,NA,NA
"183",274371,2224.62841796875,97,35.25,5.33333301544189,2224.62841796875,2224.62841796875,0,NA,2,NA,NA
"184",274700,2.10407710075378,87,96.5,12.2416667938232,2.10407710075378,2.10407710075378,0,NA,1,NA,NA
"185",274701,17.4888610839844,74,98,12.1750001907349,17.4888610839844,17.4888610839844,0,40.32,1,7.52663909224793e-05,19.5404907226563
"186",275174,2382.17138671875,94,29.5,5.48333311080933,2382.17138671875,2382.17138671875,0,50.3,1,2.55599679803709e-05,14.4620300292969
"187",276002,1975.51748657227,55.25,25.9583334922791,7.61874997615814,1985.94799804688,1944.22595214844,41.7220458984375,50.3,3,2.81779102806468e-05,14.8064208984375
"188",276831,2107.59903971354,60,27.2314819759793,7.00740761227078,2145.005859375,2096.91137695312,48.094482421875,50.2822222222222,2,2.81779102806468e-05,14.8064208984375
"189",279319,2416.63598632812,79,29.75,5.34999990463257,2416.63598632812,2416.63598632812,0,NA,1,NA,NA
"190",280149,2167.96215820312,62,24.75,6.875,2167.96215820312,2167.96215820312,0,NA,1,NA,NA
"191",281823,1791.55676269531,33,22.8333339691162,10.125,1791.55676269531,1791.55676269531,0,49.35,1,2.64423943008296e-05,15.2662292480469
"192",282671,2077.12817382812,84,28.8333339691162,7.83333349227905,2077.12817382812,2077.12817382812,0,NA,1,NA,NA
