"","cells","mean_max_ptemp","mean_min_ptemp","mean_max_pprec","mean_min_pprec","mean_PDEM","plat"
"1",147275,-524.525129838423,-568.602938565341,16810788258.9091,8579819985.45455,240,63.4477045454545
"2",148921,-524.747375488281,-567.906921386719,16558315520,8910433280,480,63.6195
"3",148925,-524.672973632812,-568.104858398438,16634200064,8840250368,520,63.5114
"4",148926,-524.59521484375,-568.063171386719,16533536768,8766475264,480,63.433
"5",148927,-524.593994140625,-568.124450683594,16572026880,8763892736,480,63.4487
"6",148929,-524.59033203125,-568.308227539062,16687497216,8756145152,480,63.404
"7",148931,-524.505554199219,-568.331604003906,16609514496,8670042112,480,63.3846
"8",148933,-524.487670898438,-568.37890625,16625398784,8621382656,480,63.3464
"9",149755,-524.59765625,-567.940612792969,16456556544,8771640320,920,63.4248
"10",149756,-524.519836425781,-567.898864746094,16355893248,8697865216,480,63.3596
"11",151411,-524.46337890625,-567.359375,15978930176,8664242176,920,63.2733
"12",153075,-524.308227539062,-567.336059570312,15820611584,8516894208,920,63.0226
"13",156437,-523.28125,-567.218872070312,16423908352,7517288448,240,61.7067
"14",170609,NA,NA,NA,NA,-360,58.7025666666667
"15",173891,-522.01171875,-564.790771484375,16361321472,7919670272,360,59.2588
"16",174721,-521.939453125,-564.734252929688,16205116416,7884847616,360,59.1266
"17",178089,NA,NA,NA,NA,-360,57.6416
"18",178897,-521.471801757812,-564.368574471309,15194759627.0345,7659608717.24138,760,58.0674620689655
"19",183032,-520.943969726562,-563.955810546875,14054301696,7405366272,680,57.8893
"20",183862,-520.9189453125,-563.936279296875,14000230400,7393312256,680,57.8298
"21",183863,-520.943969726562,-563.955810546875,14054301696,7405366272,680,57.8346
"22",183864,-520.910415187027,-563.929580226089,13981842866.4242,7389212703.0303,680,57.7666287878788
"23",183865,-520.92724609375,-563.942749023438,14018253824,7397329920,680,57.7594212765957
"24",183867,-521.006787109375,-564.004951985677,14190079112.5333,7435635063.46667,680,57.7132066666667
"25",183868,-520.982849121094,-563.986267089844,14138411008,7424116736,680,57.684
"26",183869,-521.02668762207,-564.020523071289,14233035264,7445211392,680,57.695925
"27",184692,-520.843872070312,-563.877563476562,13838018560,7357150208,680,57.731
"28",184694,-520.907643037684,-563.927411247702,13975845767.5294,7387875749.64706,680,57.7449029411765
"29",184695,-520.86365700672,-563.893006528158,13880813568,7366690413.19431,680,57.6836440758294
"30",184696,-520.888523115479,-563.912463116389,13934553502.7384,7378670685.5914,680,57.6708336917563
"31",184697,-520.932459011884,-563.946840098206,14029508261.8592,7399838748.84507,680,57.6613521126761
"32",184706,-519.720947265625,-562.435424804688,12664768512,7096446976,480,57.476
"33",184709,-519.641906738281,-562.295471191406,12667653120,7097207808,480,57.3282
"34",184710,-519.62020111084,-562.256958007812,12668445824,7097416896,480,57.33461875
"35",185524,-520.812453326057,-563.85300580193,13770164404.7059,7342023288.47059,680,57.6365058823529
"36",185526,-520.793762207031,-563.83837890625,13729876992,7333042176,680,57.5935
"37",185531,-519.847351074219,-562.659301757812,12660154368,7095229952,560,57.4445
"38",186353,-520.660339355469,-563.734008789062,13441499136,7268753920,680,57.5706
"39",186354,-520.72705078125,-563.786193847656,13585687552,7300897792,680,57.5684
"40",186355,-520.760437011719,-563.812316894531,13657782272,7316969984,680,57.5158
"41",186356,-519.973815917969,-562.883239746094,12655539200,7094012928,360,57.4971
"42",187187,-519.973815917969,-562.883239746094,12655539200,7094012928,360,57.4011
"43",187189,-519.873718261719,-562.705993652344,12659192832,7094976000,560,57.313
"44",187190,-519.836853027344,-562.640686035156,12660538368,7095331328,560,57.2618
"45",187197,-519.66298421224,-562.332763671875,12666884096,7097004544,506.666666666667,57.1672666666667
"46",187198,-519.650695800781,-562.310974121094,12667332608,7097122816,560,57.081
"47",189673,-519.9580078125,-562.855285644531,12656116736,7094164992,360,57.1499
"48",189674,-519.942199707031,-562.827270507812,12656693248,7094317056,360,57.1484
"49",190509,-519.763061523438,-562.510070800781,12663230464,7096040960,360,56.962
"50",190513,-519.678771972656,-562.360778808594,12666307584,7096852480,560,56.8583
"51",191334,-519.84912109375,-562.662414550781,12660089856,7095213056,360,56.9723
"52",191336,-519.812255859375,-562.597106933594,12661436416,7095567872,360,56.93395
"53",191347,-519.580444335938,-562.186584472656,12669896704,7097799168,560,56.6762
"54",191348,-519.573425292969,-562.174133300781,12670152704,7097866752,560,56.6548636363636
"55",192164,-519.805236816406,-562.584655761719,12661692416,7095635456,360,56.8641
"56",192977,-519.893798828125,-562.691528320312,12270682112,7273531904,360,57.1888
"57",192994,-519.7490234375,-562.485168457031,12663743488,7096176640,360,56.7862
"58",194628,-519.757934570312,-562.059448242188,11597377536,7757668864,760,57.3442
"59",194657,-519.573425292969,-562.174133300781,12670152704,7097866752,760,56.4879
"60",194661,-519.559387207031,-562.149291992188,12670665728,7098001920,760,56.4923
"61",195487,-519.576965332031,-562.180358886719,12670024704,7097832960,760,56.469
"62",195492,-519.511962890625,-562.065307617188,12672396288,7098458624,760,56.3097
"63",196325,-519.428263346354,-561.917053222656,12675450880,7099264000,733.333333333333,56.1657333333333
"64",197135,-519.535522460938,-562.127136230469,12363147264,7145059840,360,56.5578
"65",197138,-519.536743164062,-562.122436523438,12521688064,7115373568,400,56.4761
"66",197139,-519.536743164062,-562.122436523438,12521688064,7115373568,400,56.4717
"67",197154,-519.380527496338,-561.832420349121,12677194944,7099724224,760,56.07063125
"68",197155,-519.427673339844,-561.916015625,12675472384,7099269632,760,56.1194
"69",197157,-519.357482910156,-561.791625976562,12678036480,7099945984,680,55.9762
"70",197965,-519.446655273438,-561.98193359375,12310968320,7140745728,400,56.4219
"71",197981,-519.369750976562,-561.813415527344,12677586944,7099827712,760,56.0117571428571
"72",197982,-519.373229980469,-561.819580078125,12677458944,7099793920,760,56.0241956521739
"73",197983,-519.380310058594,-561.83203125,12677202944,7099726336,760,56.0319052173913
"74",197984,-519.380310058594,-561.83203125,12677202944,7099726336,760,56.0258
"75",197986,-519.346923828125,-561.77294921875,12678420480,7100047360,760,55.9443
"76",198811,-519.369750976562,-561.813415527344,12677586944,7099827712,760,56.0088
"77",198812,-519.325866699219,-561.735656738281,12679189504,7100250112,760,55.9709
"78",198813,-519.331115722656,-561.744995117188,12678996992,7100199424,760,55.9337565656566
"79",198814,-519.332502282184,-561.747443821119,12678946426.4348,7100186022.95652,760,55.9264391304348
"80",198816,-519.306518554688,-561.701416015625,12679895040,7100436480,760,55.8665
"81",198817,-519.313537597656,-561.7138671875,12679638016,7100368384,680,55.8229
"82",198826,-519.341674804688,-561.763610839844,12678612992,7100098048,840,55.677
"83",199623,-519.24560546875,-561.662841796875,12151199744,7126502400,400,56.2892
"84",199624,-519.264953613281,-561.691101074219,12196661248,7124100608,400,56.2492363636364
"85",199641,-519.264404296875,-561.626770019531,12681433088,7100841984,760,55.8846
"86",199644,-519.239807128906,-561.583251953125,12682330112,7101078528,760,55.79186
"87",199645,-519.249953613281,-561.601219889323,12681960038.4,7100980981.76,760,55.774088
"88",199646,-519.257385253906,-561.614318847656,12681689088,7100909568,760,55.7885
"89",201283,-519.077941894531,-561.399719238281,12069085184,7096764416,400,56.0809
"90",202103,-518.832153320312,-560.86767578125,11037486080,7235537920,840,56.34518
"91",202111,-519.015869140625,-561.314636230469,11922752512,7095952384,800,56.0526
"92",202117,-519.067810058594,-561.367614746094,12202066944,7085515776,400,55.9098
"93",202139,-519.159057617188,-561.440185546875,12685278208,7101856256,560,55.402
"94",202144,-519.169555664062,-561.458862304688,12684894208,7101754880,560,55.2638
"95",202971,-519.099304199219,-561.334411621094,12687457280,7102430720,560,55.2922
"96",202972,-519.134460449219,-561.396667480469,12686176256,7102092800,560,55.2248
"97",202973,-519.152038574219,-561.427734375,12685535232,7101923840,560,55.2397
"98",202974,-519.152038574219,-561.427734375,12685535232,7101923840,560,55.2243625
"99",202992,NA,NA,NA,NA,480,54.8308
"100",202993,NA,NA,NA,NA,480,54.77155
"101",203773,-518.907592773438,-561.136352539062,11980337152,7061681664,400,55.8319
"102",203774,-518.907592773438,-561.136352539062,11980337152,7061681664,400,55.8432
"103",203775,-518.940582275391,-561.179107666016,12058479104,7066096896,400,55.80845
"104",203776,-518.88017134233,-561.078585537997,12072744029.0909,7053223889.45455,400,55.7799818181818
"105",203777,-518.900756835938,-561.104553222656,12121610240,7057114624,400,55.7474
"106",203780,-518.89794921875,-561.073120117188,12272834560,7060564992,400,55.6717
"107",203832,NA,NA,NA,NA,120,54.4116
"108",204604,-518.734558105469,-560.872741699219,11884955648,7021253632,400,55.6964
"109",204607,-518.755065917969,-560.869934082031,12091590656,7030320128,400,55.5822
"110",207091,-518.244445800781,-560.271667480469,10721317888,6903319552,840,55.6473
"111",207118,-518.381713867188,-559.981811523438,12571849728,6994337280,760,54.844
"112",207928,-518.484558105469,-560.460266113281,11922469888,6968206336,400,55.2755
"113",207954,-518.216186523438,-559.637268066406,12488724480,6923615232,560,54.632
"114",208754,-518.354553222656,-560.315856933594,11612244992,6913401344,800,55.2049
"115",208755,-518.330383300781,-560.255981445312,11713033216,6915244544,800,55.17
"116",208756,-518.330383300781,-560.255981445312,11713033216,6915244544,800,55.1536
"117",208758,-518.336242675781,-560.225402832031,11885815808,6936067072,400,55.0905
"118",208759,-518.336242675781,-560.225402832031,11885815808,6936067072,400,55.0874944444444
"119",208777,-518.371032714844,-559.95947265625,12566461440,6989753344,760,54.7337
"120",208785,-518.15185546875,-559.503234863281,12456397824,6896112128,640,54.4879
"121",208791,-518.076721191406,-559.346923828125,12418682880,6864025600,640,54.4358
"122",209585,-518.277038574219,-560.198120117188,11585626112,6890650112,800,55.1445
"123",209587,-518.281555175781,-560.167358398438,11755092992,6908799488,400,55.0343
"124",209588,-518.308898925781,-560.196411132812,11820454912,6922433536,400,55.0318423076923
"125",209604,-518.3955078125,-560.010498046875,12578776064,7000230912,760,54.6425
"126",209614,-518.162536621094,-559.525573730469,12461785088,6900696064,640,54.4202818181818
"127",209615,-518.15185546875,-559.503234863281,12456397824,6896112128,640,54.4694
"128",209617,-518.13037109375,-559.458618164062,12445622272,6886944768,640,54.4083
"129",209621,-518.049662272135,-559.290573120117,12405085696,6852456917.33333,640,54.2878666666667
"130",209644,NA,NA,NA,NA,120,53.7796
"131",210415,-518.199584960938,-560.080322265625,11559007232,6867898880,800,55.0106
"132",210472,NA,NA,NA,NA,400,53.7109
"133",211276,-518.095153808594,-559.385192871094,12427919360,6871883776,640,54.2026
"134",212934,-518.073669433594,-559.340576171875,12417143808,6862715904,520,54.1169
"135",213778,-517.911193847656,-559.002380371094,12335557632,6793303552,560,53.6695
"136",217930,-517.834594726562,-558.842895507812,12297074688,6760562176,560,53.1339
"137",220402,-517.681274414062,-558.523864746094,12220106752,6695078400,560,53.2531
"138",220404,-517.650634765625,-558.460021972656,12204712960,6681981952,560,53.1804
"139",220406,-517.67822265625,-558.517456054688,12218566656,6693769216,560,53.1785
"140",220408,-517.687438964844,-558.53662109375,12223184896,6697697792,560,53.1338037037037
"141",221238,-517.647583007812,-558.453674316406,12203173888,6680672256,560,53.031
"142",222065,-517.610046386719,-558.37548828125,12184316416,6664628992,560,53.0247
"143",222067,-517.595458984375,-558.34521484375,12177004544,6658407936,560,52.9929
"144",222071,-517.595458984375,-558.34521484375,12177004544,6658407936,560,52.8632
"145",223729,-517.528015136719,-558.204833984375,12143138816,6629595136,560,52.7699
"146",223730,-517.528015136719,-558.204833984375,12143138816,6629595136,560,52.7676
"147",224541,-517.343811035156,-557.988159179688,12074775552,6816589824,680,53.0744
"148",225364,-516.927856445312,-557.623168945312,11750328320,7276662784,1040,53.2196
"149",226206,-517.296142578125,-557.825073242188,12073427968,6721487872,680,52.8061
"150",227033,-517.125122070312,-557.517456054688,12061106176,6781995008,680,52.6982
"151",227926,NA,NA,NA,NA,-360,51.141
"152",229590,NA,NA,NA,NA,-360,50.8508
"153",239513,-516.190099080404,-555.044448852539,12568388138.6667,6444703104,760,50.5779875
"154",241171,-516.154235839844,-554.95654296875,12589039616,6443004416,1040,50.529
"155",241996,-516.034729003906,-554.663696289062,12657823744,6437346304,1200,50.475
"156",243647,-515.455505371094,-554.334777832031,12136667136,6803972096,1200,50.6428
"157",246990,-515.67333984375,-553.778198242188,12865824768,6420236800,920,49.5626
"158",247854,NA,NA,NA,NA,-160,48.7077
"159",250308,-515.67333984375,-553.778198242188,12865824768,6420236800,1120,49.2761
"160",258589,-514.399291992188,-552.185791015625,12376110080,6669899264,880,48.9082
"161",259418,-514.225830078125,-551.841735839844,12434741248,6664807424,920,48.779
"162",259419,-514.313842773438,-552.017822265625,12403565568,6667833856,920,48.8357
"163",259421,-514.389709472656,-552.060974121094,12483543040,6637120512,880,48.7789
