"","p(Int)","psi(Int)","p(LAND)","p(MGVF)","p(OUTa)","p(RAIN)","p(SEDf)","p(TEMP)","psi(PDEM)","psi(Ppre)","psi(Ptem)","df","logLik","AIC","delta","weight"
"181",0.0111173244661662,1.55496738265273,NA,NA,0.112615099073606,NA,0.0165743677827773,-0.10807404668062,NA,0.166577673644641,NA,6,-268.86600583384,549.732011667681,5.52307036710465,0.00210117392329592
"399",-0.808625187611039,1.53736276998907,NA,0.338876670488006,0.160402747957641,-0.253842021231443,NA,NA,NA,0.0108195797173823,0.213445713916084,7,-267.870562549526,549.741125099053,5.53218379847635,0.00209162125205341
"173",0.0194684544341497,1.55764866199979,NA,NA,0.111217860534176,-0.00657552908373082,NA,-0.109396720857364,NA,0.165572490244048,NA,6,-268.8718089899,549.7436179798,5.53467667922359,0.00208901579498929
"95",-0.817233101789392,1.57736497451619,NA,0.313951701171036,0.159782545913149,-0.275178074675327,0.0500065341306746,NA,-0.215580868583266,NA,NA,7,-267.892445570986,549.784891141973,5.57594984139644,0.0020463474299809
"451",-0.748611010235412,1.42779175369231,NA,0.107769938972758,NA,NA,NA,NA,-0.575119156739779,0.223234436418637,0.523919418635382,6,-268.893386089338,549.786772178676,5.57783087809969,0.00204442370745918
"6",-0.475980258084444,1.41869513012728,"+",NA,0.126217020312693,NA,NA,NA,NA,NA,NA,6,-268.915275560073,549.830551120147,5.62160981957038,0.00200015859197026
"393",-0.754667601981906,1.40568394556446,NA,NA,NA,0.0120284938178908,NA,NA,NA,-0.116566826248149,0.26441476199297,5,-269.922091270082,549.844182540165,5.63524123958882,0.00198657244325393
"401",-0.756738450584723,1.40609963565504,NA,NA,NA,NA,0.0164133760669873,NA,NA,-0.118825800368532,0.235354242754929,5,-269.924540158042,549.849080316083,5.6401390155072,0.00198171350184741
"61",-0.0461648151173916,1.51640369755437,NA,NA,0.104887927010762,-0.0176494789961837,0.0214910245176956,-0.100163196249828,NA,NA,NA,6,-268.942251847163,549.884503694325,5.67556239374926,0.00194692301698973
"159",-0.814915821439875,1.5621363691647,NA,0.339025624475069,0.165969416226748,-0.260517194604161,0.00668247563203925,NA,NA,0.0574287326334337,NA,7,-267.957459300275,549.914918600551,5.70597729997473,0.00191753926876928
"453",-0.78378838175309,1.5360525401141,NA,NA,0.101133428396096,NA,NA,NA,-0.71705612477894,0.294910400654675,0.536317109892298,6,-268.958116047226,549.916232094451,5.7072907938749,0.00191628034414555
"34",-0.0118793436219077,1.40822736495273,"+",NA,NA,NA,NA,-0.0823212715794129,NA,NA,NA,6,-268.96371056291,549.92742112582,5.71847982524434,0.00190558961630991
"281",-0.75654857186746,1.41864568269893,NA,NA,NA,0.0181694024175321,0.0105245849316901,NA,NA,NA,0.217555363719467,5,-269.964239530722,549.928479061445,5.71953776086843,0.00190458188729152
"339",-0.74407460066952,1.40501150265168,NA,0.117041773615443,NA,NA,-0.0567188832937501,NA,-0.400102947185956,NA,0.541737620699085,6,-268.974242305443,549.948484610887,5.73954331031064,0.00188562574878183
"153",-0.760045082182839,1.42077058741876,NA,NA,NA,-0.0124547988754043,0.0769627425971531,NA,NA,-0.0645941589568941,NA,5,-269.996193283957,549.992386567913,5.78344526733702,0.00184468540271164
"179",-0.154650786358438,1.47354061312995,NA,0.0886037048380731,NA,NA,-0.0038921957580843,-0.0819880924513896,NA,0.134585989642717,NA,6,-269.0417856938,550.0835713876,5.87463008702377,0.00176247018574988
"361",-0.277418782889229,1.45172071738367,NA,NA,NA,-0.0456722501369444,NA,-0.0664215093947672,-0.39720111702272,NA,0.447954898396008,6,-269.084010593373,550.168021186746,5.95907988616977,0.00168959936736625
"333",-0.783190781717406,1.51797502153527,NA,NA,0.08768973393304,-0.0281086127925766,NA,NA,-0.541331731667359,NA,0.537293223156993,6,-269.097935509794,550.195871019588,5.98692971901141,0.00166623488913056
"341",-0.776200854974123,1.49318857858175,NA,NA,0.0931015232229598,NA,0.0376673095544553,NA,-0.497534305708072,NA,0.481845843215478,6,-269.103277944354,550.206555888708,5.99761458813146,0.00165735687449592
"481",0.167116258127321,1.63802454655965,NA,NA,NA,NA,NA,-0.127667657079748,0.799583543148127,-0.169571691863035,-0.167488778405362,6,-269.109503705764,550.219007411529,6.01006611095272,0.00164707061913355
