"","cells","mean_max_ptemp","mean_min_ptemp","mean_max_pprec","mean_min_pprec","mean_PDEM","plat"
"1",5886,21.3703193664551,-18.8712520599365,2.16475057601929,1.16712212562561,360,64.1489
"2",6557,22.6418647766113,-17.0224242210388,2.00615274906158,1.20867550373077,240,61.4658375
"3",6889,23.0642013549805,-15.2268562316895,2.05879306793213,1.20281875133514,320,60.4359
"4",6892,23.6430187225342,-16.2460622787476,1.82244175672531,1.21414250135422,280,60.2328
"5",7056,23.5461620330811,-14.9582582473755,1.93686947822571,1.22147715091705,240,59.86574
"6",7057,23.628242189234,-14.9669095024918,1.91819174632882,1.218679978992,240,59.7977477272727
"7",7058,23.9386501312256,-14.9675092697144,1.84898138046265,1.21838629245758,240,59.5511
"8",7222,23.7652397155762,-14.5266284942627,1.93748164176941,1.17324459552765,320,59.5687
"9",7223,23.9623592495918,-14.7442502975464,1.86939500272274,1.19447758793831,270,59.4579125
"10",7389,24.4036903381348,-13.8267087936401,1.86448442935944,1.08755433559418,320,58.7874
"11",7391,24.9781532287598,-14.7204258441925,1.67247158288956,1.17254516482353,250,58.6492
"12",7554,24.6512050628662,-13.3898305892944,1.84645044803619,1.03328275680542,320,58.3065
"13",7717,22.6460247039795,-11.6693258285522,2.63879370689392,1.00186216831207,480,58.2828
"14",7718,24.2970695495605,-12.2781844139099,1.99657148122787,0.896724134683609,400,58.07825
"15",7720,24.7003580729167,-13.0059480667114,1.8630385796229,0.985417326291402,360,58.1373666666667
"16",7721,24.8728047963735,-13.129320531278,1.81791178600208,0.999587271664594,320,58.0335135135135
"17",7735,27.0369243621826,-15.3957109451294,1.61239469051361,0.958136439323425,240,56.31705
"18",7886,25.1184673309326,-12.5269031524658,1.80476438999176,0.922527626156807,350,57.5364
"19",7887,25.366605758667,-12.0473642349243,1.83946883678436,0.896001517772675,320,57.1863
"20",8052,25.1006450653076,-11.9385499954224,1.88328468799591,0.874326765537262,320,57.2107
"21",8053,25.5036256790161,-11.9352255821228,1.84007079601288,0.89428933262825,320,57.00759
"22",8054,25.9425277709961,-11.8496513366699,1.79870533943176,0.902690052986145,320,56.772
"23",8219,25.7528324127197,-11.2586441040039,1.91017711162567,0.859901547431946,320,56.5898
"24",8887,28.2363224029541,-8.88046073913574,1.97297191619873,0.721192836761475,200,53.9622
"25",9053,28.2207660675049,-8.58976141611735,2.03427481651306,0.703086753686269,200,53.7306333333333
"26",9385,27.2302989959717,-6.70158720016479,2.56225299835205,0.57864648103714,280,52.9076
"27",9551,26.9605045318604,-5.50693845748901,2.99986052513123,0.532527327537537,280,51.9668
"28",9552,27.248628616333,-5.76228761672974,2.86668610572815,0.542591750621796,280,52.0484
"29",9555,31.0328121185303,-7.66798734664917,1.73107755184174,0.704556822776794,200,51.6674
"30",9718,27.1284460340227,-5.48539679391043,3.01604727336339,0.545403003692627,280,51.7469285714286
"31",9887,30.9483661651611,-6.79485702514648,1.91760921478271,0.687113523483276,240,51.0719
"32",9895,31.9860887527466,-6.57354831695557,1.54910520712535,0.928753356138865,200,49.9403833333333
"33",10060,32.2439994812012,-5.82526206970215,1.62347722053528,0.891517460346222,200,49.5228
"34",10381,27.0688934326172,-3.22615742683411,3.76964354515076,0.562667727470398,360,49.3608
"35",10389,32.0651424952916,-4.71961341585432,1.91870290892465,0.821256952626365,234.285714285714,49.0808714285714
"36",10725,32.8561744689941,-3.06721782684326,1.87071763552152,0.885884087819319,218.461538461538,47.7296692307692
"37",10726,33.0790191650391,-2.93574280738831,1.81555585861206,0.882053458690643,216,47.56714
"38",10887,31.0715351104736,-2.36301803588867,2.58010721206665,0.868540287017822,320,47.6643
"39",10892,32.9444999694824,-2.49315977096558,1.94189894199371,0.887980461120605,280,47.224
"40",11056,32.5703048706055,-1.82163094846826,2.18534288908306,0.884587827481722,360,46.790252631579
"41",11057,32.7133522033691,-2.02528381347656,2.10418117046356,0.889552891254425,360,46.87605
"42",11058,32.924373626709,-1.91555953025818,2.0620481967926,0.899851143360138,280,46.6384
"43",11210,21.8628932154456,-4.15951214280239,4.57057268674984,1.50659267015235,1254.88372093023,47.4306279069767
"44",11223,32.721134185791,-1.53414463996887,2.19115519523621,0.887079834938049,360,46.4102
"45",11377,22.557746887207,-3.61266398429871,4.52941799163818,1.45767343044281,1240,47.1879
"46",11378,24.8652210235596,-2.4709267616272,4.16023111343384,1.07558691501617,760,47.0227
"47",11389,32.761474609375,-0.731744170188904,2.31958031654358,0.874710381031036,360,45.7838
"48",11542,22.2532329559326,-3.12052178382874,4.79998683929443,1.71709012985229,1080,46.3098
"49",11880,28.876579284668,0.0295247808098793,3.64113521575928,0.844349265098572,520,44.727
"50",11882,30.0632438659668,0.191813960671425,3.3117311000824,0.808488368988037,520,44.8436
"51",12046,28.9649543762207,0.154541730880737,3.58289694786072,0.845939040184021,520,44.6809
"52",13210,31.1625879923503,3.67067432403564,2.59599429766337,1.00910715262095,600,40.7447933333333
