"","siteID","mean_DEM","mean_prec","mean_temp","counting_colls$Coll_count"
"1",5881,760.901847330729,40.766667175293,2.83055545488993,5
"2",5882,659.896730863131,41.5673076923077,2.86570521501394,9
"3",5883,617.929832458496,39.4538681847709,2.92752962878772,7
"4",6047,1063.57047526042,47.1944440205892,2.42222231626511,4
"5",6048,623.4560546875,42,3.5,2
"6",6222,674.596069335938,43.6666679382324,2.36666655540466,1
"7",6898,652.194580078125,30.1666660308838,2.23333334922791,1
"8",7391,677.525423291703,27.7822768385981,4.79618551025928,51
"9",7392,694.951317612006,27.318027340636,4.89659868941015,18
"10",7393,770.759948730469,26.0833339691162,4.29166698455811,1
"11",7394,673.45235824585,25.3489577770233,4.45703138411045,6
"12",7557,738.019104003906,27.9166669845581,5.34166669845581,2
"13",7558,739.4034376878,26.6538467407227,5.64743586686941,3
"14",7559,720.827331542969,27.5,5.51666641235352,1
"15",7560,712.774617513021,26.5555553436279,4.46388880411784,2
"16",7718,1264.388671875,45.8333320617676,4.68333339691162,1
"17",7720,939.564331054688,34.6666679382324,5.71666669845581,1
"18",7722,881.110290527344,32.6666679382324,5.93333339691162,1
"19",7723,798.865014648438,29.5166667938232,5.8216667175293,5
"20",7724,782.961730957031,28.375,5.8291666507721,2
"21",7725,818.697082519531,28.4166660308838,5.41666650772095,1
"22",7726,762.8564453125,28.5833339691162,5.27500009536743,1
"23",7887,1216.92188218061,35.8676470588235,4.80098023134119,3
"24",7888,1018.0205871582,34.5749988555908,6.02833342552185,9
"25",7890,885.897973632813,30.6,5.50333337783813,2
"26",7891,957.269107908074,28.7302769943595,5.29235965305808,29
"27",7892,896.913208007812,27.6666660308838,5.18333339691162,1
"28",7894,922.275146484375,26,4.15833330154419,1
"29",8051,2469.9228515625,63.8333320617676,-1.40000009536743,6
"30",8053,1276.2982867697,31.3574879687765,5.21763286037721,23
"31",8054,1127.40539550781,26.9166660308838,6.81666660308838,1
"32",8057,914.639388472946,25.6604938742555,5.49814814108389,20
"33",8058,836.121948242188,24.4583330154419,5.77083325386047,2
"34",8059,806.7523916739,25.9999997880724,6.29104953342014,9
"35",8063,741.98908996582,26.125,6.1708333492279,4
"36",8219,1276.3488667806,29.9930558204651,6.28263885776202,6
"37",8220,1134.58710479736,26.6510413885117,6.98645848035812,9
"38",8231,678.556518554688,24.8333339691162,6.09999990463257,2
"39",8385,1646.44840332031,36.0399993133545,4.18633332252502,4
"40",8386,1232.3702655867,24.9493461683685,7.36160125919417,24
"41",8389,977.9599609375,38.5833320617676,7.30833339691162,1
"42",8390,907.238342285156,32.1666679382324,7.30000019073486,1
"43",8391,941.910430908203,29.3796290998106,6.74768505273042,8
"44",8392,977.240783691406,31.361110051473,6.74722210566203,3
"45",8393,759.522319793701,27.40625,7.52760416269302,9
"46",8396,920.926330566406,28.4166660308838,6.0750002861023,1
"47",8397,704.231872558594,26.6666660308838,7.53333330154419,1
"48",8557,968.9365234375,30.6666660308838,7.29166650772095,1
"49",8560,895.291076660156,28.0833339691162,7.28333330154419,1
"50",8726,874.312377929688,28.8333339691162,8.10833358764648,3
"51",8889,1254.78078294837,28.5289853966754,7.07862317043802,5
"52",8890,1243.41316522028,28.0360823169197,6.99381439956193,10
"53",8891,1108.91333007812,27.6666660308838,7.58333349227905,1
"54",9051,1301.41259765625,25.3333339691162,7.13333320617676,1
"55",9053,1707.67215983073,39.1666666666667,5.3805554707845,2
"56",9054,1418.17541503906,34.9166679382324,6.80000019073486,1
"57",9066,1028.76843261719,28.8333339691162,7.36666679382324,1
"58",9232,1018.87432861328,31.0833339691162,7.14166688919067,1
"59",9557,1395.19186401367,20.3611106872559,7.34444439411163,10
"60",9720,2423.39990234375,27.75,2.40833330154419,1
"61",9722,1524.6865234375,21.5833339691162,7.10833311080933,1
"62",9723,1254.73596191406,17.75,7.53333330154419,1
"63",9890,1859.2646484375,23.5,6.33333349227905,1
"64",9897,1039.61889648438,33.75,8.5,1
"65",10056,1923.42724609375,20.6666660308838,6.31666660308838,1
"66",10385,2172.65307617188,18.0833339691162,4.375,1
"67",10718,1874.41149902344,23.75,6.63333320617676,1
"68",10882,1522.58776855469,18.6666660308838,8.48333358764648,1
"69",11045,2089.47376360212,27.0297622680664,7.07321439470564,6
"70",11051,2224.62841796875,35.25,5.33333301544189,2
"71",11210,2333.74471028646,28.0833333333333,5.85833326975505,2
"72",11212,1356.48388671875,15.1666669845581,11.5749998092651,1
"73",11383,2077.12817382812,28.8333339691162,7.83333349227905,1
"74",11542,1755.04577636719,16.1666660308838,11.3666667938232,2
"75",11543,1864.8550379136,17.3014703918906,10.7678922765395,15
"76",11705,2615.50751762886,40.0714276301396,4.61244591799649,7
"77",11706,2220.79000936972,27.157657674841,6.64774778726939,7
"78",11707,2094.16744791667,23.6611115773519,7.93944422403971,4
"79",11708,1602.912109375,16.1666660308838,12.158332824707,5
"80",11869,1156.86901855469,22.6666660308838,14.408332824707,1
"81",11870,1977.59997558594,34.4166679382324,8.40833377838135,3
"82",11873,1649.22814941406,19.3020832538605,11.9177083969116,5
"83",11874,1188.54577636719,13.25,15.3666667938232,1
"84",12212,1809.28442382812,18.1666660308838,10.6916666030884,3
"85",12380,1902.49743652344,21.25,10.6916666030884,2
"86",12543,2205.0923828125,31.383332824707,8.28499984741211,2
"87",12545,2068.71459960938,21.3333339691162,9.72500038146973,1
"88",12547,1766.04113769531,23.25,12.2749996185303,5
"89",13240,66.2761535644531,114.75,16.8666667938232,1
"90",13534,1020.419921875,34.75,19.4333324432373,1
