"","cells","mean_DEM","mean_MGVF","mean_prec","mean_temp","max_DEM","min_DEM","relief","counting_colls$Coll_count","Maas_terr_outcrop","Maas_all_outcrop","Cret_outcrop"
"27",175550,767.464243570964,78.6666666666667,33.9444433848063,3.41388901074727,770.56103515625,757.135559082031,13.4254760742188,4,0.430000007152557,0.430000007152557,0.430000007152557
"28",175551,807.857836914063,77.1,33.4999992370605,3.46500010490417,833.3154296875,742.039672851562,91.2757568359375,7,0.870000004768372,0.870000004768372,0.870000004768372
"29",175553,819.5419921875,33,33,3.03333330154419,819.5419921875,819.5419921875,0,1,0,0,0
"30",176380,841.223876953125,93,34.0833320617676,3.29166650772095,841.223876953125,841.223876953125,0,2,0.899999976158142,0.899999976158142,0.899999976158142
"31",176381,781.019163635955,88.5862068965517,33.8141774144666,3.42203064074462,793.085998535156,726.226440429688,66.8595581054688,23,0.639999985694885,0.639999985694885,0.639999985694885
"32",177211,752.056696111506,78.3636363636364,32.3787881677801,3.65606063062494,801.909484863281,722.961303710938,78.9481811523438,8,0.479999989271164,0.479999989271164,0.479999989271164
"33",177212,744.647225516183,73.8571428571429,32.1309514726911,3.6345237323216,792.089660644531,715.222534179688,76.8671264648438,7,0.189999997615814,0.189999997615814,0.189999997615814
"34",178042,753.275589425223,70.9142857142857,31.9119051252093,3.74880951472691,824.909057617188,702.39892578125,122.510131835938,13,0,0,0
"35",178046,856.757385253906,80,32,3.19166660308838,856.757385253906,856.757385253906,0,2,0.0599999986588955,0.0599999986588955,0.0599999986588955
"36",178869,821.946655273438,71,31.6666660308838,3.77500009536743,821.946655273438,821.946655273438,0,1,0.850000023841858,0.850000023841858,0.850000023841858
"37",178872,758.567939758301,78.5,31.3125002384186,3.88958337903023,765.857055664062,751.490173339844,14.3668823242188,5,0.0700000002980232,0.0700000002980232,0.0700000002980232
"38",178873,714.059143066406,50.3333333333333,30.6777776082357,3.92555548350016,775.468505859375,697.550170898438,77.9183349609375,5,0,0,0
"39",178874,727.459448242187,63.4,30.5833339691162,3.98833341598511,755.991821289062,684.660888671875,71.3309326171875,2,0,0,0
"40",178875,756.832214355469,67,30.0833339691162,3.96666669845581,756.832214355469,756.832214355469,0,1,0,0,0
"41",179703,829.083312988281,89,31.9166660308838,3.52500009536743,829.083312988281,829.083312988281,0,1,0,0,0
"42",179705,741.792419433594,80,29.9166660308838,3.875,741.792419433594,741.792419433594,0,1,0,0.00999999977648258,0.00999999977648258
"43",183032,713.072570800781,84,27.6666660308838,4.375,713.072570800781,713.072570800781,0,1,0,0.140000000596046,1
"44",183851,881.137084960938,95,30.3333339691162,3.95000004768372,881.137084960938,881.137084960938,0,1,0,0,0
"45",183864,642.892517089844,74,27.4166660308838,4.80833339691162,642.892517089844,642.892517089844,0,1,0,0,1
"46",184695,671.23046875,59,27.9166660308838,4.69999980926514,671.23046875,671.23046875,0,1,0,0,1
"47",185511,948.611450195312,86,33.0833320617676,4.39166641235352,948.611450195312,948.611450195312,0,1,0,0,0
