"","cells","mean_max_ptemp","mean_min_ptemp","mean_max_pprec","mean_min_pprec","mean_PDEM","plat"
"1",149796,20.1142177581787,-19.1075859069824,2.28076505661011,1.0524183511734,440,62.3119
"2",150626,20.1312770843506,-18.9826507568359,2.29148507118225,1.06036043167114,440,62.2682
"3",171399,21.4848136901855,-15.9685792922974,2.05939197540283,1.10445594787598,320,59.4403
"4",171400,21.5313491821289,-16.01194190979,2.02876973152161,1.0997040271759,320,59.421
"5",173890,21.6997261047363,-15.5793409347534,2.03343558311462,1.07964241504669,320,59.1823
"6",174718,21.6444206237793,-15.3261642456055,2.09902477264404,1.07832026481628,320,59.0814
"7",174720,21.7290496826172,-15.4084520339966,2.04953050613403,1.07368755340576,320,59.0229333333333
"8",174721,21.7713642120361,-15.449595451355,2.02478361129761,1.0713711977005,320,59.0323
"9",174734,22.4473838806152,-15.8440361022949,1.79786622524261,1.03316688537598,240,58.8154
"10",175550,21.7872039794922,-15.3050989151001,2.04143381118774,1.06658353805542,320,58.98176
"11",175551,21.8017425537109,-15.279260635376,2.03940963745117,1.06480753421783,320,58.9227666666667
"12",176381,21.8017425537109,-15.279260635376,2.03940963745117,1.06480753421783,320,58.9123
"13",183851,22.2971668243408,-13.9385623931885,1.99861860275269,0.966023504734039,320,58.0195
"14",188887,24.6688938140869,-14.069860458374,1.60535776615143,1.02728068828583,200,56.3669
"15",191371,24.8939094543457,-13.2672843933105,1.60867249965668,1.02552711963654,240,56.1665
"16",193799,22.2121200561523,-11.6946430206299,2.15176224708557,0.830222725868225,680,56.9998
"17",194631,22.2464866638184,-11.7277736663818,2.14421248435974,0.834903061389923,680,56.963
"18",194682,24.7392463684082,-12.3552322387695,1.70511472225189,1.00165200233459,320,55.9682
"19",194683,24.7392463684082,-12.3552322387695,1.70511472225189,1.00165200233459,320,55.9478
"20",195509,24.5220279693604,-12.3327569961548,1.7437756061554,0.999133825302124,320,56.0224
"21",195510,24.557523727417,-12.3787384033203,1.73387384414673,1.00084805488586,320,56.0041
"22",195526,25.3601570129395,-12.5071287155151,1.59468185901642,0.996163368225098,240,55.5947
"23",196346,25.0063667297363,-12.1716861724854,1.67533135414124,0.997341334819794,320,55.7525
"24",196347,25.0452480316162,-12.2181367874146,1.66477262973785,0.998796820640564,320,55.711
"25",196367,25.3664531707764,-12.9091100692749,1.56880176067352,0.989071011543274,200,55.3731
"26",197169,24.6564292907715,-11.7536268234253,1.77036023139954,0.984241604804993,320,55.7344
"27",197176,25.0849895477295,-12.010705947876,1.67562091350555,0.992744028568268,320,55.6838
"28",197957,22.4874000549316,-11.0845804214478,2.25580310821533,0.90662670135498,520,56.4665
"29",198027,25.530252456665,-12.5381364822388,1.56469261646271,0.982215166091919,200,55.1273
"30",198855,25.5744403839111,-12.3531032562256,1.57105190753937,0.981066381931305,200,55.1126
"31",199645,24.0343227386475,-11.0104103088379,1.93930053710938,0.960953176021576,400,55.7868
"32",199678,25.7038459777832,-11.8112201690674,1.58967578411102,0.977702081203461,240,55.1926
"33",203772,22.6514263153076,-9.80644798278809,2.46540188789368,0.974273443222046,600,55.6422
"34",205502,26.1032981872559,-11.4203004837036,1.60582566261292,0.940079033374786,200,54.2361
"35",207156,26.4847621917725,-10.6111192703247,1.61179578304291,0.887075781822205,160,54.083
"36",207167,26.2030639648438,-11.2128324508667,1.62998449802399,0.942310035228729,200,53.9387
"37",207986,26.5159568786621,-10.544038772583,1.61085379123688,0.881726980209351,160,54.0411
"38",207989,26.4973793029785,-10.6088123321533,1.61828529834747,0.889658987522125,200,53.9682
"39",207994,26.3671264648438,-10.87522315979,1.63283777236938,0.919653236865997,200,53.8741
"40",208808,26.7426052093506,-9.94911098480225,1.61368334293365,0.836543619632721,120,54.0985
"41",208817,26.5300827026367,-10.5416984558105,1.61698544025421,0.883808851242065,200,53.9384
"42",208818,26.606595993042,-10.405198097229,1.62123310565948,0.875193119049072,200,53.8623
"43",208819,26.5509553636823,-10.5113352366856,1.62157504899161,0.883862946714674,200,53.8974857142857
"44",209645,26.7434349060059,-10.1366128921509,1.61460185050964,0.849787294864655,160,53.81075
"45",209646,26.7092247009277,-10.2037591934204,1.61625957489014,0.85613876581192,160,53.8279
"46",209648,26.6746482849121,-10.2825685501099,1.62429966926575,0.867030239105225,192,53.78982
"47",209650,26.5381755828857,-10.5394906997681,1.62454867362976,0.887896001338959,200,53.8174
"48",209665,26.1389274597168,-11.2061138153076,1.68314397335052,0.990743637084961,200,53.5184
"49",210467,26.7530959389426,-9.58294967304577,1.66283123926683,0.811369015953758,120,53.8694127272727
"50",210471,26.9926624298096,-9.6864767074585,1.60801108678182,0.807186623414358,160,53.7916666666667
"51",210472,26.9688510894775,-9.73126316070557,1.60935497283936,0.811755120754242,160,53.7867
"52",210474,26.8688415527344,-9.91936531066895,1.614998960495,0.830942916870117,160,53.77512
"53",210475,26.7681982040405,-10.0956233024597,1.61544663906097,0.84660097360611,160,53.79135
