"","cells","mean_DEM","mean_MGVF","mean_prec","mean_temp","max_DEM","min_DEM","relief","counting_colls$Coll_count","Camp_terr_outcrop","Camp_all_outcrop","Cret_outcrop"
"1",147275,717.510228937322,82.6818181818182,40.0416662042791,2.32651512189345,746.045104980469,701.410278320312,44.6348266601562,4,0,0,0.400000005960464
"2",148921,849.426879882812,94,41.5,3.09166646003723,849.426879882812,849.426879882812,0,3,0,0,1
"3",148925,683.442443847656,88.5,40.1250009536743,2.60208332538605,690.539245605469,681.076843261719,9.46240234375,2,0,0,1
"4",148926,687.771606445312,92,41.4166679382324,3.07500004768372,687.771606445312,687.771606445312,0,1,0,0,1
"5",148927,660.733947753906,92,42,2.875,660.733947753906,660.733947753906,0,4,0,0,1
"6",148929,659.961303710938,95,42.1666679382324,2.70833349227905,659.961303710938,659.961303710938,0,4,0,0,1
"7",148931,644.512573242188,96,39.25,2.71666669845581,644.512573242188,644.512573242188,0,1,0,0,1
"8",148933,633.429748535156,79,38.4166679382324,3.21666669845581,633.429748535156,633.429748535156,0,1,0,0,1
"9",149755,690.030212402344,91,41.3333320617676,3.19166684150696,690.030212402344,690.030212402344,0,1,0.699999988079071,0.699999988079071,1
"10",149756,621.078063964844,94,42.5,3.375,621.078063964844,621.078063964844,0,2,0.639999985694885,0.639999985694885,1
"11",151411,835.455932617188,92,43.75,3.54999995231628,835.455932617188,835.455932617188,0,1,1,1,1
"12",153075,1388.63549804688,92,52.25,1.53333342075348,1388.63549804688,1388.63549804688,0,2,0.370000004768372,0.370000004768372,1
"13",156437,674.596069335938,92,43.6666679382324,2.36666655540466,674.596069335938,674.596069335938,0,1,0,0,1
"14",170609,642.45957438151,67.3333333333333,30.3749993642171,2.16388877232869,652.194580078125,640.512573242188,11.6820068359375,2,0.519999980926514,1,1
"15",173891,813.795349121094,78,35.8333320617676,3.10833334922791,813.795349121094,813.795349121094,0,1,0,0,0.379999995231628
"16",174721,800.531982421875,67,34.0833320617676,3.49999976158142,800.531982421875,800.531982421875,0,1,0,0,0.479999989271164
"17",178089,580.051452636719,88,28.25,3.13333320617676,580.051452636719,580.051452636719,0,1,0,0.819999992847443,0.819999992847443
"18",178897,761.083066742996,89.2413793103448,26.6896547120193,2.94712648720577,761.905517578125,758.924133300781,2.98138427734375,5,0.100000001490116,1,1
"19",183862,701.729858398438,77,27.6666660308838,4.63333320617676,701.729858398438,701.729858398438,0,1,0.839999973773956,1,1
"20",183863,721.139404296875,83,27.6666660308838,4.78333330154419,721.139404296875,721.139404296875,0,1,1,1,1
"21",183864,667.19862140593,48.4918032786885,27.7568303717942,4.68948080500618,686.582092285156,639.776428222656,46.8056640625,24,1,1,1
"22",183865,679.046963004179,46.6279069767442,27.7906975413478,4.72674413060033,696.988159179688,652.441101074219,44.5470581054688,15,1,1,1
"23",183867,706.252605091442,65.5909090909091,27.1628791635687,4.84848479791121,723.588012695312,687.903442382812,35.6845703125,6,1,1,1
"24",183868,753.227600097656,82,27.9166660308838,4.46666669845581,753.227600097656,753.227600097656,0,1,0.519999980926514,1,1
"25",183869,662.058959960938,77,27.0833339691162,4.65000009536743,662.058959960938,662.058959960938,0,1,0.689999997615814,1,1
"26",184692,726.812072753906,94,27.6666660308838,4.40833330154419,726.812072753906,726.812072753906,0,1,0.280000001192093,1,1
"27",184694,673.522853597005,61.9333333333333,27.7972222010295,4.73194422721863,680.779968261719,655.963623046875,24.8163452148438,12,1,1,1
"28",184695,666.605449769555,50.5396341463415,27.7055386450233,4.93561997500862,710.189514160156,641.811096191406,68.37841796875,107,1,1,1
"29",184696,673.679359172953,52.6704980842912,27.5667308792757,4.91944451167666,731.650024414062,641.780151367188,89.869873046875,90,1,1,1
"30",184697,695.90093904383,60.7941176470588,28.0306369837593,4.63958339831408,780.565368652344,650.972595214844,129.5927734375,15,0.330000013113022,1,1
"31",184710,708.742736816406,82,27.0833339691162,4.13333320617676,708.742736816406,708.742736816406,0,1,0.899999976158142,0.899999976158142,0.899999976158142
